,modelD_cat_train,modelD_cat_test
91,2333.5501275420675,2094.958189861698
92,2070.355811925221,3056.736252533839
93,2215.432570452199,3799.225438802268
94,2717.9213228478825,3968.0215618818097
95,2507.508481070611,3230.7749741325133
96,2047.3695354813037,1768.3737542888975
97,2184.545903513828,2559.684046190442
98,3183.664415995695,2758.49335685441
99,2233.806472882502,2381.667092121312
100,2052.5920884680345,1867.2481724919896
101,3540.2773750182732,2486.142599304253
102,2914.9843594146937,2135.2970796907875
103,2203.122165885384,2404.5756584772216
104,2276.0707951451277,2474.57645722128
105,2770.0089818081415,2036.2236062231173
106,2248.854490465316,4913.676711075876
107,1920.027057118811,1905.7912556696713
108,3142.5632734556602,2492.953677967681
109,2076.4661819384037,4072.0749805808678
110,4474.749482409081,2479.6365046915344
111,2566.004669448687,2474.5181979803847
112,3180.1717660931176,2638.0399809375003
113,2978.0389098692335,1555.3293641615085
114,2395.8194922156904,2256.5589920593443
115,1845.3390574595614,2637.0891628708264
116,2278.023465565123,2425.843420042183
117,2372.336705457555,2212.7731857419258
118,1848.9297449895416,3048.4423571109537
119,3487.971413952481,2771.5873946284387
120,1718.0487859669756,1934.0484738861371
121,3479.5768610127457,2438.39824306143
122,3263.601822347472,3750.7225990919005
123,2475.2421630979,2327.6821323357026
124,3524.744279100261,2318.506946245224
125,2326.135136201917,2312.54607620301
126,2630.6306068158747,2649.127811245886
127,4858.905505341559,2482.023609892851
128,1953.569279302892,4004.5863471434654
129,2702.587813302,4551.217673894272
130,1725.0611071734722,2135.5222589232235
131,4588.119486384539,2626.240147811245
132,2454.4635847624936,3065.6733870557573
133,2462.8576427763333,2226.088457221305
134,2197.9957526612666,1448.9873844144822
135,2413.436068466154,2242.610129137361
136,2906.78826530135,2229.893131031901
137,3158.1868761644014,3039.594198168933
138,2476.894955398679,1481.596186985458
139,1760.4742448137122,2823.9967493755453
140,2165.763365816883,3735.730071906283
141,2717.8062882555723,2240.551089717347
142,2596.0160347315414,2142.6285721419445
143,1935.00087129197,2497.4705401707774
144,1750.7846027126031,2021.1302208605262
145,2756.581962128637,4035.633521382
146,2477.59194161987,2099.498254198109
147,1865.5856470509166,4487.18117257761
148,2000.8599192165298,2984.2284392203755
149,2318.8579602701784,2174.1795054292443
150,2299.7335865312307,3799.181110863793
151,1961.8294902417153,2306.5100169179314
152,3136.0633365558,2683.414096708696
153,1634.1608585270494,1904.0516512330996
154,2614.9584485403566,4509.145431646036
155,2029.7892241198206,3796.4316810132705
156,1862.3177908797797,2355.2166685392053
157,2465.919631051671,2461.5457247153013
158,2155.7515196493036,2302.541409815613
159,1761.71353326591,1797.8285865393523
160,2577.238509707964,2497.218703247478
161,2366.222493428878,2399.6244436468614
162,2488.032854058998,1975.0527554800792
163,1930.6279062112212,5152.258317460541
164,2302.3469226216794,2298.722655391898
165,1977.7416232975029,1985.8566819214022
166,2270.5126717960475,1819.240259484791
167,2469.3204929873486,3442.9758837825298
168,2616.8819071850467,5087.150941787649
169,1756.299831714763,2194.7640793617957
170,2372.5536429820045,2849.700408674409
171,2252.652201064847,2383.866683296247
172,2332.2009737429817,2177.754198380446
173,1821.7339805411784,3245.2916243138125
174,1896.5017595540482,2403.429724316339
175,2324.1149429897637,2711.9546078353615
176,1986.4292367728422,3236.8694103090193
177,1973.2164113239292,4374.023650302146
178,2204.1188099532515,2227.9359141965674
179,2321.109095519032,2822.247425118447
180,1856.198091025498,2462.0371544307086
181,2393.7630204115967,2240.4244766879374
182,2474.1813045103104,2392.509531325932
183,2065.668218409967,2502.141489986501
184,2437.9278802709273,2398.812205461608
185,2918.556393173402,3758.0882349387625
186,2112.0736463902795,2121.1861203054004
187,4121.825738657283,2123.5488604643942
188,2351.6876368856583,2406.6092621639414
189,2559.9736300687987,2428.3470560475785
190,2560.569506256938,2346.187503743372
191,3624.573283280696,2314.1698624312457
192,2931.7190639785745,2648.948008539327
193,2011.5275551684995,2010.8972388853297
194,2670.542252182043,2482.661761601751
195,1987.058051693296,2101.8236685664515
196,2053.340992042401,2394.935139455711
197,2460.1436988837345,2420.6180357492185
198,1942.999485241569,2059.7405350260397
199,2375.0248423660696,2345.86125191633
200,1664.275772114219,2191.7223599849817
201,1789.9057169379735,6147.5322843119675
202,2412.3767715960867,2006.1321904280244
203,2418.7488422793704,3684.3153624918973
204,2415.975298515308,4444.166783407931
205,2770.2813745159524,3731.2277790930625
206,1976.079028664584,2064.6971568488843
207,3931.1943900337037,2041.0411513361505
208,1960.4295108198962,2506.785293384968
209,2182.575979753795,2109.865577163459
210,1806.924221176943,2919.3894076553233
211,2036.603621720939,2206.686940306122
212,3254.3759533538573,1896.3596614458468
213,3133.91569479022,3705.842781891481
214,2380.0952382031674,3025.106227303818
215,1956.0871325183236,2391.3950248697047
216,2199.668598681296,2663.0302242757175
217,2596.3584911655626,2659.822988360164
218,2152.5121659590804,3966.5863359486584
219,2971.0725267032863,1617.9440800844613
220,1854.1828902295742,2421.67149546147
221,2294.1334853803974,2256.402832975413
222,2233.1155054901183,2778.7392202942874
223,3264.477617672934,1990.4402437500662
224,2381.347579860252,2339.2323104068846
225,2404.994357757493,3233.244458668363
226,3729.0266330321933,3809.2274734515217
227,2303.636387073566,2727.5536014459867
228,1776.3497447557095,2146.401388962107
229,2533.374227096314,1513.1860445186362
230,4064.271424488308,3608.6089533092336
231,2831.447078183979,2714.5792591126783
232,2360.721471134424,1981.2518851810783
233,1787.331672605678,2737.8247563022514
234,5262.451166028382,2917.7898140956786
235,1953.4888495533496,1880.3167057847575
236,2275.1918139757263,2401.6544395047363
237,2195.3289569245435,1847.4404316978882
238,2839.2970770620373,2465.563318663802
239,2438.5534249157254,5632.968019010851
240,2210.1745186225644,2230.5764049383106
241,2786.633784642289,2115.9083441141483
242,2278.599971075908,2138.125707714261
243,2632.1253994641775,1538.0794648980686
244,2957.4714638657983,2359.7603389935293
245,2186.0874197825656,3293.5909346803846
246,3364.538896297526,2768.2243574021622
247,2063.104321464324,2424.403741822152
248,2034.1249556330695,2126.846783204755
249,3550.727519965856,2588.8156828525075
250,1890.8277254829827,4288.33948401968
251,2234.5586758899053,2169.9528038440453
252,2864.730987017247,1687.5996313777348
253,2339.449044269235,3310.061030080627
254,1874.8871344960644,6332.861325740712
255,1827.240034252649,2445.478970237622
256,1943.3923373073117,2809.6414088290685
257,2849.1770789980083,2057.939286090811
258,2342.2032796535273,2101.811329235278
259,1726.620324626314,2529.275969049486
260,1834.0159188842993,1848.642125975143
261,2498.7846378058025,1979.7351209299316
262,2351.0202049396494,2147.880994965327
263,1953.1723460522844,2787.3631330819976
264,1806.95576378699,2400.2016971838552
265,2068.2320498522363,2382.4150133444437
266,3696.4797424027965,2141.4748406636986
267,2349.5247394022895,3300.6151881722326
268,2340.1386346106256,3913.7073984247354
269,2835.2675305156968,2217.236173358826
270,1923.2640338824694,2616.1563722615515
271,2920.7005207856823,2367.330034532505
272,2192.79140412796,3230.881530362122
273,2860.631946741642,2712.2500821054737
274,4572.302832927904,2156.7865445209495
275,3198.31402985427,2825.5152953985166
276,1952.3435596463437,2447.7928797259583
277,2695.9423704151277,3080.813856358892
278,2758.9390315779983,1808.363670585609
279,2818.7060569470004,1859.5697217221575
280,2265.0595168813893,1913.9302790425324
281,2274.9080529133666,3778.020552607681
282,1703.9051694106336,1894.2577431397447
283,2071.703790335029,2241.6796294181977
284,1917.3883859922398,2268.551392665352
285,2248.9938642008597,1940.7358007577634
286,3151.61033419846,2193.97926581752
287,2156.364144211185,2061.9312137973243
288,2350.667410616027,2256.20860256861
289,1646.4778203251622,1916.7563433751086
290,2184.366120050704,2901.053067127272
291,2963.0750405166154,2261.576529366431
292,4585.416785596539,1964.3517078276843
293,1709.611292741288,2462.0235759513444
294,1799.9710263924185,2550.605607281775
295,1928.8730517413178,1808.4376737744526
296,3152.0525427215416,2651.6776803230996
297,3125.1392794967182,2787.0821750669484
298,2048.4046457761224,2353.6828156226093
299,2240.460860008652,1818.3977296547812
300,2249.5788593462794,2790.00298624904
301,2243.717010780053,3219.1048019345703
302,2727.818287161463,4635.294995688039
303,2586.699173847283,2544.03970908966
304,1720.5068102434307,2901.594378292506
305,3865.621290020018,3321.286340553248
306,1657.2868269587784,1966.2284880069842
307,2131.0741172572148,2903.534661416395
308,4588.552579758779,3511.8500288309997
309,1838.7330406264186,3119.8569695004385
310,1860.5410093461378,2479.229667643168
311,1915.2372369095233,1936.0493376690351
312,5831.528467038694,3679.3419895957586
313,2134.088247559499,2194.4653754543824
314,2251.131600259403,3319.2031632275794
315,2291.8593717147824,4661.256778609147
316,2681.040598602016,2342.5608289734782
317,2074.5820343907353,2227.137822409373
318,4914.843778463541,3163.843194284528
319,2091.9969614345046,2661.5129011894783
320,1932.9365635940262,3215.7120634773796
321,5309.4227973796005,2211.974331434796
322,2780.639816761479,2619.69074175656
323,2418.516199416152,2093.1409717743677
324,2330.3978300838316,2716.876029803612
325,2041.326787925398,2239.6921642693246
326,2677.4227375334303,6463.330085042095
327,3222.4058734014015,2041.027854433733
328,1632.1412699545676,3467.8286948572713
329,2391.5417042843305,3679.917942330828
330,3568.446622944393,1823.1826231361351
331,2410.499561046352,2670.0347146758536
332,3300.6984264667153,3567.314086484695
333,2427.7163067468227,3058.2881778208075
334,2235.857567262284,1942.1554101287888
335,2886.37238490798,2605.414957594742
336,3336.0398801805886,3238.8653900441705
337,2052.4298901921493,2836.675109222647
338,2740.387017862657,2039.0576477289337
339,2644.781072047667,1969.3478040900172
340,2505.9985841041125,2405.337639992295
341,2061.144951772838,3165.420280025611
342,2226.741695065082,2218.3721174869584
343,3985.197259163496,2167.8771720016375
344,3176.725172944023,2117.177980938058
345,1715.1859010206965,5356.717227807397
346,1797.648619943859,3013.8083090382133
347,2317.0997426440426,3034.8719551042695
348,2288.2396654064187,3663.0511351721316
349,3658.875100260295,2213.1282446078285
350,2129.082491467933,2063.1869385783893
351,2271.5554756152155,2780.0499936624115
352,3224.8001121292245,1764.376114953094
353,3043.919455844182,2872.950772908111
354,2465.887438563302,2749.3902770965587
355,2976.382681764766,2513.6240160300813
356,2661.886385602321,1831.2962600684846
357,1894.3378812153592,2245.789444280895
358,1792.1406965169494,3104.1685785962013
359,2527.6061164169732,2069.9591937899686
360,2161.492726057424,5515.344131602991
361,2026.6706557593752,3253.9317795248144
362,2407.9141862686765,2440.5879831763073
363,2902.179133228773,4167.750616733232
364,2746.2026650019616,2095.8904153769345
365,2190.9989362862525,2288.98141378747
366,2042.9609954875275,1969.161225064141
367,2845.702144665391,1706.3181541249792
368,2564.1287327539594,2077.514434008405
369,2628.514333295515,2953.2244007611575
370,5866.474123955311,2493.5375184853265
371,2854.5232433859314,2821.7543316314095
372,2804.2567759385847,2010.7112125734504
373,2508.780625809696,3506.7343890171223
374,1953.6400834543756,4868.345797760577
375,2976.3268308599954,2632.5146207376115
376,3016.330140877615,1967.2494160326478
377,1846.8756255078865,2312.483176940413
378,4036.6357003106523,1854.8804166067682
379,1752.5993158685658,2123.2519969242353
380,2302.6575446139327,3287.054634674464
381,2090.053599479759,2110.3432888588295
382,2236.253092662525,1603.7321482991792
383,4423.787036986643,2589.157140235749
384,2352.7436637189116,2079.834482228488
385,2280.8091262217763,2473.8129485137347
386,1873.0068828370934,2369.227411393781
387,2390.702252137489,3110.7902650146834
388,2198.829811051523,3693.4027744442806
389,2448.5783858830096,2149.9083429479642
390,1832.3884771183261,2257.0745453688933
391,2888.6033787777114,2255.8278735581466
392,2278.387679290151,2427.7406409728255
393,1909.1246446937753,2700.3898869059926
394,2047.6292564879784,1987.0921717441095
395,3574.860965513183,2164.459486804848
396,3099.99498402601,2948.40261212096
397,2426.5635999674305,1603.7321482991792
398,2405.5213934349335,2145.5400906560944
399,2631.456680447255,2793.3946302444897
400,2290.039806332532,3230.608938574859
401,3540.559328012902,3850.2926927190083
402,2205.2993671782087,1919.7536635301033
403,2385.5083949494965,2286.451081884969
404,2589.330367920864,1880.0102935237294
405,3485.3913505632368,1884.2781256668518
406,3277.014176000555,2227.449103473455
407,2034.6934901394407,2465.341750397226
408,4519.336899535445,2302.711374578116
409,2828.244889751235,2069.9606830264115
410,1792.9302221183996,4766.387754842106
411,1768.7959595151183,2409.3095627536545
412,2008.7760736972643,1951.3333289879913
413,2264.6547891225177,2469.9796134950275
414,1832.2054524527853,2269.396737277398
415,2200.4362191074615,2098.205930630461
416,1865.285602754493,2289.7435443267245
417,1868.5023273300653,1763.3095472519167
418,2009.212415231084,2164.2628979949095
419,2919.1926025028865,5805.790908361142
420,1819.1064663912746,5169.689486907616
421,1813.6786532397696,3484.958824458566
422,1855.3461183470235,2790.0169165366615
423,4291.759942580729,1918.539935949014
424,2067.1953757618626,2098.205930630461
425,2745.734282675131,2133.771396304509
426,1933.305899306647,2286.1539565460916
427,3290.031706362486,2967.582320045758
428,5037.204396566636,2628.889449197156
429,2321.4250549752605,1962.4599873667783
430,2366.2426403701984,2832.198911801748
431,2745.9189781864197,2443.40583145477
432,2261.513304998582,4753.5211028738995
433,2195.1147504484643,2417.023026635474
434,2007.175743122289,1758.5201624120514
435,2196.7813680404224,3069.302357157389
436,3254.214686241854,2816.511338627103
437,3610.256586820129,1986.827623256098
438,2999.8641309068094,2161.0825888786508
439,2772.6835257065673,2778.4368219321177
440,1847.6122487550924,2023.274845485998
441,2404.326431215464,2114.026937772246
442,2269.230475467643,2138.4910500498945
443,3312.025180866033,1804.7269460579523
444,2704.650365610515,2170.310627692869
445,3121.677843561023,4303.236885746961
446,2098.3874011535104,2104.279124410268
447,1861.2991422959085,2586.613772996183
448,2270.52477776346,2038.5371912848648
449,1751.9347146867542,2137.6760823982872
450,2353.8105756438713,2015.6576313446553
451,2504.3579771812274,1673.1930457967997
452,2338.137918655568,1795.7360795900975
453,1906.303000897186,2065.7573002708223
454,3174.2681916738143,2724.7712658543783
455,2625.779454673735,1838.777590903091
456,2184.8743557128328,1983.633384636291
457,1997.2441995128145,2683.55321118932
458,1933.349044520196,2312.2175199711796
459,2104.8501886423924,2138.5073197669212
460,2879.956966594306,2276.7751561788914
461,4189.189310779153,2105.4322295271977
462,2008.3189648686075,3865.7373800620035
463,2090.1104180970165,2041.9090383252405
464,2426.8788514074963,3446.337409170076
465,2528.0274402900504,2672.835845663626
466,2254.7272332186267,3050.4489357336474
467,1970.049091858246,1802.3081716211677
468,2548.304333851016,2040.9576114940235
469,2358.4545019717225,2294.890648160276
470,2111.3575695453055,2829.3769956442384
471,2818.6287061197368,2814.599026393241
472,2540.2622476543806,2545.7830332014055
473,1989.1039210870545,3909.1950907468067
474,2846.043060672081,2180.456777240698
475,2488.2878007121917,5553.199031843164
476,2230.905817706123,4023.79349841752
477,2174.7351457423592,2022.7469964922402
478,2268.428195766101,2670.0347146758536
479,2195.1253141237494,2873.80913766729
480,1862.913501788125,2296.931081710018
481,2453.008958709045,3611.085531441331
482,2816.2377188600003,1495.0482444612992
483,3399.804001591668,2632.608865571116
484,2728.6473179773166,1855.7496374706673
485,1784.5162098038568,3495.217280411625
486,1867.1141895809913,3120.9714184249224
487,2878.8293979728464,1908.7920546134978
488,2543.3516532175818,2890.9849690547408
489,2156.6339633497973,2556.634476470354
490,2089.525326790088,2452.9949700930115
491,2909.8178269749105,2374.494282225683
492,2060.880300770643,2427.1710968866487
493,2463.63933801091,3435.4384774976047
494,1630.8845891645108,1889.5213862589687
495,2442.9572051594514,1871.8248876538285
496,2282.7037217636416,2824.567968414588
497,2465.5859430585706,2887.919152663072
498,2109.343908384681,2004.58070276992
499,1971.0571752644678,3099.054460790695
500,2443.1354628171384,4028.392884682665
501,2081.4957315587108,1955.497485458864
502,4517.6719005389405,2614.962934142004
503,1973.7397346656212,1700.6017736835172
504,2450.109287899911,2107.429120842991
505,3732.179235263361,2239.862054026768
506,2131.072870952568,1735.5548996219422
507,2705.3815677024195,3400.1619532595605
508,3150.8189827462593,2692.2841508470387
509,2088.2421519576355,3034.512361249342
510,2480.89988622135,3245.0640673309276
511,2714.8353305939895,2158.4335860387882
512,1997.9405634831483,3445.9530062872277
513,2498.8500303653113,2591.5521634665374
514,1916.208661211218,2612.181938103243
515,1909.4163894929463,2485.434526850413
516,3828.1355519808953,3637.0481489895947
517,1572.675232446052,2706.409656692291
518,2184.6067002364343,1958.7929541180324
519,4219.902804682057,2500.4787987484824
520,2377.230249341299,1988.6603552703004
521,2953.889224892293,3748.576381684137
522,3233.3281346921276,1757.9002608840383
523,2181.549751970658,3823.2298733181333
524,2695.2788227336796,2466.986709578994
525,3242.077961547658,2913.3336724414885
526,2103.6129911551398,2132.173813153692
527,2295.7039402772675,2003.164577404264
528,1649.9940431510345,2475.779081030994
529,2076.773710120342,2267.7610484558436
530,2245.871588029664,3037.3158965568027
531,6137.522866667279,3309.690780603671
532,2800.6036501007657,2070.3434175250027
533,2513.0394707035616,2141.3871563400717
534,2444.05395713261,4231.750543515838
535,2385.727086325489,2324.0826074061306
536,2609.0062150382523,2735.272210133597
537,1912.4279468245866,2574.5998426954015
538,2290.235940041673,2031.6392509157038
539,2246.7388405703095,3252.3115179483816
540,2228.5225162925785,3718.193700273286
541,4437.998889582521,2476.135420465954
542,2710.8038097055605,1494.233366886294
543,1836.566601878629,2688.706899490427
544,3985.3152088581187,2392.103959029757
545,2784.626184700075,2046.8223781696754
546,2114.6948319495714,2102.5967738884456
547,3232.79235796202,3104.8263326379133
548,2011.9531478938989,2506.21610697598
549,2528.435304045392,2114.2631712818106
550,2484.861250626086,3479.06549855673
551,2266.8145235561888,3522.623564057581
552,1879.1492469596324,2754.933086678252
553,1796.3596484027335,2205.542181150483
554,3388.151878202678,1961.103147531307
555,1882.0121435644603,1674.4457752360952
556,2820.0543078722303,5781.410813503816
557,4971.813075270136,3578.8605308163583
558,2133.720174465721,2390.281258036207
559,3838.9721842155673,2603.6411105294496
560,2070.6444831676276,3494.459418157643
561,1785.099457959813,1877.439159121045
562,3679.1687379446716,1846.3056594438629
563,1901.814171570267,3049.433094872052
564,2539.317106354527,2264.28948404017
565,2005.1191976577757,2669.110396843926
566,2592.277193382793,2497.9398306665407
567,3578.011341031927,4451.762256937359
568,2038.0216181527626,2964.172801841757
569,3687.3202522018573,1981.929975557312
570,1841.9106636106226,3503.3033467654227
571,1752.0639859549626,2581.030525418941
572,2041.0918280131536,4495.358676829042
573,2215.2299684242926,1769.5006103543642
574,2622.1328804577124,1961.5350560724946
575,3479.353329623756,2007.9098063734914
576,3651.536338314284,1919.9436260249713
577,1816.1000424046429,2287.150473526068
578,1881.2720416324632,2101.0072656168827
579,1688.0766299279067,2362.8037488801397
580,2545.6963625941917,2064.253211763861
581,2603.593726604602,1961.6910559600904
582,2329.062821036689,3059.838998570626
583,2779.2823774329026,3830.478417861552
584,2499.4477616141253,2923.6901975816827
585,2550.8994549706977,2902.045786721973
586,2338.088404782902,1949.8971588339082
587,1509.563829708312,2367.644345106839
588,1749.632596245162,2635.2490358675395
589,3285.1226458107926,2857.821674060241
590,2199.0156872379357,3514.6028357378427
591,2055.368633670286,2129.6516962145915
592,3152.715712197955,1675.8217856236163
593,2287.2700261082614,1927.7176076362236
594,4447.528513261532,2654.0725976520757
595,2266.8314740468973,2307.4604416502384
596,2084.5025145067084,3474.1844210172303
597,2597.987007760713,2724.8696799363947
598,3285.7394718167657,3858.7680090980757
599,3562.1967398265324,3317.504597109136
600,3542.646876389363,2273.4522233439848
601,2223.466045952273,1676.0716947093842
602,2332.0293863940574,3956.8191041262353
603,3619.529594247194,2885.507359486638
604,2514.4768688984273,2380.063842948647
605,2311.529074601574,2354.4168980674176
606,2274.1584061654953,2026.2432160950975
607,2512.9611071095146,1920.588768645369
608,2409.8255116032306,2437.1253796241836
609,3590.513252853483,2105.668050859406
610,1949.533350955749,2084.4356974736315
611,3149.6141308966567,2602.071902710788
612,1638.7985333896072,2240.4604570637766
613,3712.541004906966,2517.8711156175327
614,4144.4912255592935,2323.695285246527
615,2248.1306742620313,2843.188330885755
616,1950.1828270118053,2031.822742125843
617,3754.169226592094,3017.668524260434
618,2167.256704135195,3354.8202818816258
619,2236.6889272886456,2866.7667812872664
620,2010.6623499047746,3062.6777839672286
621,5995.8494452277155,3308.228512145478
622,3120.0970797462423,2476.105242388997
623,2201.7788523612494,2279.96457245192
624,2317.0872199386895,2312.671292006602
625,1764.9112242363917,2068.943937590978
626,2670.6837400400536,2401.424372833047
627,1971.0852761899896,2368.067863928332
628,2325.3529666331265,2275.232283806823
629,2987.3509590485173,2186.8332749455503
630,1930.4704005302547,2527.892440709363
631,1837.9329506560166,2252.233678600056
632,2652.8557258466967,3226.6844315481976
633,2410.6555079071222,3847.87287293164
634,2380.675742257646,2515.750638565725
635,3690.653400381729,2150.5853789984976
636,2214.7287568612096,2177.112608259116
637,2060.4177762998643,4281.468428477322
638,3052.075515808734,2493.959259186584
639,2160.3903153861434,2595.856919551444
640,2498.0573481898095,2595.856919551444
641,1772.3751572882745,2279.614873793431
642,1676.6792811890466,2210.614674708675
643,3548.7952851393543,3031.3294948591843
644,1989.6759716391653,4302.307929189379
645,2657.339640062763,2235.418606611799
646,1979.9861811608923,2372.588050645253
647,1835.0323938701608,2049.812516305349
648,2587.8448852621204,2984.1796742176134
649,2166.0493192364797,1846.8610382974425
650,1654.7868707451657,2502.566390786066
651,2263.6273224265606,1886.030032155772
652,2344.0903977171474,2167.9395601703
653,1756.156007079289,2663.1656083015046
654,5258.461384560613,1823.3694709647723
655,2313.8737709212364,2409.3266950991865
656,2982.8179875281144,2264.004099784624
657,1898.2350657974225,4706.39751862128
658,1696.7850140900402,2693.691395385535
659,2217.374333509998,2566.179858406973
660,1466.4247338141058,1943.0282295196928
661,2916.946361936651,1965.3032573605408
662,3507.0973897330787,2017.431614658099
663,2156.2358956276685,2642.2352837689687
664,2470.9746322539613,2120.963002381192
665,2419.3932339321245,3031.4852814218684
666,2379.523564915353,2706.0391206334384
667,3146.879461544961,2590.2507167637987
668,2732.1139526005127,2138.6596549746127
669,3358.788913765726,5083.258499059362
670,2300.1049742083655,3548.990811191784
671,1632.9801727799877,3517.3551474966903
672,1977.863195092165,3697.5437981807636
673,2372.395318639163,2379.2942740211847
674,2395.872676465936,2318.044935955855
675,2377.4767642036086,3043.762569127872
676,1890.5799297604076,2404.3728469203784
677,2105.4512955221617,1877.7970468355918
678,2278.490237075642,3002.506326955513
679,3028.4546570599055,4163.712412638402
680,2378.162846538633,2430.8035070890724
681,2051.584050364051,3460.8909962223797
682,2110.254820658614,2334.9111883731102
683,2116.415251108152,2289.7231999895216
684,3371.019929040775,2284.5612022433647
685,1924.1948742314362,2443.2913275604565
686,1904.9369826706798,4366.8266206243425
687,1746.1711483253007,1845.5785171945463
688,4672.283165418879,2453.543069453575
689,1996.9327358196638,2343.428340949764
690,1748.0806674671373,2186.3043082193562
691,3404.1366520307492,2343.2430924460227
692,2038.773773524268,2849.9592709719354
693,1710.4016648196084,2523.236490095566
694,2993.9343424218714,2806.9328976110396
695,1991.1382785713317,1808.2591177518989
696,2320.854738558207,1901.7196838566924
697,1929.9416721497723,2263.185376613697
698,3187.438676213493,2161.00621634587
699,2952.5517412666572,2476.7893105327626
700,2624.9365421570947,2307.3441671041323
701,2094.3643027151816,2217.344564031271
702,2578.103765960351,2294.110706529473
703,2578.103765960351,2705.9301811334294
704,1561.3570971888867,2851.4405754810678
705,1954.505471018485,2031.9516462564334
706,2474.6328895914658,1976.231688857837
707,2298.910127876166,3601.5059926911335
708,3473.819800898972,2816.722479736378
709,2315.1307421308884,1996.9259085384213
710,1904.764500953179,3407.761423544159
711,3379.6291365285792,3131.767439415968
712,1794.8514755635306,2821.8285413794956
713,2564.50854960752,2019.6496690321685
714,2282.633474219427,2448.4819769116775
715,2760.6653863543947,2851.156340594713
716,3552.756483631918,2424.473594494876
717,1978.0941790311158,2264.6385982576476
718,3901.852763793545,2391.5410962530714
719,2265.435944328532,2352.73958620702
720,2451.4855163910397,2517.7604205605458
721,2451.4855163910397,2247.0175304654194
722,2480.185698823384,2352.176049568894
723,3808.7866842561803,3828.116481196333
724,2938.7080613330213,1641.3504403110808
725,2221.0551223734874,3310.284533437528
726,2424.188997587303,2056.887287921186
727,1617.1688822323079,3928.4907115160545
728,5086.782091453171,3338.109892512786
