,modelD_lgbm_train,modelD_lgbm_test
96,2102.81107877922,1775.8394830068453
97,2143.0237647814606,2275.445447472403
98,3428.201271069482,2581.8177555303537
99,2355.870928448145,2740.248585843053
100,2127.839393321749,1891.767801665987
101,3673.4831723592492,2342.9566026671446
102,3275.073191051232,2165.1969339254006
103,2337.334109947682,2462.205650651494
104,2113.367705094839,2288.9918709811277
105,2980.066524245292,1977.9122544082754
106,2517.882332813635,5172.183539103357
107,1951.8709504029737,1890.6289818379614
108,2986.3798966279705,2366.778220607978
109,2031.1522488927517,3804.733360715847
110,4336.836661248205,2482.2954681098
111,2717.900827216167,2416.829619627806
112,3216.2107969959934,2843.9629411344204
113,2902.552120398183,1569.6086706873818
114,2607.9751142726136,2420.8953772791992
115,1581.092965581298,2558.2653242129572
116,2330.745362290282,2453.750928502841
117,2442.9559410212664,2149.0140777880233
118,2024.3226186783497,2967.4090872711263
119,3275.216633196715,3004.844991020972
120,1729.3363454401704,1922.5201740806522
121,3701.4135857595056,2437.847397292986
122,3313.42221021136,3807.4936366004777
123,2322.934609703737,2190.121940877923
124,3206.804457315045,2342.493733398722
125,2129.8277841580802,2383.494878249705
126,2281.029844517481,2712.171815901017
127,4946.756063299286,2437.245097624159
128,1840.6357345157703,3691.9762881733295
129,2687.572371751364,3927.3147442430504
130,1771.7378007917043,1971.2231005863864
131,4703.249147161583,2806.335559674931
132,2318.0810754245263,2907.675874556657
133,2468.3719657976135,2367.4431327047614
134,2511.499694257821,1766.6534420378332
135,2334.3241691738917,2319.502989288977
136,3003.7142355854885,2164.0116653351206
137,3093.690569759102,2883.451439623283
138,1930.805929910147,1570.2572564719512
139,1801.5958222564173,2801.0141987576894
140,2040.2472893161462,3925.661793640211
141,2998.3567194332604,2199.32337354231
142,2418.446557587583,2118.6263436765885
143,2399.0147350058774,2791.8968981009866
144,2508.1546279291874,1956.812381605653
145,2584.939843200681,3535.9940573581216
146,2283.5783925866313,2196.091022696274
147,1775.005462015215,3919.0630117759238
148,2059.601900805931,2988.9659854520096
149,2433.3941389375723,1987.1584998713479
150,2087.236045495336,3834.085407510909
151,2045.5253865004015,2146.273132607884
152,3172.9043382363957,3011.691543222639
153,1683.1368070164244,1889.9037149016265
154,2501.8806511766725,4540.34811726442
155,2164.041968975476,3506.4732698085763
156,1730.0067747554758,2229.8261550462275
157,3031.695600858,2213.247258608399
158,2229.865991942344,2310.596429128179
159,1723.245871398467,1847.2353324511048
160,2595.433360431649,2598.118648942371
161,2237.9834219279714,2290.973141056703
162,3001.921981407461,2026.4680752662207
163,1801.1102804482157,5173.481477040957
164,2183.039510206406,2412.247352586662
165,2087.3650946715156,1784.3093057057115
166,2230.938114496171,1707.1106800024925
167,2732.0688618320464,3718.6562220577507
168,2647.82578239045,5181.987360656936
169,1624.4089977622027,2305.4346282243127
170,2297.6394416277035,3250.537217487889
171,2248.467209040174,2402.482264968961
172,2650.0681655354297,2313.4524643770774
173,2028.387285586371,3543.332917165306
174,2154.1742564301994,2227.19485741685
175,2253.986362197273,2756.1877811938566
176,2098.2725992958995,3114.828332064752
177,1846.2325389723908,4499.010975595707
178,2361.460827861521,2201.1375848722114
179,2240.24471955911,2694.0280263508907
180,1561.852373388769,2182.0072479324135
181,2367.1782431920683,2806.2856356310267
182,2206.480650957097,2568.8945153172094
183,2087.097174085874,2705.6050082188513
184,2206.0588809816363,2234.3195179449644
185,2921.02966816577,3337.832947674694
186,2202.8583487771302,2268.201705896475
187,3605.437715264209,2262.885306052647
188,2150.9125587124154,2472.4162516494935
189,2617.174271201061,2699.3297662683267
190,2479.438066447691,2393.0178666086003
191,3930.4213624983317,2287.6449547931998
192,3009.1203494133733,3094.788127867834
193,2071.6970857241854,2126.130483270571
194,2717.632465917737,2467.7700428480002
195,2197.993534587517,2168.0339802738968
196,2023.676695234967,2449.9760463820776
197,2686.5075990548607,2404.0593663329682
198,2155.257426304022,2026.8022612255813
199,2172.118596714473,2496.5817560062187
200,1760.9334495378034,2188.8273457467903
201,2029.551161515654,6088.616303120851
202,2301.5020555137344,2070.306095316788
203,2508.483095374768,4124.937187075155
204,2205.5940224047367,4608.747858057443
205,2470.10127803619,3255.9980042432776
206,2257.818946706514,2189.608117384298
207,3633.694672021557,2051.459889601386
208,1955.4064462752451,2521.8150849857566
209,2228.660022144848,2085.160950223127
210,1801.0638515194719,3153.3261705287905
211,2107.826393049931,2144.7862519731366
212,3238.5267082650935,2142.699231466362
213,3164.7076837380177,3501.4709092513467
214,2496.365295924162,3211.9909426125987
215,2186.2567788745487,2565.24105042327
216,2205.6234838047735,2622.30360070038
217,2505.5834619958505,2923.5302010068267
218,2177.71225123371,3337.7775399721095
219,3320.182332672654,1548.1284283930295
220,1845.8257485698873,2788.720950356293
221,2417.5973315307683,2605.026876456404
222,2200.3728151986506,3127.5342108854607
223,3150.063008554587,2136.7329448216046
224,2312.445836385322,2621.852627702865
225,2453.6341196441567,3581.4463195276794
226,3785.1819746764954,3824.6014643429817
227,2282.807443068989,3262.0238750438502
228,1873.5249218366944,2111.860484264488
229,2484.146461768487,1562.3534886935727
230,3629.591321334937,3136.1178910160406
231,2801.7039966718576,2889.557747319256
232,2440.489979672881,1891.6864286811767
233,1853.9800532631004,2943.3688566319393
234,4868.3683712682705,2857.723275984156
235,1899.9133227710265,1812.3904971284524
236,2415.8108365916214,2457.5022179752405
237,2047.5188498649002,1858.2824359078845
238,2705.0778668279304,2252.1482228048762
239,2601.6262201476125,5676.415798663658
240,2274.7675487059564,2211.187035928494
241,2598.8098524872184,2196.34883236131
242,2365.7335784814436,2218.7497758675354
243,2559.1451465412797,1615.1673459663596
244,2911.5996886572175,2902.109040743875
245,2205.989241717584,3110.819658287774
246,4085.2654862164623,2437.2408457572724
247,2112.242303491765,2645.4946582514813
248,2119.464094652723,2312.582930517073
249,3466.238440718273,2647.1177420701893
250,1733.1834888229462,4804.412325734991
251,2051.0472110543938,2354.045012201298
252,3074.9681531993924,1782.4744137452042
253,2528.3124171690124,3105.8560583985504
254,1986.5714899067812,6593.986942408388
255,1962.8472292207803,2533.421337404996
256,2556.3398974626352,2746.92244035768
257,3067.7538845508243,2172.0062179060537
258,2326.0488648701225,2072.5856996583916
259,1733.110492114052,2459.2123551374943
260,1977.4609767873126,2113.669223898093
261,2803.987583954986,2208.3899996628497
262,2077.2209982325558,2090.808060082281
263,1640.626217833769,2731.9185217102613
264,1833.5956616592543,2499.713659619164
265,2054.1575649096308,2313.539253466456
266,3484.4767636327115,2042.0254838033838
267,2108.7458637763443,3066.96025187996
268,2555.075562667496,3692.80051056703
269,2851.93517721059,2151.106194326382
270,1897.4356214307898,2660.162456795856
271,2720.519500456897,2429.5204920237484
272,2683.7149506905307,3423.969373053564
273,2732.014457591912,3044.1389672277774
274,4090.5233066292803,2185.856713291145
275,3086.4561769307647,2797.2978368374775
276,2308.006033671143,2575.0738201039494
277,2367.778350946788,3164.903552457014
278,2405.5101283335207,1827.925170170643
279,3229.030465060967,1850.8139654561396
280,2346.895438609096,1833.17059898252
281,2383.6220467145185,3856.519715549348
282,1754.719201791009,1873.7664058561597
283,2069.2525629957468,2163.84725921285
284,2255.9920691418843,2260.9858610804745
285,2245.741542880969,2080.5845292604263
286,3204.6859445018445,2359.9697687359685
287,2116.178348886124,1963.540572750361
288,2469.4205135832576,2487.6904691602035
289,1664.261161267958,1993.6959565430345
290,2370.648610140029,2644.898100254752
291,2877.097210911976,2387.6649179897927
292,3987.7214759077683,1941.9493804488018
293,1658.4634845352687,2512.2621223795004
294,2015.2726727319873,2661.8923555076176
295,1515.2816948899435,1839.163671615151
296,3034.0655859296585,2792.6017213073765
297,2995.0239683731024,2828.5175906059535
298,2065.8611743979036,2320.5722470358824
299,2507.0916009219795,1947.288197480049
300,2188.1848274355725,2801.2606961261704
301,2087.9948551689363,2962.614881654151
302,2532.060798541497,4495.141354831175
303,2522.2133567600617,2850.648560738785
304,1546.3270212005125,2953.8495014215523
305,3781.7327768413866,3180.570079952759
306,1872.3608552324001,1949.853330947948
307,2204.300615859714,2988.3146862061913
308,4507.346454857717,3637.224228553832
309,1395.3349014771973,3226.8235364947495
310,1843.2154473197966,2449.215701003851
311,2140.4427947187305,1920.9562546049297
312,5800.56958163901,3669.338440484833
313,2206.2067183161093,2269.111008867445
314,2121.3140173520524,3282.746941350231
315,2118.8477496861287,4624.07916245007
316,2813.972232157128,2274.6509873407913
317,2049.9646896154395,2420.565935123538
318,5085.290965800631,3128.632878753171
319,2142.4789771593264,2763.696456313589
320,1612.849715956198,3066.5693523696805
321,5025.636933346318,2133.2066808178483
322,2809.031210100404,2456.572177830408
323,2596.2123107660436,2167.2864305662133
324,2136.9125511070924,2675.614693551758
325,2081.229015185773,2214.900864930275
326,2536.053426018339,6150.755085077079
327,3199.093119938956,2172.3174786839327
328,1626.4980608722678,3231.0283526828084
329,2436.433351878565,3248.0478473497355
330,3426.413230319411,1712.5625365490516
331,2382.78488281358,3156.9682491013527
332,3030.324219213762,3030.41189620604
333,2401.220829134533,3348.1994678829005
334,2320.714843205237,2019.3153440600763
335,2950.5697697025944,2783.210732911245
336,3537.9476431563044,3666.2848240102517
337,2683.040515144694,2749.0356090607957
338,2672.8345358126103,2047.0640859100342
339,3073.3819552110986,1924.5423952828933
340,2419.452368769308,2447.0379104955528
341,2256.7015909759916,3167.411504697629
342,2201.327181228256,2184.514143179012
343,3730.5479595576276,2209.891082735811
344,3383.6555811039125,2038.133567023465
345,1752.4864167239953,4330.21656278821
346,1880.344557384504,3429.3784231998857
347,2254.284361038547,3007.662480268925
348,2193.8310438085987,3364.8304661747816
349,3205.8020944881764,2158.796613982151
350,2163.130480431559,2100.0667269709566
351,2255.055976132839,2690.1454575541134
352,2887.1218684442274,1820.527127671116
353,2942.390487276888,2778.824150909544
354,2099.4429046822916,2673.525063602002
355,3148.4538599710263,2530.617748188034
356,2528.7181764356055,1857.158661845547
357,1905.332064726406,2801.611079809886
358,1853.5311987003201,3291.1283619116803
359,2752.195636640449,2407.8205958022345
360,2418.032658129737,5858.030142307399
361,2611.937648001107,3032.6833812223513
362,2527.6095742717616,2355.0935596528743
363,2909.8913850202443,4350.297425462947
364,2494.66888018909,2222.068966590293
365,2203.132553301167,2195.4576827963
366,2276.996478090351,1884.6412362581807
367,2913.1470504905647,1761.4510572971908
368,2428.4885693375945,2087.258664284526
369,2707.8648813549958,2817.6255036838775
370,5820.0469164012375,2462.2116170462114
371,2806.927700128869,3045.892291297997
372,2748.663066755324,2079.1189809599537
373,3025.15191262302,3384.930147146783
374,2016.0870220160036,5235.903252120106
375,2903.8449769235376,2829.0123293549877
376,3208.1378261731115,1912.9594586635262
377,2105.356166806692,2391.856127475388
378,4269.572159174602,1909.8634567789145
379,1774.0542172342284,2109.7596375368216
380,2397.4229602810656,3328.7624181411425
381,2078.32850654632,2331.3629362064808
382,2488.166040301368,1606.4047615231013
383,4257.096124636231,2906.1723953934907
384,2258.6704066209813,1886.86275297881
385,2357.1040736707764,2707.99424907988
386,2816.9346826680217,2372.1397562035418
387,2399.33681056454,3062.340476739834
388,2051.5803501591968,3981.16140332597
389,2292.7143798787333,2201.1396269942293
390,1970.4007567108815,2297.120397501247
391,3074.303231411534,2310.191508511347
392,2092.7916866580945,2556.07633657223
393,2047.7342232825642,2483.14799951318
394,2188.1686644935767,1852.720486869842
395,3105.720869082533,2255.3103363826267
396,2927.5416446538966,2722.2007142519897
397,2338.0509523316678,1606.4047615231013
398,2403.913723646541,2091.826895905908
399,3208.735053312763,2776.9495467659203
400,2136.0827320054414,3205.1470069605043
401,3572.5319669300866,4004.9495675517055
402,2126.2976888960025,1904.5541626749036
403,2212.5654909754953,2395.502076211923
404,2513.894358909915,2027.531718138495
405,3899.2662960167745,2259.7844334390284
406,3158.5657434947752,2227.4635094716605
407,2044.2021346997049,2439.7281916753955
408,3736.398650153679,1958.6609933566165
409,2548.6459596987743,2324.7541906057227
410,1893.3297203894638,5234.673855586744
411,1833.946901661404,2505.1492583686922
412,2246.840306851312,1995.116826175723
413,2225.123748226399,2299.649164656298
414,1869.1457230450924,2272.7535619223368
415,2263.8898186774263,2268.8112010913237
416,2099.2518116635474,2354.517570216197
417,2233.7271619765042,1785.7742596727687
418,2255.487990917067,1994.357064081145
419,2591.575831265727,5743.008869005239
420,1815.3294727625664,4834.243279356864
421,1790.4409502492163,3509.2654192892064
422,1832.2224399845354,2774.9704702460645
423,4322.953969103253,1900.4274009703156
424,2156.0535992823866,2268.8112010913237
425,2780.9265128300362,2301.000171996894
426,1832.7118509681154,2310.683344254961
427,2991.7228077618224,3069.1906187743853
428,5126.911432031357,2347.5523865047526
429,2500.309145668344,1998.1970734049999
430,2393.4921101230248,2843.53350571242
431,2828.77787939253,2228.946667790028
432,2279.023500940252,4740.608986433927
433,2113.9515967634034,2308.5507491193325
434,2017.9918798771348,1889.4838800402654
435,2621.5650135214587,2885.3782872558827
436,3325.84889818427,2781.0326452418394
437,4035.574868119463,2074.4443718233647
438,3145.7521067348553,2452.778900448165
439,2488.572154168465,2776.2097071065514
440,1728.5250913478533,2129.1980964871846
441,2555.3102252198423,2095.9759272147153
442,2216.4057535691054,2070.7031536384816
443,2842.2313088339793,2307.256575931996
444,2987.8987329251972,2033.2866666918646
445,2997.4925283210405,4111.882962213752
446,2073.8451566544886,2297.008018116661
447,1766.7650077829892,2406.306888833954
448,2218.851609769861,2253.3252172081593
449,1790.0248947083528,2087.4835200230514
450,2377.021908952139,2044.0831303737293
451,2410.1131945416705,1678.7411084634816
452,2411.1800496655,1979.3989678141654
453,1835.9891116276463,2610.0424171393306
454,3311.143860985564,2500.710771250421
455,2414.339847061621,2359.215918042508
456,2238.8890578958813,1923.848225756732
457,2121.8355533994954,2436.411848265844
458,2122.248465257821,2509.872234894214
459,1988.4923109144065,2048.171296991023
460,2855.7203811117356,2313.6383155853755
461,3977.139949494823,2628.248640369967
462,2047.8815130409723,3333.3719256906807
463,2531.2251115807517,2094.1444486649034
464,2780.5443883316766,3325.6278928010856
465,2628.6927782586254,2914.139512341993
466,2625.635256532129,2944.330417826881
467,1865.960136137051,1788.792640111105
468,2334.076027629247,2272.458795303707
469,2750.2561508919584,2301.4435877753426
470,2016.7511707355147,2684.125824558338
471,2800.855842836224,2805.7522927739224
472,2767.967233806169,2802.6218564523447
473,2021.7599577427736,3160.4125181077134
474,2824.7079514057136,2126.2960534345584
475,2651.933119623942,5725.066766956466
476,2345.4443151158252,3787.6139424668595
477,2511.833363945789,2281.2282485265873
478,2382.3283236074867,3156.9682491013527
479,2366.1969429759406,3205.37683470301
480,2073.275947772152,2225.9427284938256
481,2613.910065626243,3670.518006953246
482,2996.2800979691706,1350.2720036777569
483,3242.7448356113487,3168.126822494515
484,2380.1704491054047,1945.8947211056707
485,2186.361040529628,3560.2268048424717
486,1922.9999924777028,3111.3467429077627
487,2935.1490650609244,1909.2149773041012
488,2551.741855375835,2971.3853397979206
489,2214.843944658551,2884.9723854823465
490,2247.135300123962,2457.8161313512055
491,2709.978973201001,2214.4472946727633
492,2105.5147944354558,2315.971354068687
493,2341.735418099857,3417.5543957568457
494,1928.8572144731663,2186.6088240307186
495,2011.960775679601,1766.5220717799257
496,2100.2800942506215,2665.235678424533
497,2719.738180551378,3076.6463504299254
498,2210.75261784324,1998.7884163685285
499,2523.8980086267206,2896.990164422446
500,2738.5952237326364,4089.738670218998
501,2088.85538976028,2155.707367667186
502,4328.644933122568,2654.906364677054
503,2087.4879445275656,1543.629785536488
504,2128.923680213925,1886.4007548831316
505,3301.419540755351,2628.0265924475634
506,2207.415725746843,1864.593583731849
507,2893.9275358967307,2936.467593970047
508,3087.679129847175,2583.022013495601
509,2042.6764506866814,2993.492457220138
510,2493.5597330091637,3257.875144164535
511,2812.2091461042924,2175.551236670989
512,2176.735129256728,3580.5777046782882
513,2363.542625115341,2937.4630442447306
514,2007.0951708228515,2421.6224139035603
515,2044.100465878085,2284.8230275980227
516,3370.8688162588182,3299.256831085422
517,1580.3049801532536,2461.3972198712822
518,2623.4918113399385,2097.753700176432
519,4494.814052653965,2258.947412344616
520,2127.5553691417877,2040.689464134582
521,2695.2864207818516,3887.4420662530333
522,2978.1796169162694,1648.116516902961
523,2862.240444000729,3810.4764487932553
524,2682.209849426744,2437.8524536868235
525,2745.5729708138256,2760.375169830555
526,2127.1047850870746,2265.7803405707364
527,2215.063155375151,2195.0336088730683
528,1830.6418522834072,2398.404758706108
529,2219.2726478426684,2329.5434212319706
530,2333.9250426169965,3265.9162614871448
531,6015.802439400971,3452.0033919878306
532,2614.9834430140695,2195.292497317504
533,2371.8707261846457,2177.3278950369036
534,2478.8896209279696,4144.23579321069
535,2432.2873448503733,2413.182037614719
536,2519.0741991707455,2476.894796376354
537,1731.6575154399134,2648.146949215289
538,2367.560313267885,2165.080491825315
539,2225.097790845567,2876.251979731438
540,2151.9871890620434,3879.196506246592
541,4636.541487733183,2435.1897584364806
542,2716.6634414932637,1747.4488866284767
543,1762.05768439417,2613.3039283763214
544,3916.794630523674,2455.403266858829
545,2496.9275055551834,1871.75542650397
546,1921.3788246617232,2052.690393245585
547,2843.593295965667,3208.383109629246
548,2066.7891786723044,2516.8010433958407
549,2439.352757210289,2103.7320843357415
550,2471.0976116496477,3081.0304143878857
551,2178.863443182761,2841.714840437607
552,1864.78783190669,2725.2729816292176
553,2289.8234401802574,2274.278906306822
554,3436.364428943388,1797.1971961268216
555,2135.4514292945555,1665.6409041834017
556,2948.991027294692,5656.7837738306625
557,4989.514877021176,3692.5534996109404
558,2155.4815875587947,2368.7165525699993
559,4178.2643374315485,2549.779160350313
560,2364.9842270649465,3721.0322660949364
561,1855.4315351856499,1942.39629214399
562,3098.8325387777113,1794.511058720115
563,1926.0443491203814,3135.9460078491
564,2450.0054159694782,2287.0055646545093
565,1942.2600524391423,2709.0413019711314
566,2913.360561359377,2786.238989256457
567,3345.153116676352,4274.709124242744
568,2704.800358671533,3096.551702333555
569,3048.8436234745027,2148.8319060529143
570,2000.0358324949557,3076.1228594851777
571,1886.5765265813404,2493.480292116328
572,1864.7008873718246,5195.770153547868
573,2334.9578616233534,1844.586768290607
574,2872.2588167347494,1971.4963819647132
575,3418.215382543525,2315.2167849904804
576,3694.1837894753403,1842.0579259220547
577,1967.433854976251,2499.23301974387
578,2073.7077495653907,2278.927140192549
579,1536.89880855527,2489.082896863802
580,2512.4307873230596,1911.233707478998
581,2686.583048000371,2099.853226752187
582,2327.518693566677,3096.334677352279
583,2813.7504070479768,3915.689306563386
584,2617.6354550715005,2734.4955967884707
585,2355.617462344342,2970.1441168409956
586,2273.5179002569357,1811.6343682387346
587,1504.9340312141182,2279.8663931950146
588,1827.7047159553356,2802.5235096431434
589,2966.9060217021347,2923.126564892177
590,2208.674472175583,3545.3848104378303
591,3021.6209248752666,2137.4053267628274
592,3058.8146426910002,2095.921179589845
593,2296.5357013274916,1890.6166966873966
594,4219.324338482381,3380.256980107114
595,2073.5585579575823,2356.8781296728857
596,2065.0532990190904,3706.831006281228
597,2551.583399959345,2891.174703425191
598,3551.4038173806484,3685.952309388985
599,3179.7730060501435,3101.2731226319697
600,3454.022144074106,2142.0265419528055
601,2246.974142278107,1938.5486822692862
602,2300.9520018031058,4042.7089581526916
603,3569.9603452252086,3243.2112324005166
604,2420.1186022392794,2389.0877482073493
605,2612.1958687184533,2269.1255711649433
606,2269.5033590649487,2179.5754667576693
607,3136.1729595527713,1989.1989286399134
608,2345.765144350531,3132.4263513654455
609,3287.11388583158,2204.9034385046316
610,1925.2972571545533,2226.2100546837855
611,2895.6551696970882,2707.0679543476263
612,1718.3472741276705,2206.470111974439
613,3201.316257615824,2614.851102757218
614,4321.882446261095,2162.5149803083923
615,2168.855855985139,2885.325997658266
616,1711.6645287321903,2038.1433228144153
617,3378.2717143817104,3017.107998395063
618,1912.3026038188655,3269.2167214761866
619,2249.066467752331,2935.90894541366
620,2161.281826640328,2972.908189057046
621,5607.412343957248,3165.816033379943
622,3205.461157101741,2276.969590879568
623,2468.2443381422695,2331.493703689967
624,2839.1582326729945,2179.4361364642264
625,2154.341973677108,1969.3603385658039
626,2831.925256120114,2285.5612976862176
627,2260.197691761278,2372.687104981601
628,2220.0544405334035,2198.621530040578
629,3509.69515144807,2196.8450446084653
630,1875.0987951446034,2292.564218691786
631,2131.713655086448,2458.227349994905
632,2751.685624893809,3279.470218801881
633,2263.923728307453,3689.7242305785358
634,2309.396999215771,2331.7579819763064
635,3867.078495084879,2157.455933515096
636,2258.8297123205016,2146.640023911625
637,2104.7353704067914,3907.58521319871
638,3008.6287507206757,2374.1902533903412
639,2380.826460140732,2658.157711358336
640,2623.7817208014135,2658.157711358336
641,1913.3256546038456,2520.165764106744
642,1923.8054761401015,2659.597232061022
643,3472.6254704069415,3067.2212591431908
644,1850.2707094516852,4987.345276673221
645,2523.6349680299327,2085.6310834951787
646,1772.472691898241,2401.8265983944593
647,1684.0584168633368,2004.940287636126
648,2507.290774330334,2862.684867079764
649,2401.1724068672806,1893.2198753179346
650,1804.6950034505894,2606.578100419386
651,2244.9473532596903,2066.6176165303855
652,2502.476128418314,2200.6785672742576
653,1968.0471517089468,2891.3348969935546
654,4933.457298330609,1833.2382898348592
655,2356.742695548062,2352.7632712146465
656,3121.606718654668,2316.791285103906
657,1890.79586485979,4776.033685070421
658,1750.8658878343688,2584.94389113988
659,2667.3450707116017,2614.6454950858338
660,1783.599427411495,2149.5026812153105
661,3096.875542789029,2095.4396939348994
662,3127.9961533596666,2018.310056428348
663,2400.1125686336077,2692.2064806547332
664,2372.8971425887466,1901.2327079464626
665,2335.600812488865,2778.1135372277254
666,2235.6443162942596,2454.639156430772
667,3046.2785632358987,2789.0094112140987
668,2703.2263962059005,2184.0660012787366
669,3482.315867993203,5754.102259258607
670,2350.769623681671,3331.4470088913126
671,1618.777548544437,3640.5371732627623
672,2000.4860702340527,3866.887115223532
673,2686.563262019133,2171.6573830856355
674,2440.0604156226045,2355.045740572495
675,2198.5450190361,3249.982275750721
676,2153.287280049817,2501.2667616584085
677,2201.890235725834,2037.1292674241809
678,2105.088457971451,2936.730322235112
679,3127.020586356667,3722.429752345665
680,2380.8132051335933,2863.2991816585645
681,1941.5861899987933,3461.5082260444956
682,2382.0905696040872,2186.273747931281
683,1793.3098377507588,2295.0752866847893
684,3027.8722478189643,2508.64195468845
685,2046.4462703249148,2400.6138174666366
686,1949.55924757068,4004.833363345829
687,1963.480221535588,1744.460114451725
688,5405.50073153029,2658.827394775026
689,1978.95137961142,2201.7682277780464
690,1823.3823309642307,1996.562910223187
691,3216.9779962165094,2229.9998545198882
692,2354.971773558057,2919.0430778854816
693,1709.9554553002154,2317.8429614785005
694,3060.784402639226,2627.3886521145687
695,2174.263845111483,1848.1299404730278
696,2270.9255672355794,1879.977608018041
697,2043.0935007913072,2251.2321725706156
698,3474.7660540790926,2199.9419357281913
699,3085.995549165135,2356.45605100572
700,2929.3100202025107,2263.380116851606
701,2496.7825245055938,2213.1386741198203
702,2857.2559636994038,2355.815985628753
703,2857.2559636994038,2643.1705164075165
704,1800.4630393517232,3127.730352927329
705,1745.8536275940814,2660.045271366242
706,2213.7800747213314,1828.3359749995707
707,2374.315111800983,3334.4222338625646
708,3360.9174782689615,2606.3653682748463
709,2155.4264180615683,2022.0234826969383
710,1974.6503850444942,3272.399320719675
711,3172.7347598106344,3013.6169932855582
712,1629.2054191871086,3219.625793606536
713,2617.320572853015,2002.0374088357853
714,2218.772059305053,2300.7233220367607
715,1964.5962955388432,2849.6215035892537
716,3002.482375141527,2483.8938588853243
717,2138.998190253868,2413.052114497804
718,3350.0676837839064,2568.1679242239748
719,2243.838506586332,2478.797575626839
720,2108.7073281601074,2893.6347198685085
721,2108.7073281601074,2263.0867052087715
722,2383.1938742098337,2074.0248379509603
723,3914.2300415527675,4063.411210358995
724,2518.0005787077325,1854.0340819247642
725,2208.918895999455,3026.763666396257
726,2454.606912990345,2190.220838467025
727,1655.9364335150835,3844.201101494707
728,4648.146354846416,3176.205852749962
729,3193.464718038513,2246.3158435261735
