,modelC_cat_train,modelC_cat_test
146,2460.782772472666,2020.3001755032533
147,1660.7945688139916,4171.698292147506
148,2026.5607009584999,2849.9596298980277
149,2329.6343120812076,2718.9981123417397
150,2137.083622712249,3648.001863297325
151,2053.5972997407607,2207.605416110288
152,2683.8523380566144,2893.807183557714
153,1860.593200419359,1756.1511834763448
154,2221.745783961378,4664.119111838036
155,2001.609023755539,3290.9901570364805
156,1862.5233899176433,2385.8691125847645
157,3017.1458944358556,2279.187242221532
158,1989.4857207797677,2240.6327354364093
159,1710.8330588534498,1940.2823338126698
160,2345.968075494493,2925.410431347335
161,2445.0549907691493,2194.3302906219246
162,2581.4126363604587,1935.291799841402
163,1934.02152667283,5052.57904366965
164,1999.6825750151663,2391.4729486397655
165,1983.107135441287,2003.781381925453
166,2009.5294771118076,1734.901021905266
167,2554.9491733293066,3971.251647781398
168,2490.6758035644193,5221.237885663123
169,1861.3512999620443,2096.2897078451338
170,2408.7876073027146,2889.573202478962
171,2300.1047067101936,2739.037757002362
172,2173.0899814905633,2381.0900762350257
173,1758.3789857619993,3563.5372362849494
174,1861.0144648646772,2391.1723058492535
175,2213.1950956914334,2835.5925537919493
176,2008.422313491331,2972.7395448567295
177,2110.403589888392,4992.604115720421
178,2466.127819969219,2101.285088996373
179,2345.6347232346084,2991.0104890460398
180,1566.850899959364,2395.9115327474683
181,2277.440231659873,2948.656850604429
182,2415.3474496341832,2355.9813345220073
183,1905.0978590944133,2530.059608512054
184,2437.6174077230226,2426.8181284680472
185,2676.6981645455603,3260.02189895667
186,2030.6091365588334,2415.8510122279595
187,3854.2905356897727,2139.622707551097
188,2232.278126253149,2525.6324188317367
189,2840.4245336570684,2296.1079238813754
190,2539.9048079639933,2222.386689527825
191,3475.253377669616,2367.2791527429026
192,2908.1395331017516,2495.020420735788
193,2336.13585935288,2091.9439530660748
194,2616.8076500437205,2635.212123580575
195,2054.5371752989126,2012.6743716207698
196,1956.0083748663267,2507.954219120561
197,2576.5445551039757,2533.531402968395
198,1928.7736946552895,1928.1922676491017
199,2341.605148859516,2199.7096180534113
200,1680.5884144541953,2209.3504811122457
201,1740.902605674514,5561.4047712742995
202,2301.8397086655827,2094.718965799194
203,2305.0368964285044,3811.542340659681
204,2058.4757932575344,4863.908821691185
205,2658.940598854721,3885.8616479226594
206,2648.0355092754016,2138.825470704758
207,3783.7128212998923,2132.7335279984254
208,2108.2037373313333,2624.342703225351
209,2423.9158757512587,2111.1086225681534
210,1801.7384378063966,3299.45979226114
211,2088.8728136276122,2218.7048773870106
212,3861.5949766759063,2331.5100116494696
213,3547.592629095603,3770.947508815375
214,2559.3264833250523,3155.282408132879
215,2490.3521617059514,2357.4116062635217
216,2113.4440933063897,2817.562919993325
217,2448.546350028327,2708.662190500384
218,2350.7756743965074,3883.38468443452
219,2781.4053167577226,1402.497894412533
220,1915.1332427699017,2425.5577282251666
221,2357.9919039955435,2048.440361319673
222,2265.204388089629,3097.640236332577
223,3438.6399511887057,2017.5164583396959
224,2412.1334505826653,2099.6327424610013
225,2363.35492596699,3725.9404489290623
226,3669.5244239422673,3455.1289839136857
227,1801.3584898879244,2521.9393690032903
228,1894.8124942038075,2055.8388820678256
229,2384.1684885866225,1541.6367662682092
230,3934.3349352707605,3675.1801266094335
231,2781.1209480351567,3633.4170724435526
232,2141.299815341264,1776.7111673116651
233,1723.2277344370223,2725.3362135166826
234,6205.5243803039475,2867.1975051307486
235,1918.8889358743477,1909.790509435362
236,2600.699733705315,2257.5664726620366
237,2232.4114512459205,1808.2455270859173
238,2962.1000314917446,2512.3348882624987
239,2844.792634949025,5984.944043214999
240,2310.694763277761,2403.6829757720384
241,2576.0303387833856,2203.139727217909
242,2204.499196710756,1914.6804529135836
243,2679.2034520012817,1484.3746714106815
244,2895.402479558976,2431.3768783049454
245,2197.7470394307297,3726.4748051555957
246,3512.2264704180116,2657.5009334695055
247,2165.419746039322,2512.269488996267
248,2109.3113800617207,2171.8344402055177
249,3385.1640273941775,2826.178020859625
250,2003.3172045878273,4718.151310995281
251,2274.0223955281917,2361.844455434779
252,3500.9067551743306,1874.4622021659773
253,2643.316537261269,3314.989503321379
254,2193.906874005128,6194.765860744007
255,1886.610277799487,2655.20913579655
256,2381.73918711914,2632.14922448115
257,2873.779245055962,2042.0436391950855
258,2336.3653081831767,1943.6344957352162
259,1866.1651523356186,2300.157584889309
260,1705.4283622643973,2131.702118620181
261,2992.91249972281,1869.0279885610173
262,2115.9098033031005,2113.3848437810225
263,1932.885188136761,2545.5848342828185
264,1656.6617517976404,2593.2080339730796
265,2836.9535605264496,2382.571076554631
266,3483.1098093402943,2322.465629240608
267,2186.547529209051,3033.92501485604
268,2302.7652090456195,3348.235573593359
269,3147.2809130155274,2276.4862229053338
270,1880.104888946878,2403.529309026583
271,2768.226131792733,2337.5629904343828
272,2038.7622600221175,2997.624355055029
273,2952.3314407434837,3027.157520754811
274,4503.560384046958,2528.7499225056936
275,3259.853324147005,3005.3947804805957
276,2418.163326621158,2403.110981335217
277,2952.411046678067,2826.525919735868
278,2593.6142123378727,1671.4673905014438
279,2914.681993891456,1916.5190653486945
280,2243.8722790586935,1999.865511822493
281,2366.194792464725,3695.162669298935
282,1704.4276144223315,1968.3787046838384
283,2119.223443624524,2055.4856215759405
284,2049.3276406972773,2242.6382994290616
285,2293.1994460911123,1989.3001156174166
286,3080.517629661338,2146.825533681448
287,1740.9177041531623,1989.465855622886
288,2476.598346065827,2181.5067967404693
289,1675.173551422037,2116.1084697305205
290,2215.5012636416113,3208.887267456317
291,2683.2992080024965,2090.1391380035275
292,4388.198380423605,2103.8496780017385
293,1628.239005230255,2394.2116584437945
294,1721.1009006737336,2530.4464710839093
295,1540.3551373147677,2111.0460043397325
296,3186.451878710951,2651.0120934633032
297,3299.9319390874552,3137.134765011023
298,1819.1751478937922,2147.7642829213996
299,2522.187484413174,1962.103082713246
300,2401.505261081572,2511.405259332034
301,2456.9675951200234,2864.9894614072023
302,2711.855445457981,4817.107693782675
303,2504.3388288643,2163.270262617784
304,1939.6403551395715,2909.0880099261476
305,3505.886632824135,3274.5086304183906
306,1625.6634031414003,2029.3601695295815
307,1805.1227454057905,3050.506239643888
308,4423.778884754795,3700.092718559812
309,1443.7949131504386,3091.407701337524
310,1712.2984180883245,2591.8950655547196
311,1932.9630822901258,2092.910679961557
312,5569.294738571009,3731.3889571273344
313,2325.327693091836,2264.6306935951666
314,2291.661689776675,3410.659423790819
315,2146.3220789840393,4522.250507297622
316,2685.924439867396,2066.271140027816
317,2236.4362031288156,2318.3846439698013
318,4745.239583357451,2924.4515624758824
319,2163.573692164183,2658.714278085221
320,1799.751026842809,3113.978048493259
321,5267.761966869062,2312.4887695190946
322,2415.2947568521504,2504.49191463879
323,2567.1814372575773,2238.9393092676887
324,2471.2861100009136,2619.9972688359835
325,1890.526313383688,2321.152933434455
326,2393.6194230908027,6407.413138111469
327,3285.6888356387162,1962.1372350199028
328,1546.9646350039022,3452.167072106867
329,2243.6572285710245,3566.678299795463
330,3095.272192808284,1723.6930425436317
331,2375.8942255120824,2879.500593836631
332,2980.8278719039954,3254.3105906986316
333,2483.951198992337,3253.516462520227
334,2285.283203849651,1944.8501248223588
335,2755.569325607023,2254.929164940518
336,3371.4176774073912,3016.017596667039
337,2345.877422681896,2426.7236570567793
338,2602.0420113394266,1845.6670687661767
339,2855.3963754875954,1816.947096204995
340,2543.528237491568,2578.5577670516423
341,2066.362120096638,2829.581975719565
342,2178.7130002530166,2450.8084483594303
343,3566.981493322158,2431.7841433503086
344,3088.0892393991253,2323.524226231408
345,1936.7386040711026,5410.7427473551425
346,1777.9864074664476,3076.5588960147084
347,2184.9142527668887,3051.472959263728
348,2265.2678548869353,3274.4711387720736
349,3751.407019087403,2542.505932649726
350,2333.481939231386,1952.2346834350694
351,2318.2913778914167,2700.746157780758
352,3264.18767171744,1837.8347617680197
353,3068.2743973105457,2961.744093012464
354,2278.720217796281,2859.494804466494
355,2906.9382103741473,2744.961748451023
356,2352.201196977056,2009.9269833646426
357,1907.1777686897262,2380.3004612350333
358,1907.1777686897262,3258.2514876689966
359,2836.915802083871,2279.916647619375
360,2204.6667163957936,5992.613458720021
361,2036.5331072592023,2988.3076947761533
362,2654.305517564816,2371.462567325477
363,2760.0091282027724,4578.051882819111
364,2429.1490434491398,1965.995677999804
365,2232.8865554612676,2231.4996815532563
366,2074.8717144228176,1892.8787954811419
367,3093.978203147445,2067.888666446487
368,2605.1987046067065,2262.9506119337375
369,2640.9876268803328,2659.263558525908
370,5677.109641494617,2438.6925774331157
371,2992.5198477296663,2957.222465423376
372,2715.1723169386437,2308.913399061252
373,2706.3875991049977,2915.8052723895757
374,2032.0304463483585,5160.121159042753
375,3000.7958315665137,2443.3004636238934
376,3310.215830313555,1840.9305777956347
377,1693.3143102104034,2212.679365747118
378,4341.215328286787,1808.2783594217703
379,1669.559400412266,1878.2389041965594
380,2505.311606301431,3403.8384248477137
381,2157.4542673017068,2264.401105545621
382,2314.2626635438023,1526.8863819120706
383,4311.689928230171,2824.0623967743372
384,2599.836887616412,2143.2867862286184
385,2416.309334955267,2378.690618485524
386,1957.4911165741053,2459.322740472968
387,2570.095365614162,3198.9809731914593
388,1826.5859546536167,3870.447688906212
389,2344.985541464157,2162.759445375709
390,1819.2745112188127,2426.862764908002
391,2677.46242708743,2179.7264175813016
392,2106.9470973549173,2465.42215239932
393,2042.1351978801695,2806.8899053292307
394,1996.8426630931704,1997.1583813572263
395,3169.778480842478,2167.601789897185
396,3418.8749719928637,3064.100055407366
397,2411.8394296953456,1526.8863819120706
398,2366.0002229752404,2047.7754214986194
399,2616.13054335808,2710.7019009417213
400,1666.0320787452608,3262.0897890196115
401,2967.057374447012,3808.034451906504
402,2127.0332682479398,1925.8127425216712
403,2043.9630374305711,2316.6293617556357
404,2534.7973176839264,2182.852836089332
405,3451.952700488729,2187.2104601302844
406,2951.7816208639365,2329.86355900585
407,2121.477918180217,2689.872548946288
408,4567.513621327369,1758.031857411884
409,2351.3712905511884,2219.4229542670373
410,1857.0332549252428,4894.189733352001
411,1812.909232124395,2463.3642636252125
412,2113.7748679589117,2025.2379205798848
413,2405.1575313573617,2716.148862780165
414,1791.4872946191704,2643.403310030903
415,1997.2524556959368,2331.3713264034245
416,2288.7226364438775,2329.1240569211486
417,2150.135304850845,1635.6300885384198
418,2373.209893749967,2099.6841590186154
419,2554.9911750349493,5394.442407013582
420,1874.6925415644441,4951.997498971954
421,1871.5576115893523,3146.6485201864
422,1995.854734897851,2783.5528434867133
423,4215.067287276372,1858.087272726299
424,2067.112876679401,2331.3713264034245
425,2984.7977558620482,2356.7756335773174
426,1754.2590733562809,2271.3144518835993
427,3326.2435754210824,2805.305473969454
428,4688.115106550641,2780.5100016755055
429,2513.550201039616,1805.421537931527
430,2328.9991949137657,2960.0843094308743
431,2762.129894492753,2581.9823037601936
432,2203.1690750509783,4401.780894663163
433,2395.829100339998,2504.627240328261
434,2020.4723325336322,1885.1906789217253
435,2056.497403306931,3358.5978604495494
436,3677.278506538175,3188.330581490207
437,4020.297935695372,2225.835564881048
438,3224.923113977568,2266.165589659447
439,2691.5912617170366,2575.443233150568
440,1838.7573295274601,2168.739706289096
441,2439.57241392471,2118.860229502462
442,2209.9127685446365,2295.437243899475
443,2522.7852507928724,2107.395768470768
444,3068.1158835532483,2229.254008630211
445,3018.0280134294158,4369.340024545925
446,2068.8146850396915,2275.116557972791
447,2184.836071286291,2571.1883964836898
448,2000.6491017504163,1987.2774470690329
449,1970.3995919119207,2040.6643671826962
450,2449.894760984523,2191.498177755322
451,2596.0660392895325,1707.2618345014591
452,2525.3617797964052,1987.7416576977157
453,1740.599696447072,2539.002373070353
454,3142.4524007013797,2589.664718498113
455,2787.8607218565685,2200.9218060660587
456,2137.064165308526,1827.9948652415846
457,2077.7313344837285,2789.8806732637413
458,1829.7633478467524,2243.7048730717297
459,2280.9172226823966,2452.6080305903574
460,3192.155838642265,2110.602966989102
461,4079.275299299755,2440.623564315193
462,1871.5388040020555,3850.101674177959
463,2076.2571347399903,2219.9724695799964
464,2529.3382054702997,3583.298974159349
465,2089.8836723347176,2504.8824359828686
466,2119.530146065239,2870.215959552727
467,1972.0944050540184,1943.565389288167
468,2690.7275064805,2017.0972389899064
469,2819.8789621082383,2386.969692982774
470,2145.9041241303657,2674.5208583119384
471,2756.0218536239404,2840.4826546325294
472,2717.8849035391136,2884.192076795308
473,2068.640689605677,4114.889671898984
474,2640.7457719156964,2022.996378628066
475,2559.35404582254,5481.231587437971
476,2082.957216464792,3567.4594576017516
477,2568.0511682141255,2083.7036744406278
478,2128.307000294328,2879.500593836631
479,2230.54152745616,3084.5886470575147
480,2234.5351331072006,2462.2573972385703
481,2636.2751430377334,2975.692087561243
482,2486.122097161029,1606.7082949621522
483,3378.87250769595,3213.0276446311855
484,2644.185344547056,2087.60405751063
485,2067.8368875128103,3774.7581163994328
486,2272.1241670629734,3382.370824843269
487,3136.1309641288544,1788.9025857170818
488,2775.3261358744426,2947.153216231029
489,1890.8858670010338,2518.9713300598787
490,2132.1450248947776,2528.6012189493113
491,2466.940694267241,2402.557735772148
492,2048.8787416589857,2700.2733437809993
493,2450.1123798093968,3754.570347127642
494,1191.1876904592993,2018.6194371377983
495,2239.466428885963,1816.7786243954245
496,2464.765307844364,2929.7054646429815
497,2525.960424155185,2927.655531786859
498,2294.3905300037222,1813.9280634166157
499,1961.1659086771951,2849.052969669694
500,2901.0278494369845,4283.98012745726
501,2018.2083545511323,2003.6644275566268
502,4205.237316293766,2815.4077808049733
503,2258.5503286443745,1661.1570216414148
504,2264.181946628658,2144.505942888139
505,3446.4960737994757,2306.135449398097
506,2376.1037195890685,1762.1638415501718
507,2587.8698813366477,3457.3968944772205
508,3209.7743823032615,2678.5551224756896
509,1996.1654867358425,2490.3403672842833
510,2573.7560163646795,3591.9045582776207
511,2778.8567452034317,2272.268703414011
512,1810.794492608072,3455.947614274866
513,2542.2500771991517,3108.6969408740365
514,1934.65336187733,2691.4494718670294
515,2182.493298745564,2725.7631252185943
516,3634.571590040595,2962.8607510929437
517,1407.4740192819145,2980.7230850092683
518,2140.23354382409,2104.5538421494584
519,4214.285070988155,2319.63065705003
520,2228.9518351512893,2157.3136134045963
521,3080.516255199585,4143.119599580927
522,3480.893433423024,1848.0520538811215
523,2274.5006094967484,3311.2297325894115
524,2772.00025434218,2557.8120607612836
525,3119.4536441396754,2918.3384628088143
526,2569.9549949073926,1924.9942690716107
527,2333.1556623039505,1967.5556613134988
528,1577.9470365575203,2712.492697242781
529,1849.4542834811346,2402.9729541035276
530,2294.719657560676,3436.904977332254
531,5910.808572285687,3620.3735879528112
532,2607.497149036629,2239.876443310245
533,2306.7884303380674,2217.2550576791464
534,2691.7777667936,4231.021698781983
535,2450.683590879563,2569.8288869677167
536,2246.526997024798,2736.8830877923465
537,1969.4855678172785,2862.92512508337
538,2541.0809809774055,1825.0308278882553
539,2250.77190944448,3367.5715373459034
540,2459.8490758341636,3659.894846369601
541,4496.025473018857,2502.5335219915924
542,2534.3697998718503,1590.1539023765731
543,2006.223555756559,3118.6748975269124
544,3803.4756154574434,3033.880505664836
545,2856.7589088453433,2013.515596266566
546,2273.3135587895244,2007.936500686661
547,3033.0924152906405,3523.195977980408
548,2297.2013901602636,2771.90416606192
549,2508.7029025915053,2013.1433842951253
550,2319.778295209123,3513.7452589032387
551,1910.5875627388093,3976.452247674127
552,1833.8369497695599,2819.2306601931496
553,2378.4524269027406,2209.1167412277987
554,3293.7762308570354,1927.121103312838
555,1873.4715898006027,1563.8426947565722
556,2848.4246724903583,5677.963705700641
557,4950.189176705224,3951.588210943738
558,2047.9783263776435,2340.261924863332
559,4216.780289293867,2727.3837494128684
560,2250.9033141204727,3495.7183561629254
561,1887.4422094141119,1975.437742019179
562,4804.317632752276,1894.1030113113145
563,1888.6978528398474,2942.9848580584885
564,2328.858359415274,2440.0452725207574
565,2158.5265840417137,2919.0560065568543
566,2305.0752187148937,2382.7261824772227
567,3483.091172323704,3844.3483188200626
568,2346.4571608253746,3194.380439993266
569,3288.5453342884675,2093.3798682271054
570,1756.6394012178403,3428.3206988152715
571,2037.5421188810387,2629.230427890438
572,1905.9009524601906,4220.03385071907
573,2317.2910381340153,1854.8210964428538
574,2892.825135933561,1947.4582395217599
575,3610.752794041112,2003.381775764829
576,3782.918087462087,1952.0143431253982
577,2031.3283127231698,2209.271497274139
578,2334.7992436362506,2221.792271113774
579,1728.723700664828,2341.057944439104
580,2138.452887127234,2122.852460593909
581,2311.6231009280377,2048.80867876359
582,2174.7911930415876,3101.776168661161
583,2600.7187862044157,3903.5662372061734
584,2981.217058866426,2872.188677980917
585,2513.8903274984114,2814.791055443887
586,2564.628398683792,1978.0943942848721
587,1433.1110227263068,2677.611309998724
588,1865.772776092233,2900.8356025733183
589,3102.33840419053,2862.2138188257923
590,2285.0652233925193,3489.9643612817513
591,2544.680189434425,2243.930185154496
592,2891.996101193981,1636.1028284288154
593,2254.4640166204754,1778.512559037958
594,4162.366491652301,3140.2893502875013
595,2241.9560110157,2142.542670841896
596,1890.8020591858244,3329.9648583758
597,2764.5686217603106,2827.5105758832883
598,3337.784391427818,3623.487251647137
599,3102.905706300114,3219.354264172116
600,3385.7828073784162,2399.226959933114
601,2318.7586444307267,1767.6806271841901
602,2568.696031347449,4221.896950114028
603,3596.7917577371545,3355.0016548090025
604,2726.2686203676226,2510.6967063142083
605,2598.5448890128614,2461.504404437225
606,2188.7414837203887,2159.3370711492003
607,2830.048614591317,1958.0574449107685
608,2464.6860133201035,2570.344831544687
609,2893.113502734579,2109.352664513874
610,1762.5995119582572,2150.9926551244635
611,2815.757704526616,2917.04556241328
612,1711.4818741416984,2170.652481661622
613,3799.9427647229295,2329.9502776273425
614,4022.914076388206,2646.8031369324035
615,2114.712988114981,3038.2672945745985
616,1870.4807168763646,2166.8877811794155
617,3834.1834986173503,2735.0835578682427
618,2200.3177125225075,3144.9460951707815
619,2472.7124581067274,2712.215044722772
620,2152.0065308019593,3359.6036796722137
621,6340.067733600931,3274.4022738953236
622,2900.2727720964485,2106.4807555297575
623,2521.690277857654,2174.2447056243363
624,2255.589245347631,2183.4889810874893
625,2064.545464232433,2234.45197625851
626,2805.4796852505033,2395.1175406623215
627,2190.7066211295987,2453.295033536078
628,2172.531539017341,2470.69619422067
629,3173.8592922713333,2127.232997624111
630,2008.6673166048486,2604.5666503218836
631,2086.0898404088625,2694.8347330066695
632,2524.0481228712,3151.120364543832
633,2219.2007759524868,3729.0531331863654
634,2825.700760488274,2608.716336146211
635,3890.7980340320255,2195.202284844287
636,2392.710273455354,2034.7788262585316
637,1920.8850364258574,4381.011901370101
638,2870.8542748117216,2265.785707638571
639,2289.603494000847,2361.471694328898
640,2835.223108858575,2361.471694328898
641,1909.3994963596142,2302.275383198264
642,1638.9038746633446,2417.964150282126
643,3619.3855339434285,2664.518151521963
644,1891.7464251626561,4479.87459814584
645,2422.4326585741956,2253.36634403971
646,2024.5662698233,2513.1428956189
647,2040.3830076376198,1994.0719005686362
648,2549.404483549918,2811.606350729094
649,2600.608578076211,1791.3374318590722
650,1677.3908221384493,2629.8903447141806
651,2357.133058042071,1860.288432276464
652,2578.0378350070378,2379.1492137081323
653,2018.6482775314798,2791.019706081937
654,5137.915117862343,1704.9402366004974
655,2327.414631298524,2485.8416045581594
656,3299.2196472053975,2255.3461228149163
657,2037.8468522057588,4601.131901991249
658,1849.6965342599701,2746.096529909889
659,1998.3655306853366,2416.7597092074766
660,1541.1842959492894,1818.5045758459564
661,3195.217440611854,1594.8279606948695
662,2923.8353937598285,2202.930610619545
663,2843.7000029702895,2316.4043954821764
664,2232.4527479864273,2200.422060650575
665,2666.0328740996815,3059.942489160135
666,2466.6125794612503,2342.0842149224013
667,2974.692345065089,2306.4978576713474
668,2482.489286702335,2167.3549716481293
669,2874.2266430890268,5680.037807118964
670,2153.745608701931,3234.61868304508
671,1650.3849039460029,3803.792748207486
672,2032.687035937997,4105.904597160547
673,2495.9691356072367,2280.0737258581844
674,2308.678735072726,2348.7305306383187
675,2149.9442794829356,3064.6232213625713
676,2152.2644411109204,2475.401145857898
677,2009.952768896192,2077.225394343478
678,2456.128686311992,3084.574951250413
679,2850.6335721125242,3681.135505127615
680,2238.7623915950885,2326.0433361522837
681,2103.0461832061837,3388.0908286314093
682,1983.308236456115,2149.381817638482
683,1783.767757645503,2291.6504910982667
684,3580.3648686340007,2314.4356766926567
685,1912.1991068296284,2694.4433548468983
686,1549.4727413782032,4053.5650460005745
687,2148.0427175290797,1751.3204908030125
688,4881.67386298486,2476.986696272033
689,2190.002767597709,2151.426748360529
690,1808.1804671903578,2108.8333409503903
691,3327.169421543374,2334.0304476203955
692,2200.0004042215187,3272.0234048241887
693,1744.3587257807158,2462.6222561960335
694,2975.0554833158317,2698.429699305871
695,1939.5769396024577,1967.1023304663347
696,2099.629279648736,2065.360907046467
697,2002.8568610873526,1961.0276402247196
698,2825.8839254533,2136.369176518423
699,3260.126935720248,2360.415883116412
700,2894.409152280144,2249.5231453495708
701,1934.6006844877024,2178.6582933213585
702,2684.095431470828,2459.7789520357114
703,2642.1270873525627,2871.0369596550454
704,1435.3327327222892,2826.3952629261685
705,1604.4613493000559,2388.8292755504854
706,2751.084002627324,2081.6620078351307
707,2703.6206949181756,3536.227438611271
708,3650.630745636089,2738.390778305477
709,2294.7586307735705,2161.6218584471067
710,1712.8153012965463,3435.8234378686566
711,3339.4292284759376,3253.7950814889637
712,1972.15704703573,3278.5925601473637
713,2677.5372457459766,2021.9911268198873
714,2220.588690949771,2366.152599986112
715,2519.914421036574,2987.271259551755
716,3415.9572773991854,2396.441361638092
717,1903.3773817142492,2386.655802084895
718,4086.781175075406,2775.0345404913596
719,2312.8896138991904,2570.751089284745
720,3144.431195377815,2771.9242839607423
721,2970.7953819308023,2538.385991107404
722,2241.0447236862215,2480.6045585570087
723,3492.57605780801,4007.8080900794157
724,3075.6875368424935,1721.9524988769986
725,2551.4500476182993,3198.690452108144
726,2598.305261211046,1945.7680235921027
727,1706.997451299231,3708.7513311444513
728,5770.44498790547,2981.5215174220725
