,modelB_train,modelB_test
61,1944.7470430417316,2030.624548858838
62,3359.936829569393,1948.8180006046198
63,1563.6625895755426,2240.3235035974503
64,2224.5331492926775,2953.96814054052
65,1487.351127913071,2816.430229414694
66,5024.255073323213,1911.6277310046148
67,2303.9408942609316,2472.6406005129966
68,1918.922199643126,1864.7793377054907
69,2479.043120314448,2417.440337757395
70,1852.779829806696,2790.8981245265504
71,2458.3444324685397,1535.1861591569755
72,2465.2423301432063,1661.6628500393472
73,2468.9901689247745,2561.523368573606
74,2292.917495418962,2012.6193529987518
75,2312.152679262983,2043.9699307881717
76,3473.350382273375,2504.7332843322815
77,3140.426920805893,1930.5663502791292
78,1720.3008323008735,2517.1075606454115
79,2436.9863234774984,3108.4326521689945
80,2566.420811848685,2332.101915872698
81,2310.4292930679867,2744.2247377549393
82,1882.4931939963374,2962.7573250140463
83,1897.5469433483809,2597.799839039778
84,2679.0443512885504,2172.138581385957
85,2020.7687040597166,1957.991715319172
86,2312.601866024087,2633.1923865892645
87,2510.4127907334196,2923.49173572141
88,2925.168619698039,2322.1675035866406
89,2278.892743394778,2318.941565532595
90,1754.8879545369111,1702.640195222095
91,2192.7664766663747,2032.0294299352056
92,2070.63328515258,2733.9466155506725
93,2546.9232695430774,3850.82091159501
94,2641.1744911597434,3640.324045188411
95,2626.3535212131383,3190.082298124994
96,1875.8582683642608,1633.753248752128
97,2150.761881711852,2419.5087910401676
98,3231.369593680813,2863.503356778037
99,2253.6882194339464,2145.256503378384
100,2320.1309160826763,1887.2701291226185
101,3201.1769249288313,2585.315048150309
102,3341.2785074966746,2052.886482317836
103,1994.2322545543516,2292.443348191996
104,2066.6632935434823,2355.832008145243
105,2400.462362732146,1978.8592465905888
106,2227.651452065663,4596.328127161558
107,2273.097410449914,1825.9478200793521
108,3071.5108860074142,2667.6947272012703
109,2254.499534318168,4367.009320516803
110,4297.947113247334,2554.6135300097208
111,2664.0983294817984,2423.3990929196198
112,3045.1486439303458,2638.754274841288
113,3088.4183263482705,1590.5908675007886
114,2590.0199538052525,2433.891327768297
115,1748.658450343245,2663.086615746658
116,2254.755061561305,2427.0503161741317
117,2534.0412191788455,2288.749840229289
118,1733.895651320085,2529.9855820724697
119,3385.4809802760515,2843.488342186535
120,1806.982994837594,2103.5643454073556
121,3441.9115973586777,2690.820969691627
122,3127.1098732173755,3570.32735920528
123,2469.738964923484,2426.408357595121
124,3617.5821453141925,2363.314061978981
125,2320.480259025872,2180.5891364972385
126,2700.1797500552425,2810.6944836488215
127,5013.468742630585,2180.2477093923562
128,1725.255699943309,3960.878363354612
129,2420.4635121534493,4060.43718858359
130,1821.6298088148433,1953.1806880300664
131,5040.5235916361635,3042.797290146718
132,2452.2710745501026,3206.1382212277213
133,2412.5283642542345,2116.6003845665987
134,2252.4635765992325,1681.820795772805
135,2460.091663627857,2239.779312521318
136,3210.5248264326865,2311.182630866376
137,2766.555078630427,2819.395271003976
138,2018.3887292176823,1568.1494130261976
139,1759.5830288514105,2543.33652983918
140,2215.018140682123,3990.0463382021017
141,2823.1869795117323,2168.0104155908302
142,2511.0462444124614,2222.682786027081
143,2394.5270506198704,2415.9178890543326
144,2369.0936506415846,2042.5434651861112
145,2543.499761005243,3798.4441112052273
146,2549.0475353048614,2069.342139538169
147,1813.746884295943,4255.938824344937
148,1936.6238429120922,2728.2547137056654
149,2229.4670456618396,2690.6910189360738
150,2151.83213744204,3406.653174707177
151,2064.634883576853,2185.9429403457175
152,2867.5462089276357,2925.741330355068
153,1874.0419696329182,1786.3598529549777
154,2277.8116300505935,4966.2370410966405
155,2125.2112440660353,3670.141860126906
156,1662.3548306445757,2423.8232814012304
157,2569.926642139578,2314.200635942094
158,2081.3436393156094,2120.5159473082726
159,1688.8905339483706,1735.8051782144707
160,2712.2051593715487,2567.1307790719693
161,2352.6810279490874,2357.448583769764
162,2421.7777984330883,2009.1249758448473
163,1834.1049472559166,5301.156949947943
164,2083.236448125216,2307.6108907595103
165,1976.4117134323453,2040.5122748910835
166,2034.55096603486,1531.9681884228623
167,2832.618742478466,3225.892090736569
168,2658.2357204165373,5018.642631121955
169,1789.3259360182594,2160.188090033699
170,2338.5229877802935,3056.5553953550852
171,2191.844015866486,2628.8016590173015
172,1941.570143159666,2460.477543581443
173,1828.733285556682,3275.860983312946
174,1939.7375971883698,2094.6309011637845
175,2213.767459688949,2472.6751814749177
176,1857.075949337537,3283.2268771004938
177,1983.2738864048788,4850.85571330942
178,2280.312506029067,2095.1363109985477
179,2495.697040550049,3196.3139952561833
180,1500.8203035514853,2443.006382536611
181,2455.8371624078095,2476.41913873926
182,2322.9862437188435,2474.049392160915
183,1997.7266408118294,2360.7705582002727
184,2260.7214711713436,2312.8882559963304
185,2954.160804298673,3560.520876114852
186,2331.1177741573692,2196.29079731026
187,3936.3240945451716,2254.1796121551874
188,2331.40762338654,2472.9571437437057
189,2582.701550975215,2462.7426921192905
190,2563.9588617202417,2659.838869674233
191,3666.0753935882185,2333.0796168270213
192,2901.0019327179975,2329.0768450275596
193,2101.626325500741,2104.825918204312
194,2661.532343431514,2489.226805635936
195,2085.827555720103,1944.3313685021244
196,1912.3766429706277,2519.3493735886354
197,2702.5063017323077,2352.6328575632347
198,1727.0755105962228,2025.2929409783924
199,2435.600976518589,2221.988637049114
200,1541.8475721017223,2251.5767870661075
201,1980.385798260866,5770.695056194649
202,2191.987665744177,2352.008771435611
203,2346.747660953736,4044.0033274092116
204,2422.4489048693094,4466.240033555878
205,2767.4924235798244,3584.3728761567572
206,2307.8285230205006,2097.3817036023643
207,4080.208809089207,2105.5422663277527
208,1937.6254728863644,2791.1551567566667
209,2160.3736358932265,2063.2322345713487
210,1702.5752951475,3020.4717365692463
211,2090.9008500750983,2267.369501604409
212,3498.731154636909,1960.1100202334487
213,3082.9683094150178,3404.1834713179805
214,2255.8008631519683,3272.4972782728255
215,2135.2476771946967,2278.5299596210903
216,2109.945068656986,2825.9745767276872
217,2507.9185932577307,2770.270369032344
218,2462.0830619372505,3818.8329962523626
219,2822.5109229378995,1605.0055633622237
220,1846.570786037215,2558.216956234343
221,2311.031867723107,2132.709931994193
222,2113.938042243868,2896.511373413301
223,3225.811794247432,2218.3627270785296
224,2410.5276526770376,2245.481649900474
225,2184.9963919792363,3319.540868992124
226,3310.865316153719,3721.138404688055
227,1975.2443864464867,2822.5081526005924
228,1853.116569239634,2157.4989735445224
229,2637.371143610429,1363.8085273847967
230,3760.8836848304377,3830.315051836625
231,2867.5660007845077,3319.7585445731834
232,2487.441270729673,1879.7600161206985
233,1926.968135871397,2596.1785597659195
234,5740.162228631462,2999.002023684709
235,1998.4592891506766,1912.2276759951267
236,2236.1205172801474,2600.3944004746345
237,2107.967445725737,2044.6842824674343
238,2781.1782475170667,2461.207473012217
239,2165.310559558982,6070.070090669624
240,2364.8220801954726,2185.9218602056562
241,2450.818243106104,2277.454734143648
242,2202.6011734177287,2243.505566499988
243,2750.6798564658707,1593.99288209599
244,2799.274288473687,2196.8976221258235
245,2208.087045167041,3309.732989984726
246,3719.8392709379564,2775.495792712755
247,1965.424568932181,2232.398534463746
248,2196.3752009563814,2239.0629363859825
249,3595.9612428750424,2641.3781429257097
250,1942.0684606049795,4453.490719738402
251,2187.267697099512,2270.2776740259233
252,2894.7433915573133,1782.7943151349762
253,2749.826073884486,3311.177620529571
254,1967.2284464421277,6611.124511205651
255,1854.5201297298568,2361.994109366118
256,1944.55938365057,2702.2671385064796
257,2356.0771539814214,2117.7388096451677
258,2797.6841610670167,2004.3435227636419
259,1738.4283333258372,2455.9764905701527
260,1839.2145080312896,1784.2164088132042
261,2706.54191250535,1871.363371558108
262,2198.8490607859217,2208.606540465889
263,1977.3165121596178,2836.3024699110447
264,1796.4501235972607,2384.895525696874
265,2124.6240964371914,2295.3161338854807
266,3301.668105719918,2308.3437318488604
267,2097.1805711416373,3378.9013953451213
268,2299.660898982088,3896.1315391852127
269,3919.7875525746354,2398.5884677062763
270,1781.5617330719772,2571.168317679145
271,2884.620274082542,2409.8167620229397
272,2074.617238976085,3298.8289548729676
273,3377.9341165918445,2755.4933806829963
274,4733.850268147302,2510.6261629606306
275,3272.914766456811,2580.302887819794
276,1922.59391183888,2321.71305616062
277,2795.4369731553275,3550.8501068443925
278,2519.8647208955363,1757.9601358844152
279,2758.6643197048857,1804.6200716273554
280,2568.3714190751766,2076.87798466753
281,2586.754086158628,3602.187416912464
282,1665.674667365999,1978.470877596988
283,1919.7136725292928,2058.2312112290047
284,1890.3960302704184,2218.4671196288095
285,2251.0363460364615,1955.3865234199852
286,3068.4444822375476,2201.7014180534406
287,1764.1767436536659,2069.2938861955895
288,2915.1877007109924,2320.424269957398
289,1548.439003815204,1768.0085627490885
290,2011.4637026391188,2992.144178047608
291,3140.742755515534,2127.406153057466
292,4746.666614642863,1994.5932945516106
293,1747.2471155089177,2468.3301468241334
294,1518.1851862477583,2578.926019786601
295,1768.2427827431138,1848.8501473538308
296,3132.6019491346083,2514.5312608210866
297,3215.5199324344185,3078.4403427150346
298,1938.7310105476877,2180.555544053522
299,2438.7366607491167,1935.618664814123
300,2435.9912134590472,2587.5282291264602
301,2196.067468127316,3128.3104217185246
302,2720.8653225122316,4822.590287474774
303,2779.340066109791,2345.4769843494346
304,1837.0634779455925,2876.2247740833373
305,3791.6784995384355,3145.0096138309946
306,1704.2698471165563,2010.3664977139583
307,2284.8306781680362,2771.6913316245746
308,4242.759058338605,3817.8134609181716
309,1550.2938530643546,3437.6047446571306
310,1796.02005109924,2806.5689892613623
311,1870.6789905386918,1874.9399391270144
312,5954.089479785133,3574.0548066953625
313,2419.491419673046,2283.8590956665944
314,2449.3708319303505,3009.718000459773
315,2212.3465902445064,4454.887049726216
316,2999.4445306875577,2222.0152853676154
317,1944.084130228738,2087.3941326450836
318,5259.170212178815,3001.561892387411
319,2163.450443274771,2986.4396683017894
320,1827.2351169231242,3134.827571381061
321,5225.062856785054,2352.5342465349945
322,2929.257450802736,2483.733043299652
323,2720.7724460322315,2040.4853822264588
324,2424.2791742951254,2750.1181571741463
325,1978.4055917457092,2366.891547902397
326,2455.7378857888143,6260.642027850607
327,3313.647637128486,1871.4413356496473
328,1616.8812676430248,3595.483883562021
329,2151.6656690730115,3535.9265648969413
330,3130.8538175897575,1775.9397579054469
331,2419.1724175144827,2689.2611457013923
332,2624.3126189856143,3675.2911573363767
333,2319.7036843196865,3041.931332443824
334,2226.2346052694693,2030.4408080389671
335,2834.722403358409,2723.501967139119
336,3233.9565113981926,3348.417058346028
337,2163.4686946598495,2462.3206127052736
338,2358.765322388045,1804.6118552295509
339,2865.1628122814127,2139.59019290142
340,2435.02003485192,2467.8587262803494
341,2178.246171439799,3013.1959479404095
342,2153.003188652651,2250.8013212236915
343,3710.6777178634306,2287.9445066172943
344,3111.8478914602842,2210.719855264301
345,1657.8719820181905,5523.678292084549
346,1927.705351774274,2790.5486856953726
347,2248.85542576447,2887.2003977680824
348,2389.848293586504,3399.447748070841
349,3611.8754750291455,2364.2198995847803
350,2237.898874936176,1988.0859274194577
351,2540.356429798174,2766.5417061149246
352,3057.336901947966,1970.2121575187728
353,2949.7391545411956,3005.1359409407487
354,2238.4340576149157,2914.342380191515
355,2894.67262553713,2684.825544873468
356,2617.385170849617,1827.1243968853582
357,2133.78214705896,2550.611952624152
358,1572.2454668744613,3599.700695722548
359,2528.752718950797,2069.6299792147643
360,2137.4121784700756,5685.273272116086
361,2135.654326345624,2829.155241441747
362,2464.624167545065,2422.81934474688
363,2897.2345293048456,4308.81030439649
364,2559.250465199582,1987.6092955295596
365,2275.32382513045,2201.1135183989054
366,1956.950193786499,2175.5634494350206
367,3114.0298387582066,1744.5667434479224
368,2350.4425828323856,2282.0126471937774
369,2565.876290131034,2684.019846792821
370,5770.794491198989,2446.1969899723854
371,2795.1291891296355,2778.5337598942156
372,2460.16313116373,2050.2643575468064
373,2420.8849617516607,3082.254585808866
374,1892.629352915067,5164.069703945245
375,2967.473266898517,3123.236377035997
376,3122.516381553024,1817.9619866025605
377,1634.7590438721938,2586.401214054833
378,3987.272256317174,1905.0628381953543
379,1760.9705272963627,1811.9637887635013
380,2359.7152954807584,3749.918675778407
381,2098.130806824714,2291.222579867154
382,2347.113859564738,1549.1664701046368
383,4268.7648836118615,2755.8959515487763
384,2468.8352074630952,1881.823125135516
385,2300.279748762028,2182.325537760712
386,2013.4377483782644,2152.9051656492416
387,2294.324074557792,3203.964055507568
388,1841.5197389858913,3678.130123735161
389,2442.6384663236045,2195.279159276519
390,1808.0380161640576,2243.1161173098467
391,2520.490312791687,2299.2979299027697
392,2027.512478481332,2336.2849858793115
393,1918.3664053214907,2619.6837030913493
394,1936.3321713368512,1912.7703129932693
395,3398.8178176882016,2181.1608224227216
396,2938.584875986299,2914.855760745121
397,2396.712360568179,1549.1664701046368
398,2221.0842523680403,2079.8863739122
399,2691.8023480464135,2761.190271570883
400,1905.135350911506,2997.6092051988953
401,2981.2163306557914,3735.771479043723
402,2370.1416678513974,1871.2883625818927
403,2125.0857667257765,2239.9045975569197
404,2317.5540053683335,1934.9126835971263
405,3721.1026765236484,1993.16200571277
406,3404.795251311775,2247.9043134252925
407,2394.0655721393687,2397.134100990178
408,4422.414390509914,2028.4806161662248
409,2572.6643067776004,2256.4251523715725
410,1658.7081053454783,4539.757423013834
411,2109.4763940137077,2399.631172831545
412,2205.8902518617087,1932.3382342586028
413,1989.612150534399,2562.6252695060844
414,2125.0306276374813,2339.1046864851364
415,2142.964324539409,2153.9939224910545
416,2078.9549089005145,2387.647229898319
417,2034.6137127725938,1751.7168555551768
418,2402.34838216781,2042.9017901341117
419,2546.0609000228314,5667.873344037316
420,1899.799448599332,5021.249550317108
421,1911.9535003844605,3325.8397441932007
422,2018.8601670339435,2739.4264172650023
423,4246.263911442213,2011.9484074721008
424,2021.8371519515617,2153.9939224910545
425,2555.638224710149,2340.9553738570257
426,1970.0038087799278,2021.178323514095
427,3268.1574659396633,2827.210122353786
428,4838.817852512718,2724.985416910256
429,2446.407313698789,1808.5760188770903
430,2122.5873041910236,2865.3086475451605
431,2947.6714896522567,2261.6130360376987
432,2298.7400693275354,4284.353863472937
433,2342.0170257071177,2279.457084590416
434,2023.6160432753686,1870.279471882704
435,2085.340521705434,2628.4288967832777
436,3348.397803440437,2714.317229334699
437,3784.4493289411525,2121.808555920451
438,3096.408743774573,2322.5266973500793
439,2542.9180449501187,2705.3884978841293
440,1854.4539621942495,2126.2590784447298
441,2504.9629825280344,2029.2776472944915
442,2323.8258531644883,2209.0901049524705
443,2787.2704809844477,1994.9334679288527
444,2906.6626097374065,2144.258663789693
445,3600.1606654396865,4547.290428684426
446,1964.1948436024607,2267.428900709224
447,1870.9607860066617,2543.5982935734087
448,1814.5578749583979,1763.8249692150566
449,1947.999962497281,2292.310027918253
450,2336.0310731026752,2145.5478606055426
451,2747.2332008182843,1718.8662202066153
452,2362.4962086906944,1999.307056325033
453,1811.422902818409,2502.269385748873
454,3311.691856633639,2648.9710044868984
455,2745.275321806282,2023.25884035901
456,2276.6914669058515,1990.1990194309412
457,2039.3264393674328,2894.73316730391
458,1953.3978532460462,2183.03869244319
459,2162.1399659743147,2275.731601684783
460,2920.061458411367,2190.2678153301267
461,4148.157281558868,2159.4192573041405
462,2020.4272184911915,3899.1362472635055
463,2402.3804895217986,2109.059954364809
464,2640.936156913634,3020.2157327299356
465,2409.156856694423,2375.422666668247
466,2203.693744578422,3036.137138449246
467,1989.582641394467,1715.9861428941397
468,2691.9385729237333,1984.9445977519504
469,2611.468949839834,2223.084597700117
470,2011.3968421222783,2911.7355059372867
471,2977.1609910389775,2661.356146583067
472,2478.134409310779,2609.3723361556854
473,2107.696174154403,3860.996853715028
474,2719.014808500719,2097.15923912734
475,2315.9012760926307,6018.711050152294
476,2235.106477497885,3880.309341378494
477,2288.6658176533897,2175.766997174401
478,2001.4297695391003,2791.103572508513
479,2037.4183199161816,3028.642071137088
480,2218.1228738659,2364.4554771176445
481,2420.9799723214273,3317.0409478666443
482,2641.732574425855,1593.0890935311259
483,3388.6773336651513,3146.4111222910724
484,2846.2406652976106,2064.270639282148
485,2237.201971191593,3442.9309745569763
486,1841.6060723308985,3151.9733151151986
487,2994.627487617603,1721.641606796636
488,2407.2992440963058,2853.289428546424
489,2314.5764910537373,2049.416647428216
490,2214.6887751455574,2410.264678950206
491,2723.4209516120222,2270.8869594962243
492,2044.7695749315237,2359.6989279713407
493,2357.636360959182,3568.342967956848
494,1727.3661529748908,1996.496144731203
495,2216.4282499669116,1793.1337556222782
496,2253.0699314401704,3020.3024220523776
497,2524.075102348678,2826.120170510302
498,2254.293288495216,1939.1475030616825
499,2182.0818908339434,2866.6984516313996
500,2617.9924337011394,4445.446777331508
501,1958.5484106230979,2002.859116924721
502,4398.508813680259,2562.682701714878
503,1982.9596364633555,1738.8591794034317
504,2462.870746047045,2008.277643279986
505,3824.384371951408,2114.7562789705767
506,2136.461218852711,1624.4541394595756
507,2806.8604605894743,3286.654023330558
508,3410.481436275876,2643.4421384390257
509,2027.7776125343294,2738.233715201952
510,2218.304617304581,3585.4965126757183
511,2663.210228985458,2101.2817914474126
512,1907.1130929133958,3548.5594320378864
513,2556.6244601941594,2768.7094286954484
514,1972.7463755773992,2599.683675959541
515,1842.186962460404,2639.766430478319
516,3728.928190067062,3404.708569839758
517,1553.1021316047477,2717.34689521759
518,2071.7196923239853,1912.5827798244627
519,4597.041651216157,2238.4492094423044
520,2176.056972182848,2048.949861481678
521,3180.4481650513167,3997.1530345190477
522,3035.9495235838053,1840.117231410648
523,2301.685961513825,3347.4434098426646
524,2958.116807891979,2371.1721400090346
525,2996.627186979991,2548.5987702035627
526,2353.5331000779706,2235.614656377825
527,2419.002779043268,2051.6321815444167
528,1599.3197311436647,2674.9060669328364
529,2222.7593587819656,2277.6452943336417
530,2389.0375064605696,3604.1453983342267
531,5467.500651594652,3642.710071711911
532,2631.2236972879127,2146.8724945712383
533,2263.393365983178,2353.96469869307
534,2617.6601254989396,4550.856457984178
535,2224.7082595998645,2343.091150234532
536,2224.0937607574506,2595.626225365976
537,1921.2075146568627,2757.5194464157676
538,2259.296391711927,1646.5252779973312
539,2220.935705433986,3313.509393801631
540,2181.467572667487,3551.8817260723763
541,4432.460867611856,2230.027596705294
542,2861.265627056846,1677.4937593294594
543,2123.4511473812117,2550.1350025462475
544,3740.2048940746226,2743.2122060996153
545,2670.8575381730975,2047.379427961797
546,2157.6567755006545,1966.293359568944
547,2822.4288169422985,3361.152852346415
548,2121.0652830854337,2911.110528668846
549,2501.8327248611786,2121.6389014557813
550,2357.694151830925,2917.2078941941236
551,2346.8862527562683,3289.530839206568
552,2002.5006667284133,2875.730434316672
553,1899.0720179798227,2116.036245600578
554,3307.8399120440977,1973.005765016906
555,1924.4212951794045,1857.7914428686013
556,2820.449839764222,5194.888867135844
557,5110.567619230547,3714.2659453879496
558,2325.9399264305753,2283.7097601773667
559,4012.5028387114985,2814.9398377645
560,2330.730561889423,3450.5820685706094
561,1969.1110184222052,1861.919284534352
562,3957.104692344945,1829.7348930630083
563,1957.581016482956,2983.1557376922956
564,2313.9872461692075,2247.424807415765
565,2185.2807466891845,2563.36036120548
566,2507.7433290637387,2265.807707668429
567,3464.9429637366825,4397.622976105346
568,2385.891116213661,3019.6890867151933
569,3385.003637372299,2067.1590189440612
570,1819.3640903316818,3113.5523295458834
571,1886.0293137929266,2924.480638541103
572,1893.4870314546565,4199.364971972436
573,2482.781755517297,1811.340618902706
574,3004.935549709082,1957.77809408635
575,3361.8667177638504,2133.838384917526
576,3721.4568500489563,1853.0262629659344
577,1888.5518567988674,2224.865428670769
578,2078.3771566989026,2150.712060606826
579,1627.3978263855597,2258.569414624984
580,2388.709462498725,2199.015091513472
581,2447.2041286865056,2106.852533692734
582,2092.3244925077925,3012.1635087479426
583,2966.0672673142076,3898.367161904252
584,2744.549134243752,3040.0034641881252
585,2556.5116766543188,2788.6943704924897
586,2528.9184971962195,1881.0919650472683
587,1377.8447641685148,2613.4127724646933
588,1653.9624689374384,2815.986224547401
589,3318.7053951155167,2886.1670336490306
590,2323.561888595093,3149.209132317546
591,2404.7123400775663,2198.4168238880497
592,3416.5491042628782,1487.7253206554053
593,2124.6352001215573,1943.9810909587472
594,4589.008628442124,2735.093541522332
595,2110.8559406537033,2126.601144952338
596,2059.9888106935673,3487.766165003588
597,3217.6660138023854,2755.908128196235
598,3623.566150178884,3502.836746043575
599,2985.8823296496453,3245.7436887260715
600,3526.25594298546,2259.4170194420535
601,2109.754330382999,1678.3619076698683
602,2324.8799104448185,4135.905283486798
603,3837.7350469972525,2826.8127948817255
604,2408.172270697121,2565.3939841879123
605,2517.3177941436857,2322.383391378304
606,2176.645191341524,2241.787848394702
607,2751.588666648482,2046.2913188732339
608,2551.886101622474,2648.6723666503603
609,3082.2061656113165,2232.6386212551415
610,1461.5050932614024,2295.0194470262986
611,2954.734943329582,2759.3775045272464
612,1532.604625683094,2142.050346966974
613,3176.313479404934,2388.0036352982033
614,4504.86493701638,2348.1596784620783
615,1966.1062723145144,2951.7579679635487
616,1802.136802565529,1911.0115781098004
617,3380.653896908692,2787.655046601139
618,2229.3154981264897,3057.4296061700593
619,2264.555356270408,2759.5531854334035
620,2312.540420352293,3516.4995173100565
621,6083.626996317285,3242.8711029998017
622,2932.8935336929903,2361.218163505611
623,2497.567228847754,2099.2800529484803
624,2394.3032860576714,2227.8073419404673
625,1827.8169099695187,2142.9308325162215
626,2587.9529787347838,2384.6659648867394
627,2210.3602463728334,2342.3518411618775
628,2576.9970364382234,2320.098115417453
629,3026.4939504964664,2013.3904698794547
630,2068.5449404408137,2567.8346838582947
631,1913.6726930017712,2350.216425108937
632,2570.7182072879027,3030.3630252120824
633,2265.0058618938624,3444.8355278758404
634,2285.643588098911,2563.8276713765104
635,3669.5846486455116,2183.540826695042
636,2202.559125966078,2075.9085253887115
637,2046.0618652659064,3774.0621698916066
638,2794.4672675329157,2536.814743101794
639,2502.5127601929007,2600.0964320584944
640,2313.531563317298,2600.0964320584944
641,1822.380379092655,2236.692551814375
642,1719.4021977067175,2284.4314066050524
643,3407.6111993351733,3054.0434711950147
644,1782.5278254037257,4628.762322121776
645,2519.334685746849,2117.3602223093776
646,1767.5418579081181,2632.30517979305
647,1914.3005557464498,2153.480383181036
648,2506.686312492047,2740.904572285942
649,2108.9068135549132,1906.661976211771
650,1999.4805929450335,2918.3742315975132
651,2299.5835424755446,1920.8981183973333
652,2536.8800419960157,2386.982979245676
653,1807.2452295758758,2626.872057048776
654,5696.963096035931,1633.9608671823128
655,2298.668645136349,2355.297917992638
656,2980.365272026531,2177.044625540376
657,1989.205224511808,4435.845995225014
658,1897.3115428678284,2927.8454271993346
659,2136.735836434997,2701.863709726768
660,1341.0897725489442,1864.7349039927271
661,3163.2726332790594,1921.489088917267
662,3158.748897039622,2228.3416589403278
663,2317.8860421749137,2203.92502170273
664,2307.0681971724584,2051.976361919958
665,2308.684468204131,2964.6899850408654
666,2406.642058129532,2452.229878275629
667,3184.491090826434,2416.463772447731
668,2621.5074688771356,1991.1948200460963
669,3257.352499197944,5524.812327974873
670,2307.1195904013466,3421.2685586512025
671,1745.3891525996653,3532.440137637897
672,1997.6700023488086,3736.8239424702856
673,2495.8473471718853,2393.394199922285
674,2568.466103664306,2445.786389997
675,2509.377274268304,3518.1584650563186
676,1877.3263991027075,2601.3602441063545
677,2023.7577973949155,2273.409049333294
678,2381.3270585180107,3046.2414855616457
679,3302.427331344319,3869.6331608476526
680,2398.017029458513,2303.73028661471
681,1879.8450890640597,3268.527539592213
682,1856.5105027313089,2297.79281756245
683,2040.2388381449516,2307.389617825672
684,3525.3031764633884,2371.791194921928
685,2252.576952377227,2498.926209564855
686,1799.1436320344899,3940.03237392141
687,2020.1198477443722,1902.044900600075
688,4664.9364551831095,2348.797528026874
689,2078.7053238376157,2246.327068726566
690,1715.5684524605272,1936.368736438983
691,3155.8255620094515,2279.5254307948308
692,2047.7640525658437,3056.8877496428363
693,2026.5005832671386,2383.7701492275237
694,3134.347467029765,2822.1818417306836
695,1722.220236995738,1799.57989505464
696,2013.9423820618244,2142.5031766340326
697,1926.3324946157932,2141.4590557721285
698,2953.12233808256,1868.3779063875445
699,3044.9379242113623,2486.853714822636
700,2547.272099982991,2272.71488002569
701,1999.7829804804433,2162.1978079104138
702,2596.2799079578085,2397.034190218925
703,2541.1028326365918,2830.3761971657714
704,1677.4472622493672,2931.6711641411976
705,1648.2816634958474,2086.4249525145333
706,2209.4467591064003,1976.2890594606445
707,2477.5662310682715,3649.4886103296644
708,3039.101544362748,2764.644280431439
709,2421.4402919412923,2333.4884645734674
710,1678.701711366724,3357.805214316624
711,3492.554385632238,3417.4533826853703
712,1961.07646524981,3052.8757983080004
713,2417.600781407437,2036.9499666877723
714,2233.4083674879603,2286.2880762047175
715,2630.6784829704907,2583.5448220758
716,3499.3122196094905,2508.5397453564788
717,1874.0002446460612,2320.8367928442726
718,3584.0064390733187,2483.0887309468117
719,2284.6102795888087,2537.680747599645
720,2630.607810273503,2496.0384088586716
721,2355.553384178532,2529.0637051694875
722,2556.904510325569,2247.5283715211176
723,3804.4126305485506,4333.488280376051
724,2735.2859117893804,1735.9171344096678
725,2539.698036945299,3363.7186530294252
726,2294.8779195858756,1942.5255766300204
727,1330.8224021513768,3351.260933182043
728,5369.028124063972,3010.563864966848
