,modelB_lgbm_train,modelB_lgbm_test
104,2181.705923068177,2314.6718504839278
105,2440.7318992191636,1781.1060830838057
106,2537.890191794013,4663.556738884251
107,2314.332160506388,1941.2886284773151
108,3137.4840744909798,2615.255348339854
109,2178.3254374837666,4201.751066282772
110,4236.8289987032995,2579.2908316131666
111,3032.800781091807,2428.3249954599014
112,2860.0301947176376,2746.941561381102
113,2903.4792494608973,1668.1275754715498
114,2583.0140608065512,2331.8020499958757
115,1882.7656431117264,2570.7541474282766
116,2099.8047352181216,2452.057518101135
117,2505.6056432318874,2233.44502315658
118,1661.349742185952,2599.5504633342603
119,3473.671595921137,2901.410402619048
120,1761.1163882383114,2036.3557266064927
121,3708.83953465583,2872.891420181986
122,3222.6548992850435,3700.8581925889366
123,2332.402986003594,2389.2492960782147
124,3457.681921650236,2240.559930594865
125,2340.0143123206626,2372.5838469723853
126,2372.2525386607526,2689.1395058594367
127,4726.472754526418,2200.1622014850464
128,1596.836376395375,3790.824038780075
129,2885.3712584647574,3989.3311825561514
130,1938.2353814009537,1953.6667932184678
131,4988.5338002087465,3034.371083382227
132,2377.4332943854893,3452.7260826700594
133,2377.4332943854893,2330.6334259200617
134,2220.487293398643,1685.8280945338738
135,2452.7532867706705,2182.6754175495403
136,3248.110524093192,2307.737221476929
137,2823.63031818322,2756.0168793532785
138,2057.188176631785,1699.1008234844128
139,1846.735420622719,2518.307187654191
140,2098.078000609247,3586.5330175121794
141,2578.866610749151,2265.421318197555
142,2389.6399537021503,2145.995899429343
143,2489.1771451643795,2669.328667742303
144,2411.998191534608,1882.6780617552042
145,2566.626184680849,3419.636341948341
146,2539.8385943798194,2210.765204749715
147,1668.177766399499,3829.890132943692
148,1979.1102542697674,2751.7123495301557
149,2264.0069575935704,2526.8095183737983
150,2105.499521847405,3600.0713800807985
151,2017.0479720565813,2152.2585416249617
152,2955.437478539424,2639.199206277649
153,1818.741533685791,2025.5432666712131
154,2434.4385236642984,5180.961489118289
155,2183.2262556642227,3584.0527384178918
156,1736.184836701406,2363.1088598560195
157,2816.9704874941617,2281.205568800513
158,2124.1429292833686,2196.43869774029
159,1759.9053047557288,1696.819796287788
160,2894.13630924865,2774.369033559583
161,2209.161356992857,2369.997351928136
162,2528.8197819881198,2064.4711206859506
163,1904.848005066743,4985.4665881515975
164,2218.7428550947443,2133.674187982619
165,1964.298372237309,1893.9172291792445
166,2123.6308031351323,1549.0148956839998
167,2512.5392670952024,3261.147590163371
168,2709.0586129823214,4931.289993716738
169,1714.4671879269442,2134.297950645
170,2382.9492243811674,3261.2414087592815
171,2198.898233554297,2681.5614087355398
172,1935.6804113717922,2478.9436278721855
173,1794.4656864101416,3462.5567287952736
174,2016.3523085044642,2121.9604459987268
175,2148.5987949546343,2491.252003299608
176,1983.2201551292042,3445.5361160447997
177,1754.131205632467,4919.001370010338
178,2397.1516990643604,2078.952369404392
179,2304.72291586835,3147.571109457502
180,1615.618582520381,2286.5759497482713
181,2259.6600897101193,2324.7518437098565
182,2344.843515718317,2399.424952819836
183,1806.9913135821898,2526.84606053312
184,2233.5257853642056,2349.7792443730496
185,2606.2289323103096,3598.8892646835766
186,2380.023896220426,2384.591757007461
187,3948.603940555548,2352.446624401454
188,2253.7278540573416,2463.173755603134
189,2449.223981641561,2464.5631703271915
190,2334.748216668125,2308.1271739639815
191,3715.603199128843,2211.9801685737834
192,2787.894300149156,2245.2253941857166
193,2225.9061103016716,2148.6133736947295
194,2629.82405092987,2420.4667988066567
195,2063.243179968187,1996.1989135703632
196,1788.628473311959,2354.3122301978224
197,2666.9413052224886,2368.6918611166666
198,1775.7810103051197,2003.4373601239342
199,2256.1235840913473,2174.5418753858817
200,1626.470414920275,2331.285854365211
201,2034.1574927437946,5921.860008856076
202,2292.180902872573,2299.372023141092
203,2408.7077178908667,3973.8911778863207
204,2272.148282966294,4823.439014868015
205,2551.1440684337676,3755.6180282457876
206,2419.618779460315,2114.929518824448
207,4227.368127027357,2300.1445646952343
208,1892.5354454678036,2668.1844454907614
209,2477.681592196661,2050.5956655178047
210,2030.9154534016889,3066.057023836066
211,2224.5407364115867,2320.964942888022
212,4075.815441825844,2083.2017189085886
213,2838.667017670732,3410.4485108570457
214,2226.7897435359578,3196.1258280056936
215,2272.4025636940646,2293.6381877839776
216,2241.0537727615406,2734.898430152125
217,2578.5070133133277,2810.1716246698707
218,2371.651003334115,3882.4600535268896
219,3030.334040174526,1527.0619820735903
220,1958.839046178123,2466.3371633325796
221,2715.717151213318,2285.5229140995484
222,2273.210249973143,3057.378490291874
223,3423.8325566936596,1993.2145304017224
224,2490.5355215536138,2184.849564680731
225,2157.3114537964816,3406.5210752163803
226,3314.5086982023486,3837.5856269195256
227,2282.132483531393,2931.8131573733554
228,2101.4344753930773,2232.981564823308
229,2613.9849362578843,1608.106911392707
230,3837.140252055307,3498.197773099466
231,3019.7101235056384,3328.2680110483793
232,2458.743380971622,1809.6352854343909
233,1841.110001469545,2942.4003283870456
234,5505.205281516861,2675.0432243862538
235,1935.0614088371883,1845.9407780174322
236,2342.4990282974477,2304.4482073303743
237,1971.6661938081293,1934.2619038399346
238,2749.0773227195064,2622.308546313129
239,2589.741803835603,6095.337149081456
240,2372.5777434726683,2365.2144696395108
241,2346.626867538661,2195.822330076886
242,2165.48773336664,2295.0976110832503
243,2447.256856995031,1668.205712435961
244,2889.8046498977974,2201.711672591059
245,2136.233213780104,3587.907197086776
246,3781.7131813371857,2862.8542511075
247,2294.335334596489,2352.634543638629
248,2122.241911586618,2551.7965340879155
249,3694.8745796362505,2493.812038725431
250,1775.9621023157747,4830.911277091388
251,2370.9078173492703,2385.7394994527967
252,2904.6375813843197,1878.1142066977586
253,2449.817174036469,3278.986785432507
254,2085.217258572412,6700.998395648299
255,2034.139627901107,2547.3173800816317
256,2564.94543216908,2679.0701656563547
257,2430.6909369275136,2111.161249926579
258,2531.4519621317995,2068.1652252355734
259,1748.847710595596,2410.386425266309
260,1829.3695639722423,2008.9415691066474
261,2591.7665813565463,1661.9683381056675
262,2346.3955107468937,2200.2607650868567
263,2080.6839909887735,2788.948373320838
264,1836.8482514628865,2387.8173245849716
265,2262.1655923932644,2548.4852633228957
266,3592.1363033768152,2206.0583410720565
267,2240.461285872933,3010.7826474120056
268,2289.3375188143277,4114.330446502873
269,2996.6694559812654,2454.737107877604
270,1963.1455863528163,2746.7650794627616
271,2741.6996953268963,2289.282134256391
272,2222.885293693251,3132.715802746511
273,3374.11615262681,2904.1258170554916
274,4333.462968833315,2348.087056202216
275,3271.194283268845,2855.8726868696745
276,2238.0634358145753,2484.1597157342876
277,2758.6765198989274,3491.613078052584
278,2685.7832739033315,1931.808353794489
279,3313.671793120295,1870.391567662508
280,2393.4429174315133,2083.065378383753
281,2371.933673830861,3467.411654302933
282,1736.3211703144589,1834.4840696696203
283,2026.339228069823,2182.819247778863
284,2367.6182579279625,2264.957787561926
285,2259.2805624541443,2084.9196210926316
286,3331.347971447381,2232.9891986438624
287,2221.1446524731186,2023.9964023504563
288,2544.1678921412945,2340.0837530284834
289,1704.5900384107838,1851.75474966621
290,2013.6498012459729,3161.8424892751077
291,3262.7462599207684,2092.8703256825065
292,3902.538552057624,2076.4447964080964
293,1732.6134125096748,2590.8804015497417
294,1582.6483358897517,2555.6931208708124
295,1920.0134335320718,1947.517803318157
296,2851.169094730011,2593.16813545247
297,3156.0963486541546,2920.8675337831887
298,1756.7462197029138,2197.213862138959
299,2476.7001639125847,2044.680127400289
300,2498.2251812658014,2545.5847580323452
301,2135.789678576918,2895.80928906781
302,2643.0001615589717,4521.382489917979
303,2707.1246828393696,2038.7814611249971
304,1847.9616111983198,3009.144985542752
305,3677.9096236292676,3176.737855395094
306,1568.0486384994053,1952.5198421131267
307,2184.575347712748,2697.656189013648
308,4332.877675772737,3521.1788814863503
309,1537.0627565267664,3277.8422981363583
310,1650.0474533317276,2611.5328371423034
311,2017.6364093491984,1875.224878942797
312,6205.14052469369,3823.3603105430057
313,2254.2459881923332,2306.73372930511
314,2775.774320765415,3143.137566941793
315,2462.8578481703644,4349.593993119122
316,2721.4225725684246,2297.9149916857373
317,1998.7615451032175,2277.4742634818035
318,5915.948055254578,3280.8634846574705
319,2126.556206884659,3004.2311073178803
320,1852.4959679500662,3046.4021647127825
321,5243.986036118386,2343.77325159954
322,2500.755768502411,2388.8693566378447
323,2463.534097480957,2037.0885089288263
324,2241.796793515663,2754.2256321136306
325,1973.4620517635126,2262.6534982403746
326,2476.018502510465,6390.669149173471
327,3393.0352213185824,1908.392843674068
328,1741.0553948843472,3319.6900942833754
329,2224.396484066794,3624.9308714156155
330,3194.8918444393084,1681.8187230549477
331,2279.6992203674417,2671.5416782056445
332,2719.9132302578196,3363.1890622409446
333,2298.47029286857,3058.480332452953
334,2211.3880785321885,1908.9012855714245
335,2515.2017985971,2576.616472220016
336,3459.347717200805,3505.8586593940563
337,2305.1770007167825,2563.2692941251416
338,2107.066629561424,1913.1579134169704
339,2938.389646283589,2060.5160780605115
340,2331.5643444439934,2564.875010190047
341,2207.6829261476,3130.977673520684
342,1863.3145903650545,2356.230261009763
343,3737.4949057253107,2420.112588250272
344,3104.905305508031,2247.399537529559
345,1673.16874062241,5341.761652736628
346,1913.3803326907105,2895.2307932832655
347,2263.3508331746357,2899.058976691033
348,2396.6409559622853,3527.5445335657037
349,3746.0717239546134,2421.7341985617013
350,2201.8370698987546,1828.890146138992
351,2434.7961219301974,2876.998032856348
352,2935.0050475178277,1902.4961490210433
353,3306.3470260126155,2916.341720356424
354,2154.0202686160956,2883.4729229298964
355,3258.859576476197,2494.6535003852864
356,2493.7311177019565,1845.7525505171252
357,1914.6444822545843,2836.22829133325
358,1541.4109323822217,3636.6328837992855
359,3015.597241481044,2143.4909235304735
360,2012.621439044915,6028.809100339034
361,2234.969559638991,2685.1861887885284
362,2936.3320248203468,2355.251642212814
363,2897.160623029157,4095.9901474390813
364,2662.791145784363,2226.1488887945206
365,2231.727182113596,2264.1971471839693
366,2067.9255996092784,2025.7097082760538
367,2793.398938741951,1807.2178099812531
368,2307.5507250104215,2285.69004770475
369,3082.0704256494764,2564.801108538641
370,5036.745344343689,2397.730903396218
371,2653.8688495047727,3066.6126333575194
372,2323.3836038227255,2226.291969183442
373,2277.089946502294,2974.42822948461
374,1982.1190582446889,5051.288902163057
375,2901.2773689376086,2949.289407170837
376,3371.6264164474856,1836.2936246137403
377,2058.6552654465854,2430.192511952182
378,4140.44594700916,1751.9257761157085
379,1858.649892247853,1879.3323916781435
380,2282.863343917979,3518.1274570096466
381,2135.95220865069,2522.2981841191213
382,2472.7967616020605,1526.655187360049
383,3896.043465802868,2830.099799428771
384,2433.5534023351825,2092.937837226835
385,2287.072950706723,2165.730850042718
386,2171.5463078381645,2225.9605700985003
387,2577.5697257252705,3013.4409895184895
388,1900.4100068085663,3635.370708891992
389,2302.613490385975,2109.2797634315075
390,1879.535444668137,2393.911252444106
391,2700.957912556976,2427.100333660283
392,2174.84329306228,2369.957153990643
393,2184.1709153369356,2614.289063395548
394,2012.0190633317566,1856.8049235984079
395,3393.8544881381154,2180.3480487157126
396,3119.1654378664894,2714.0096815648776
397,2228.187218543657,1526.655187360049
398,2547.783310507804,2140.2355694291864
399,2970.1032007385074,2735.7312412437273
400,2072.067282858157,2934.3111378976173
401,3222.885331659277,3901.3393257316616
402,2321.145539434176,1988.1891954957312
403,2314.645452165185,2337.1463778387933
404,2607.9949016677947,1995.1685128278573
405,3665.244182327188,2232.6626592759535
406,3317.739887272567,2290.078775597872
407,2418.685234198638,2414.441404373936
408,4110.45459890373,1827.6646259363238
409,2428.3132307111177,2190.5586757095166
410,1651.6162369792087,4639.889615930035
411,1877.3689205391781,2346.9348659258403
412,2057.873409430727,2204.05199976344
413,2099.242897184654,2447.8481335390397
414,2033.9334969498718,2377.027680254182
415,2107.8489376615175,2257.2747175132336
416,1993.20006379559,2440.604100541053
417,2092.37459658113,1642.057642250657
418,2360.9084180142695,2066.2989596489547
419,2682.7659363107127,5848.357662160389
420,1928.3992223637206,5005.146856065244
421,1866.9974443405977,3379.141951006095
422,1944.8915972464156,2744.8716466605847
423,4332.419339060638,1891.8661775553496
424,2131.1360507985655,2257.2747175132336
425,2581.713602495998,2414.1128916125267
426,1932.9362540431225,2211.425204104894
427,3014.030792789836,2642.944110546497
428,4607.989769837329,2514.5070950286527
429,2598.793299202534,1681.151375389182
430,2413.8962497005377,2960.553326217813
431,3119.0184391367197,2301.0141768915564
432,2326.5059413135964,4467.378555982979
433,2468.0445880617735,2243.4948959811427
434,2004.900829984121,2027.4409300526677
435,1998.5489359583594,2603.6711223845537
436,3607.860267942395,3194.384807785341
437,4110.257526640387,2100.732806698642
438,2922.2471811273504,2547.0319002930173
439,2461.4230118281025,2723.763997751215
440,1891.907242779555,2250.7284644304477
441,2454.408375613185,2174.3504679083285
442,2189.8999202162618,2170.267275969653
443,2915.616676300227,2072.956036220876
444,3023.1151835941473,2269.249675493665
445,3754.657400569335,4668.992088387809
446,2040.803049342685,2520.7182588980318
447,1848.7226943656701,2399.617413614682
448,1935.510856399087,1706.865077520341
449,1996.966961047808,2120.467641098512
450,2346.2918464523204,2028.0208422111468
451,2652.1074187648906,1799.256453488184
452,2464.0607198903576,1799.3310420265886
453,1812.7575390103568,2613.8173074706356
454,3568.5507637412884,2632.006174997877
455,2750.4994802624883,2029.6051022410581
456,2100.813888741433,2054.8812845710563
457,2019.007080859369,2791.536329206357
458,2043.376070205168,2366.0215760110086
459,2014.8877307860175,2282.4906956115415
460,2787.6007724111064,2029.1386989477458
461,4086.778424295671,2262.6045810569194
462,2055.2672033819204,3873.1043911701286
463,2298.909038874077,2209.7531423086803
464,2592.307727538534,2927.024437180705
465,2311.1367800857784,2591.150015591553
466,2535.8437429522423,3072.4087983950267
467,1987.9044683211234,1762.2394227281052
468,2581.0143592084155,2249.9089262671396
469,2744.3663888865176,2373.5082668491314
470,1959.842828337552,2705.713968286908
471,2783.3389949766306,2923.019343018734
472,2498.1516296233476,2643.242616279673
473,1965.2411900402756,3889.0322950403206
474,2689.5631925688817,2177.496206606989
475,2378.961403120546,6039.309933630468
476,2124.993360151825,3924.853088087098
477,2707.4941118932898,2023.9532924339594
478,2351.449594457567,2691.416254961544
479,2126.8662689469993,3225.8823535414913
480,2139.6525345718933,2308.612738960063
481,2544.6133901058565,3195.748945916035
482,2976.837897211579,1803.063006245126
483,3856.113487434414,3202.8824657934347
484,2568.7371903048315,2229.7006286671594
485,2182.4832944556097,3282.3296038706408
486,1674.9111820990254,3021.4942955146103
487,3150.871147804526,1754.46533363351
488,2437.3016540683184,2693.5156479832126
489,2171.2107389970806,2082.4919724248757
490,2150.0114358723854,2489.561254423719
491,2712.4090235106873,2362.7735254352992
492,2090.653563483833,2389.0553060861266
493,2360.8700099643424,3623.1704468304742
494,1617.9112019648223,2117.384151803855
495,2337.3893033589184,1754.0392713735582
496,2215.146846884043,2979.2899787836795
497,2559.440578859345,3030.4697796541254
498,2306.3240769489344,2002.5535284064808
499,2278.3827901152617,2779.370762506976
500,2739.3865321043036,4547.430149105273
501,1988.3526157101007,1978.4318191554194
502,4150.667274837389,2704.340120780666
503,2195.1978160530593,1721.1390105318974
504,2283.5120889833056,1979.037194247132
505,3611.970175376328,2117.684159144158
506,2250.7144494499394,1793.6121954749474
507,3504.8248902204555,3079.2109822370744
508,3089.7882006073087,2556.6270955307027
509,1881.4562304432466,2658.227368335618
510,2190.7733953859865,3453.4379812384664
511,2404.289909652403,2285.006737525392
512,2144.1001681400176,3770.3536138604695
513,2493.1090851528306,2769.986025487712
514,2104.584048481406,2346.036852041385
515,1915.902326290398,2581.4971633877203
516,3653.6343720653695,3499.130876755219
517,1718.2855165824767,2729.699411582465
518,2366.7464002557585,1918.3611812835825
519,4565.533301183331,2243.343912939175
520,2259.4332424216473,2036.7939928335352
521,3085.2246565735304,3892.682027327406
522,2982.9997964719814,1867.0595388173133
523,2290.966494111687,3280.305415687144
524,2876.136952225723,2257.7079010431585
525,2891.419878110114,2867.5863228928597
526,2201.0594702383823,2230.148169949632
527,2409.6020020593014,2012.9652193856127
528,1893.2532547717956,2470.1326921153805
529,2359.376649174866,2591.354888902224
530,2393.458980139891,3435.2363427958744
531,5729.172849449913,4257.681834668031
532,2412.435244300112,2314.4824394662164
533,2204.645495029698,2172.916201332021
534,2694.679942749945,4540.5419525227435
535,2106.705725564953,2460.682349783831
536,2047.4423335470221,2516.2418448106037
537,1827.9349690645063,2962.8852584576025
538,2319.4424336386755,1786.0481725298837
539,2293.751805240729,3362.169129669396
540,2227.488330960582,3736.7503063108807
541,4966.054403938121,2292.7399392210336
542,2701.782045086945,1607.383096889501
543,2208.889602638978,2759.555846361528
544,4130.5897374473425,2630.906897666962
545,2693.7671803646394,1974.500359049278
546,2032.3263891315999,1918.0971712382998
547,3012.0440960220953,3256.9324350721595
548,2111.344926939708,2829.3602283309788
549,2377.749099124832,2100.623638682163
550,2391.1144489403982,3071.325474083062
551,2309.080021224777,3149.8861720032955
552,1976.918762498746,2843.6629034019047
553,2369.56833176524,2159.1529077105156
554,3263.352358652644,2071.1195904272163
555,1994.995801474562,1679.0378033245966
556,2662.88960580949,5089.81665717475
557,4908.093023664396,3548.1680703845
558,2522.4669442217164,2242.885984654323
559,4232.507905991684,2861.895846394714
560,2190.888831689587,3464.0757181920826
561,1796.8926828220951,2015.4156017495188
562,3704.011807742403,1702.5479205708878
563,1686.158414018854,3039.12655281291
564,2720.8130331759194,2323.1327899059297
565,2217.5194070405028,2931.2241966353868
566,2407.891221121046,2298.2192179008175
567,3674.3129932363304,4520.636781535855
568,2316.854077185291,2743.76392233886
569,3084.9615129590916,1966.0860981382907
570,1929.6886664559663,3073.688439147774
571,1922.380643458411,2577.232408521803
572,1790.9808277190946,4550.776301691457
573,2454.3630760460314,1793.2326926251312
574,3004.295092883777,1912.3417859799956
575,3362.4009541554365,2121.2412746113187
576,3750.4064866827016,1827.1096526267916
577,1961.7191367227883,2251.1272640504135
578,2160.5808945293375,2112.9892709871924
579,1780.3622205075035,2444.547810229382
580,2463.1307666850075,2301.64283351388
581,2468.3027170843297,2178.146027964277
582,2290.53194613674,2977.7501006235716
583,2932.064496469584,4009.182827330574
584,2260.4525034944477,2822.618331030544
585,2609.4956564536155,2691.4655653328255
586,2445.5780067169885,2111.0992201974823
587,1385.0443172362734,2456.144118636769
588,1786.9784981346174,2757.40530322019
589,3238.6100008662233,2916.7356838580154
590,2644.4715376731347,3122.4101807074303
591,2587.261061834103,2285.3880640678644
592,2943.5681671419297,1679.5205607160503
593,2123.2163731763217,2067.895036057383
594,4553.29321256839,3132.8479567031955
595,2114.388981825795,2040.5703172020603
596,2150.1945206144733,3304.013413135882
597,3117.091103960838,2983.058216665687
598,4253.055094414644,3572.359852019769
599,3083.4720013864107,3392.1492204798806
600,4253.055094414644,1981.6824028615233
601,1973.6147695024997,1868.7723057958701
602,2266.2736707355707,3974.4550930086634
603,3556.2094111182187,3023.918070916977
604,2314.195152628511,2585.9571852465824
605,2828.5525829524818,2307.0017592059544
606,2260.987506632541,2347.446232577621
607,2847.97963735733,1909.4332599544468
608,2439.205330663676,2692.008854796233
609,2589.340627742387,2225.8984508623703
610,1509.536311548579,2290.285443337905
611,2974.1498985734906,2855.5387106258627
612,1730.109860982682,2013.354372398741
613,3132.0244356481508,2408.09850025724
614,4249.535705273381,2329.175735753237
615,2107.194329890784,3003.375845671827
616,1791.1256822787955,1955.1426248891912
617,3760.5271817547386,2816.423192845667
618,2030.857129930388,3015.458630096301
619,2236.7908493685763,2692.8624849677094
620,2068.6636522380004,3481.4598874856265
621,6377.563547528312,3156.4236978127046
622,2962.300508238475,2246.229509323453
623,2458.63257637179,2186.5080365784406
624,2221.913966272163,2220.69219653433
625,2062.945449783022,2245.391870350249
626,2554.0964189525753,2415.35248656531
627,2154.3253591733323,2503.3077101936283
628,2298.45596953059,2326.8583522801164
629,3471.0015574296535,1999.2965562486072
630,1771.3091103133,2649.408886676402
631,1818.8616807663225,2482.982088979454
632,2929.722875375163,3055.0438345101766
633,2303.6495231111494,3516.7984730599333
634,2209.0364712220144,2327.2976155856986
635,4123.226592529666,2167.872926660799
636,2371.3993590492164,2101.788150222309
637,2127.4538657808703,3818.1112086287385
638,2931.137267314102,2692.127955517388
639,2360.269167967171,2578.5465733719093
640,2505.586551862996,2578.5465733719093
641,2002.8226774500322,2429.2554696553707
642,2162.9062193160034,2106.092433680911
643,3330.8040213471263,2885.465782531424
644,1697.1953966456106,4726.86475964041
645,2695.300872717772,2220.6617721746584
646,1997.2259010384264,2819.361660582938
647,1936.3361453373368,2141.517798611135
648,2385.2313023271863,2784.286539664945
649,2421.2224499413005,1827.4434684393898
650,1795.4124113437235,2948.0037793996353
651,2257.559117833671,2030.5188351150748
652,2472.612374623525,2342.3237281445267
653,1632.2121181671375,2599.1429374443787
654,6057.329757175391,1773.8274732166392
655,2182.0666229925037,2434.1582027335385
656,2874.2426893913057,2216.246844651493
657,1979.4420759212717,4680.1474214133705
658,1947.4637820718983,2654.5689127132937
659,2493.2406972921503,2789.963507877085
660,1550.0569189131045,1973.7488988580146
661,3127.85281356251,1929.0532386889518
662,3099.196182359713,2225.8442329271625
663,2648.379150733072,2106.2913607675996
664,2539.248906148038,2025.3735943917156
665,2320.5818561824644,2851.6235748471504
666,2533.7086645526833,2318.864673882651
667,2847.7024037562815,2412.07977249315
668,2623.7571343689574,1820.3206978391147
669,2955.670852295344,5731.672834868246
670,2448.3944679668757,3552.490860688911
671,1824.4703855576504,3860.1726111594667
672,2047.1960705476072,3881.8123458511336
673,2508.901585443548,2192.4577593006893
674,2472.966009337013,2398.958041039171
675,2598.169585142147,3359.5370615976726
676,1760.796595731477,2675.8739478249704
677,2118.0162985613365,2257.4117875128472
678,2271.0546366847298,2825.165921769997
679,3342.7154927024394,3995.0861258486
680,2367.83658771826,2579.3191278227987
681,1723.6793667511413,3280.435623100667
682,2272.2935245199765,2313.770495518728
683,1919.9898664994596,2409.5724503031074
684,3467.584343121018,2610.6658905807008
685,1808.8234621159154,2444.4962234175846
686,1823.3014298085423,4036.557293323372
687,1956.9554853287361,1943.9711802567501
688,4802.50716687702,2229.649962927255
689,2003.3186465467697,2294.9457068021766
690,1726.872095216024,1908.7664548751677
691,3311.79472600176,2456.852540564806
692,2197.476470120875,3090.8082307309223
693,1899.2579426329694,2360.8840939105385
694,2660.1052893170545,2756.161596145734
695,1935.2741233304257,2027.5148317992232
696,1949.191808161743,2241.417372222189
697,2034.310724369629,2192.5519784720755
698,3109.249595103417,2049.8687039704923
699,2739.1955958150716,2226.0976876544228
700,2522.9831849352067,2266.6925798494517
701,2104.7033753917017,2106.55467050349
702,2708.1978296387024,2509.1430051957927
703,2612.971350643142,2741.5829934032104
704,1709.4890242695749,3084.8311738497587
705,1692.7640218575693,2257.031576704741
706,2277.5037883665714,1896.0913226594275
707,2744.513132912408,3708.581519102612
708,2951.5923290736428,3042.5069881468644
709,2365.4623224148954,2368.141521544593
710,1899.0592432959982,3210.115974447586
711,3916.708374438243,3354.9173040455266
712,1789.7553391606884,3157.2967879353464
713,2851.407833096251,2080.2928942894296
714,2233.912594475116,2250.4708605039364
715,2846.6299030894575,2769.4900648411594
716,3397.8427731132538,2535.3874164589934
717,2038.7293501901504,2269.3589642357065
718,3783.680824219812,2640.4849184136524
719,2239.1184130843662,2554.330571922179
720,2644.730130580512,2698.2791676792085
721,2708.1432660126275,2418.8899804704847
722,2340.9099635005805,2211.034317936194
723,4246.451009674524,4428.992844517767
724,3075.6715464809085,1682.260737965816
725,2419.3601939579135,3062.3260162846695
726,2271.1246151355194,2164.15255125828
727,1531.985222981909,3389.8101278799177
728,5485.173673495975,3092.8837532677035
