,modelC_ridge_train,modelC_ridge_test
144,2474.4349907900173,1912.226563732982
145,2516.2614313123718,3604.345829241846
146,2035.3981432144394,2375.889105808711
147,575.297559433897,4437.918942880504
148,1756.953199914477,2517.3188972529356
149,2068.801809307756,2387.9701466018987
150,2314.28176997122,3415.514162619819
151,2410.4747226932027,1889.5219183808524
152,2910.629223105564,2807.311911167785
153,1594.0619867991247,1784.6147899240345
154,1939.546639976542,4412.0039372216615
155,2227.3226030553897,3664.5469846544984
156,1669.0933329424702,2273.5974034004867
157,2565.5055889890605,2551.1449629822127
158,1979.0200696861607,2478.888876197615
159,1603.5022909832264,1946.420475092747
160,2399.451388213435,2961.125227328933
161,2544.577566860003,2132.2544659408754
162,3043.9334255564704,2201.377979919737
163,2095.9584726466906,4379.829795961141
164,2069.646036077485,2569.882879391778
165,2030.5401273689101,2160.238438233907
166,2098.371747290164,1697.395880963697
167,2841.872701085897,4030.4467429177357
168,2516.041532062789,4891.442181696036
169,1871.7950135031401,2126.124395866119
170,2548.358331505652,3002.6314267735424
171,2412.772950240665,2999.079408780018
172,2608.829867079668,2335.579909976553
173,1834.2968750509092,3707.2584041432538
174,1738.5568334300992,2360.3758149747364
175,2228.4315063274194,2580.5670434228646
176,2314.1277788341527,2959.0249408590817
177,1904.291396451148,3926.67356294497
178,2310.7730910878863,2295.594281210213
179,2280.2854624699607,2967.7941184371166
180,1348.1549745201685,2318.7875382896264
181,2324.1127973012503,2943.8112891667106
182,2449.7543682773135,2355.216419967089
183,2190.3826586603245,2403.567751547391
184,2526.735159376625,2045.0949696139294
185,2909.0074112786324,3578.9948858913585
186,2258.9929195823966,2159.8482051602195
187,3302.082162235325,1998.7323583515208
188,1760.3066150322452,2434.039690469382
189,3118.415354906175,2452.3864138657505
190,2504.6680510852816,2188.1753749206837
191,2959.5442875823155,2404.062351944239
192,3711.438820902359,2526.7502169551444
193,2318.311263039856,2179.496868287978
194,2462.7728553068496,2666.2643523381967
195,1806.224101529096,1938.6728912678923
196,1801.0543294253232,2341.1955599248895
197,3042.7054482210647,2267.6095065489035
198,1929.0961925568881,1838.082118421845
199,1955.3819089483084,2454.90676971032
200,1618.8313288766215,2213.755781763236
201,1667.4790033546205,5149.588340188044
202,2197.6656738233855,1964.7300379761407
203,2135.5016856466254,3846.2492348835526
204,2302.583673161177,4432.155842097638
205,2293.058719735176,3591.073322705185
206,2356.295916901093,2128.1350245880412
207,4134.227324251468,2277.1216096759504
208,2150.334346160579,2802.6200732538728
209,2630.932643172526,2092.1410036521256
210,1422.4609298185158,3168.756328635976
211,2146.653436564855,2098.2217251192633
212,4288.8462158005295,2180.975945105869
213,3281.485939081166,3488.0669537926674
214,2674.7183236684514,3624.10865689243
215,2245.412008736751,2519.7263130139295
216,2293.0261124616545,3160.2993183708427
217,2901.798911246211,2843.0512547445205
218,2233.9971752342935,3918.8005715621025
219,3637.070588576724,1313.836563228852
220,1759.028386398718,2505.2047701195306
221,2583.33649640925,2124.3285687303164
222,2308.732767012818,2876.189385717216
223,3014.5486848577802,2033.6834693918033
224,2463.479398146306,2378.859409158251
225,2369.428456563978,3634.4848655083233
226,3861.475517713987,3680.733423827661
227,1943.9781966584055,2693.39105387694
228,1861.1023360318932,2088.1649637502323
229,2529.17311995071,734.560866616401
230,4030.907035353509,3281.537596019475
231,2817.296323223077,3177.7661165672152
232,988.8949016649251,1692.0049021931463
233,1877.3934004964165,3099.4321728033765
234,6289.060787126268,2952.7811441885547
235,1518.5856932550812,1610.2101043472362
236,2319.7311830913577,2450.1466211293255
237,2176.5512072765664,1948.5911434138586
238,3187.680202799193,2144.871047622243
239,2580.0885871914384,4867.258286486855
240,2526.158474715306,2183.268378425093
241,2449.5466775989416,2166.8433884121696
242,1981.2318748512432,2010.9045304970587
243,2530.110748906882,1202.2875616143015
244,2646.629341604581,2702.6265804313157
245,1841.5335346919933,4113.927899653083
246,3784.7520330890748,2522.828177618833
247,2066.8670522306597,2406.860345580259
248,1941.8389847647331,2352.2374542421385
249,3767.920384097138,2588.071025259314
250,2079.3224596513137,4533.885769732759
251,2073.2558179194543,2566.4904660700495
252,3222.842779899941,1181.4811418537913
253,3296.9170593342915,3139.5741488987605
254,2223.0610954317444,5143.040284276791
255,1591.0854318137128,2719.14413286561
256,2593.0040235808096,2659.3642843357347
257,2664.3093274468074,1779.5882264338622
258,2542.4387164525106,2054.767609658954
259,1935.264681020783,2211.683269485976
260,1341.3747485230474,2072.5539452863295
261,2945.1617370063173,2197.3402640256
262,2147.115041064595,1985.1661976335192
263,1776.3362618656313,2380.1038136572
264,1640.71363783366,2347.6818861207735
265,2462.1186076590243,2320.261598069644
266,4050.459021406643,1643.2526447769299
267,2360.852141217408,3075.0233718300883
268,2321.1307539004497,3598.789658866838
269,3545.7560599715657,2515.077217655694
270,2092.7509487788843,2259.649136499097
271,2837.744690214845,2402.9581104485314
272,1810.7452702630635,2889.6358027221036
273,2574.873469998586,2514.874676534308
274,4966.7610450990815,2261.365866182071
275,2894.1655264826068,2847.3477902405803
276,2245.9160829176035,2125.014084948269
277,2996.690887826095,3345.023287444543
278,2160.3196688085272,1778.8364169355955
279,3645.4317016139103,1831.1542558993194
280,2613.737751350132,1743.4089807975695
281,2214.0247546496607,3748.647308756167
282,1816.9691904421761,2211.8494000052183
283,2275.2220975863993,1939.5802320390908
284,1731.8405209371192,2315.221236163966
285,2117.7571686063006,1986.9164639678147
286,3111.9374163342,2138.2683077925913
287,1959.866395002341,1938.9739626174116
288,2634.9946730737743,2380.417547119448
289,1530.779726836049,1848.0696720242067
290,2143.9555521745674,2780.108957946423
291,2725.0202861763087,1993.242029106889
292,4310.5224169671255,1733.180793352217
293,1443.8737953100058,2560.027333533324
294,1831.0596012736644,2529.7207511664224
295,1667.1750411314874,2064.048713426985
296,3220.606374940788,2610.5006409454386
297,3115.2013918423663,3290.2267431030623
298,1969.1850989325892,2262.6827718050713
299,2299.025984594227,2085.9254801738293
300,2378.7646479431432,2494.9944863274313
301,2431.062126438554,2897.598817469568
302,2584.7415812041972,4666.724264015055
303,2690.8495215356556,2330.4913688866027
304,1754.6035408956318,2907.6993554264595
305,4434.8340014387795,3743.344661867999
306,2314.3803261476187,1678.6422788752893
307,1654.3841734448524,3005.8288100325294
308,3924.7530955344796,3471.102201336108
309,1721.6781630208375,3268.562144634858
310,1937.2758654585443,2610.8178409804414
311,2234.7639066151255,2144.839173779714
312,5175.881300092609,3840.9190747040543
313,2349.4559656663123,1950.2933958945946
314,2442.734478171131,3640.2746145553415
315,2018.1021123774708,4743.8097568693165
316,2693.4572360133143,2576.922211737196
317,2334.314217690489,2154.13009590195
318,4706.846342813284,3048.824627250632
319,1881.8997420439437,2887.6163108828623
320,1900.9369957958409,3128.097189394337
321,4536.264219340921,2181.4279002251387
322,2858.6385229702555,2779.0728390727136
323,2496.257470469423,1819.9665989265413
324,2585.770882605426,2807.4478706460136
325,2042.5759679001847,2528.31980553592
326,2655.8759818050826,5327.370554181046
327,3379.5815896298427,1826.7528286959077
328,1331.9406526195835,3199.1005622129483
329,2277.5789196571955,3116.3913502931514
330,3590.9041241875143,1826.2377476719535
331,2138.0191361460893,3083.068504111
332,2661.399680974672,3356.860819574105
333,2052.954467513845,3737.4492421068244
334,2317.342382031067,1972.5837037928982
335,3396.1857286879194,2686.057743054708
336,3248.205470760202,3450.9512513566638
337,2516.48942956577,2628.913686855315
338,2625.244567146136,1583.9616077160858
339,2851.4312817631394,2329.0783647217195
340,2516.3940998831827,2528.446549079703
341,2283.880140192198,3399.0673093481737
342,2226.500012561775,2585.361418555808
343,3697.634230136962,2533.5820463815867
344,3311.387382003438,2153.568378322073
345,1284.0500796165052,5501.325415648927
346,1817.8165117184649,2762.0834441616357
347,1757.5189574611136,3193.0263974652507
348,2173.6446767683074,3216.864519644947
349,3265.0800241016423,2112.5032841573716
350,2459.778484819589,2363.2829071209326
351,2621.4704433276443,2395.6045038044017
352,2665.8492909131137,1739.2837357799594
353,2660.9760420547145,2681.6519054151386
354,2231.551008466839,2863.163061064787
355,3358.2091872360947,3603.850104034625
356,2777.9344323818887,1835.3050402310607
357,2009.3875902498244,2710.586504659967
358,1951.2399786127303,3750.5653793800548
359,2483.7972791194115,2314.336845492393
360,2182.934845206517,5440.55271868109
361,2176.236472715508,3135.175596813637
362,2852.652765836493,2361.4624860190547
363,2807.8111104341783,4369.9941142917305
364,2445.2293492807908,1953.1576805622226
365,2593.20647953813,1999.0308312298816
366,2176.8714957190145,1798.905028841534
367,3014.3626623515465,1922.892964836587
368,2824.8181217917327,2403.706663343527
369,2777.2163831038306,2443.4374704611596
370,5582.7100225583,2298.2683266605627
371,2973.121981808026,2748.492329392924
372,2730.997157166489,2118.709078284181
373,2704.9602859143943,3169.742074039351
374,2058.400865760416,5277.427565995609
375,2884.3914806864277,2892.282123670976
376,3619.253980656276,2076.1443903442546
377,1762.8626349417877,2257.759451767253
378,4134.652534532469,1663.575304823083
379,1674.0665165772332,1657.9198307196755
380,2607.777724433654,3068.4317646806016
381,2257.3428417604796,2241.399000865879
382,2331.4071850611354,1614.9396042958097
383,4554.496975373908,2821.3097896225404
384,2326.870819879402,1653.5693048890275
385,2430.9824096337097,2218.212219507043
386,2299.835023683979,2635.3180430912475
387,2640.48901154338,3112.3734524178094
388,1477.4842959028595,3503.1794682614736
389,2764.478152549312,2466.1550597345513
390,1779.4100150168376,2582.366667573235
391,3187.428746479669,2490.46384540077
392,2070.3376405603235,2161.5401889099053
393,1612.5785665182202,2336.623388694842
394,2265.742664142897,2040.0888468337785
395,3120.1453178068477,2294.27547419724
396,3390.372199090995,3200.9001254617388
397,2436.267084950899,1614.9396042958097
398,1967.886759351782,1724.4423691430318
399,2888.359067359662,2486.4654709321003
400,2101.81304633551,3463.007605541656
401,3062.0837122333132,3763.720296294935
402,2654.704392245457,2052.6655017705607
403,2200.337825832929,2514.7611901964437
404,2384.7693039212636,1703.6051374786075
405,3658.0764772934604,1452.1199977262131
406,2998.3053530286243,2551.0681822009315
407,1720.9116612184605,2685.7471531830997
408,4598.92991277848,1805.6814673700096
409,2455.2431932877407,2025.2427842660431
410,1549.158367599315,4224.017143386742
411,915.0684871036206,2441.265432525138
412,2102.1866321968764,2024.3716454437877
413,2153.834265499925,2457.9160933427706
414,1475.1212373763883,2330.9964251183837
415,1857.82947814732,2345.561886277816
416,2238.307246605702,2684.4302081976957
417,2074.5833097120308,1619.0518798395492
418,3103.9448132326343,1885.9522284685875
419,2189.626262296914,5162.045246460822
420,1758.7186325425369,4648.78117264377
421,1758.7186325425357,3389.693743068515
422,1817.5949057596358,2601.190815328762
423,3899.6611877255664,1724.768343008809
424,2174.2408340170914,2345.561886277816
425,2796.665181628513,2281.353151039461
426,1778.1178614368291,2288.5760886761045
427,2886.772308313314,2940.6292074548883
428,4256.345672409499,2758.7299486598217
429,2736.903791857035,2048.998501648383
430,2373.9285273612077,2916.3901260310768
431,2591.2132848596457,2265.33309820205
432,2032.3160731747737,4802.132431796335
433,2368.327132574578,2717.490646261901
434,1806.2197982569005,1563.4523557700866
435,2386.345192184155,2960.7895899291393
436,4086.240765506553,3453.1487041099945
437,4376.926487416424,1644.4678530471651
438,2993.71557180061,2511.928677632016
439,2663.7510632773174,2718.999958590985
440,1816.5484726042114,2212.3726298270785
441,2379.6716812091227,1789.9928218977202
442,2327.8042020893085,2091.0182216036146
443,2460.049030705633,2374.4165385253145
444,2893.091411074348,2326.156167207965
445,3354.4792115555633,4344.294517402796
446,1849.4148445624114,1982.043731319427
447,1950.1658377775475,2584.957637275139
448,1951.7361682968528,2034.9677012932516
449,2307.9282254456384,1880.7680324408
450,2360.9290121644503,1929.538209549283
451,2267.368393666631,1428.509196734168
452,2289.2454060473015,2000.4269904160951
453,2103.8042285212596,2666.2165743291503
454,3751.895883059051,2510.330501623407
455,3095.4729801592634,2631.5889325754256
456,2071.641213577454,1791.814768698095
457,1672.7065183474194,2967.874895674117
458,1873.779823720118,2282.184567715468
459,2178.698960203223,2454.541971085912
460,2946.907060526846,2126.2701864357905
461,4043.4679201441504,2837.995852326486
462,1735.670365155326,3661.1349440757413
463,2256.9323188488984,1756.6907176237207
464,2772.065561441732,3136.5632078949134
465,2395.4036726214504,2429.501201034973
466,2049.46164789689,3615.680346251156
467,2030.9609753006253,2030.6570246332435
468,2515.85625179635,2021.2150902048743
469,2786.768662485797,2291.3128839316637
470,2027.959434788543,2688.4688817294855
471,2281.1968708733966,2875.9696590519698
472,2693.917218252829,2812.6813726943446
473,1821.7910317027777,3680.7334318217827
474,2565.958873228331,2209.766546327805
475,2271.891172398952,4345.667966276641
476,1997.75000475349,3855.8063318312793
477,2449.427310744215,2161.654397486085
478,2043.25207170039,3083.068504111
479,2099.6601431522963,3120.5777771568078
480,2155.723275300508,2645.3447640419336
481,2798.4763469261234,2788.617381772498
482,2815.563253285145,1634.108220065947
483,3081.417345218035,2913.412623455518
484,2619.884881787157,2116.125959732167
485,2141.2693140031497,3624.4030792578824
486,2394.8372829491177,3209.979205192738
487,3494.9283021135307,1650.894987672157
488,2584.6584302389106,3435.1771997376104
489,2057.992659305779,2601.867757743751
490,2308.4094824733947,2433.4994078527916
491,2929.3011119947723,2283.029159224831
492,2505.454748774705,2548.8542679925717
493,2232.297251130134,3890.8994959029587
494,1429.0196584135501,2272.537698659525
495,2426.8728338323663,1649.0091381723148
496,2209.005169316665,3345.375636768389
497,2463.4594320613573,3340.9770186019205
498,2004.9579857784497,1525.8255155515785
499,2431.343379682834,2606.12197027604
500,2760.844179090382,4339.657432951384
501,2028.628044245948,1887.1151898126504
502,4353.145831226097,2539.1751320049116
503,2236.297378842196,1339.1240370590042
504,2463.159966666986,1902.8264571234297
505,3428.774557915816,2245.0854554898688
506,2398.0645426121055,1872.4595314583617
507,2323.9343483901266,3201.4136669200807
508,3040.0015974171847,2513.9483838744914
509,2091.2704177874275,1532.6421854268785
510,2465.9776048441618,3735.857217318734
511,2895.469978598544,2183.945752802964
512,1679.8299823009015,3711.771587862916
513,2968.7431374040098,2898.397704122094
514,2461.736820180201,2489.9561413308074
515,1899.37664403936,2479.489265797144
516,4767.708143662752,3578.234049865863
517,1595.5953822425267,3330.4050504532815
518,2153.7613535526616,1879.9510070173026
519,3490.7931005534774,2549.2175859583867
520,1978.8081336680284,2189.3222798261986
521,2816.0459680887084,3512.077586993718
522,3400.2938592080304,1603.5578913141242
523,2895.2995485549154,3630.108623176203
524,2730.4126643164827,2509.7092925253382
525,3133.763290827351,2956.856153620328
526,2509.934836276412,1694.4838382666196
527,2525.0273988662725,1810.767749891814
528,1476.215532850203,2981.47450439996
529,2025.9784079272276,2524.538954189531
530,2124.682039897864,3447.9079177236426
531,4474.4199110191885,3441.089313146085
532,2090.023932493649,2117.3765232829014
533,2149.7478080456553,2563.690092604976
534,2924.186241394375,3672.7376100552924
535,2150.6692664115976,2442.5351750898567
536,1937.3998027348416,3036.0788746825865
537,1782.0148649158618,2870.4786283108947
538,2316.539119334153,1498.8565023392482
539,2188.1516821615023,4228.324203181022
540,2334.734795520885,3583.069335019046
541,4329.468926648617,2458.531268735067
542,3034.5566732701054,1301.9575500601998
543,2470.1334737698394,2870.9775217719466
544,3363.7995569681307,2915.760995675303
545,2256.0183400274104,1589.8205399143365
546,2318.2052980408093,1898.6683264110306
547,3002.7771486386837,3397.401474716274
548,2074.7731375766148,2730.864551234087
549,2447.0637485577963,1977.7760088668106
550,2223.627471173721,3177.89744919118
551,2231.7685523684218,3259.950559889486
552,1876.8207776082354,2734.061211696032
553,2591.7836971974702,2425.4636460536467
554,3781.045326442976,1885.2514573538058
555,2002.008898580873,1066.9658261559446
556,3070.61319793175,5167.95955928269
557,4276.892128202759,3427.512250882851
558,1984.1878910558871,2517.8426117101017
559,4822.690422738284,3041.3356435241935
560,2456.3299436380858,3729.374454142361
561,1949.3206310095004,2015.8569768711968
562,3991.5287957595338,1880.4084530216496
563,1436.8608988121211,2600.5186067814084
564,2312.982931923692,2360.4727255840326
565,2115.0681107772766,2983.6875565984674
566,2501.8707542296097,2519.244466474093
567,3376.0782773115325,4530.765222062658
568,2685.5658884366026,3956.2390793615314
569,3306.5277104989646,2021.9796576695614
570,1848.0166499749637,3360.895377338141
571,1983.4412422374005,2530.457393928137
572,1968.0668352095797,4161.774240786882
573,2397.3573765815604,1786.8785886225276
574,3206.870979373491,1967.034877639929
575,3002.5093645774996,2068.303855037886
576,2852.126689827859,1966.6727341394628
577,1873.498179613232,2201.442826793109
578,2233.4042591249245,2263.012493627878
579,1559.8967124822743,2460.7963605364976
580,2464.5522624238356,1549.404590705159
581,2520.4155307850165,1969.7293263859697
582,2089.6429825029622,2997.317009500144
583,2739.873351180866,4334.699545951541
584,3058.9049197358568,2686.780457444694
585,2492.0770724265617,2673.309348829632
586,2818.2647458678503,1873.0285227313343
587,1325.678452302759,2669.6777152406476
588,1757.3694015359674,3084.579887979072
589,3001.4330697952373,2703.041538710114
590,2145.6672742430665,3594.8750321716166
591,2975.5169223558005,2339.621804214793
592,3191.0266607818535,1109.7263588448247
593,2278.8320325072605,1905.3707463125108
594,3876.113943730393,3111.231398763053
595,2255.8534726471635,2350.146862175571
596,2057.057045257527,3547.1449425935434
597,2673.9562281910057,2759.1502753846976
598,3551.850197278475,3051.1716245253774
599,3426.426603851399,3549.081618445141
600,3593.8423062319407,2234.8917550120195
601,2045.2992463625237,1957.6407029763366
602,1997.2406393611254,3479.538103067652
603,3501.1540837498046,3383.096745965254
604,2673.7439493123325,2791.995824578674
605,2411.4380485220618,2658.1071244116165
606,1815.991930406179,1762.6066195999877
607,3015.707522861544,1444.0030547680278
608,2251.5728769259963,2942.1915481739256
609,3104.127967693072,2179.914607035681
610,1625.3585108549207,2151.1979359792113
611,1641.205132084981,2583.0561105998618
612,1400.4492257338682,2284.484125889022
613,3249.792698500745,2317.8656075300673
614,4359.863990154307,2367.7353448772387
615,2329.452827220163,3083.877963081052
616,1955.2379737983301,1928.9658804951146
617,3581.6961517421646,3146.858058261121
618,2249.3236643257756,2832.6621559073783
619,2042.5243868468374,2676.0964533538395
620,2118.999730049734,3629.4926254670136
621,5583.783301163532,3268.1781379937797
622,3331.5980287662437,1972.5270024848985
623,2773.2435050401905,2161.527966506236
624,2627.0651791094365,2121.992240020969
625,2556.9981216601805,1953.178907172984
626,2648.2496727963253,2622.014060752862
627,2092.98534903057,2318.6011496036526
628,2601.2557879929873,2139.087907949579
629,3058.9568284766356,1977.4033427556064
630,2016.8547274459802,2498.7725788269017
631,2128.0005223691614,3021.750801523707
632,2525.6808622124454,3290.6919399522967
633,2096.362172100778,3433.7025657926597
634,3072.421113760833,2585.694271737036
635,3222.8534049122154,2165.8761070924184
636,1721.113278926044,2147.000914547956
637,1804.5768779755977,4264.26409906498
638,2826.89742422177,1907.2761045001134
639,2619.7839015117947,2475.9685752253745
640,2660.0074137000643,2475.9685752253745
641,1682.456058424243,2238.60123193674
642,1430.032020319607,2341.341784194159
643,4101.154440168731,2813.798968470019
644,1787.090627379039,4970.075490248745
645,2825.1353391975927,1931.1621011065224
646,1803.2617351492256,2474.9402705952552
647,1865.6343773457675,1997.6205921242108
648,2683.445213193049,2890.2848116012856
649,2763.1162479665295,1802.5532615303043
650,2186.1489426437042,2570.783955212024
651,2103.0618040922905,1989.22312501794
652,2357.393318754593,1917.1672273651554
653,1864.3591045704466,2792.5823783207406
654,4865.105308926313,1790.453349478436
655,2665.0660031802013,2392.0438022746553
656,3039.607676504499,2313.3953665935815
657,1881.43543410485,4033.5843220265137
658,1645.7792592215449,2792.9642449752223
659,1966.7734160294422,2545.9323132867626
660,1740.994588542994,1875.5583285555888
661,3309.3122639215844,1339.850683483483
662,2654.3181599153304,2180.4343807197597
663,2269.278718664613,2330.2812780618524
664,2297.162360853331,2223.772140628285
665,2212.159240342504,2912.087888494546
666,2081.0439749533807,2289.3530280040513
667,2777.626935833866,2651.9786563198118
668,2576.007456113074,2126.175491227754
669,3038.0102019999545,5378.921769678772
670,2407.644829127857,3085.665988473721
671,1391.8534894500242,3524.733723171641
672,1444.1829734124988,4243.788837849546
673,2441.4602983299815,2333.2119761971653
674,2364.6778405625296,2094.6038644433575
675,2239.158317048225,3303.701949444224
676,2403.285553956945,2712.2691983864006
677,2114.451441630511,2229.4596463122016
678,2449.3426957644083,2910.4596636535307
679,2615.4890564744774,3605.116648299571
680,2584.3189826414628,2541.9398359159436
681,1863.747265172099,3458.081020552299
682,2204.7576358085603,2015.6820728733703
683,1323.0779299625858,1947.4597397841549
684,3836.2874422788636,2311.7328772220894
685,2002.6556740823617,2783.7792865185834
686,1672.6806167643967,4089.6636494385375
687,1947.634081629088,1337.5248440023383
688,4395.3328663187185,2503.262066273825
689,2064.954377051527,2179.6317239321224
690,1660.649449185035,2272.211757250272
691,3655.884558971191,2586.926074037074
692,2052.622181555287,3540.59622726251
693,1268.6137257004423,2506.7890183927484
694,2934.4031469990323,2657.3371346753656
695,1910.860882226621,2107.241713110788
696,2161.937426358558,1931.224027968629
697,2386.9536701978104,1767.9327069209892
698,3058.348156628045,2178.222164193785
699,3408.496604753676,2333.5716689813826
700,2640.3481122444737,2557.3892175636947
701,2017.2818808703046,2465.596894483815
702,2511.579417901394,2455.1045029488137
703,2454.1106687792003,3023.649163454106
704,1445.689696340558,3177.7080126944084
705,1323.4355910562185,2475.370286477346
706,2264.959531235131,2040.5629325194436
707,3028.638493704044,3155.879175730259
708,3096.467366622168,2543.8702958042586
709,2269.852701534591,2509.3258629228358
710,1428.0169648064295,3021.692538910407
711,3541.1399490393533,3527.9098685313393
712,1423.8957434325675,3186.070963266592
713,2644.17540509087,2007.6348139057118
714,2290.152717595698,2429.864265448162
715,2502.5531740743345,3268.123552215587
716,2958.71085511176,2507.813397096118
717,1937.650746124548,2461.6742988195874
718,3434.440349076878,2678.2422471384243
719,2236.9879721962557,2487.0799878266016
720,2327.62972461544,2771.0594772979457
721,2433.3094463477964,2416.012476748151
722,2585.46907023548,2296.66244751968
723,3625.8170583802175,4077.423308385491
724,3175.8548433367214,1561.3602519789692
725,2072.9079513128054,3084.9812362544244
726,2664.23019452075,1691.1433337790427
727,1587.1514690008644,3550.64888547755
728,4617.701813963571,3417.205258070617
729,3290.3843544469364,3097.6172240945007
