,modelA_train,modelA_test
74,2151.716989528266,1959.8126091822019
75,2318.983455823124,1996.058880185165
76,3586.687529688787,2513.0468673817873
77,2727.5345421741,2258.3407781411074
78,1884.2938250361387,2552.34838114769
79,2166.5945714643003,3111.744602053627
80,2535.114722493529,2225.662363694224
81,2708.28091516152,2907.741436206782
82,1901.7396600085522,2954.5612423545144
83,1933.2056855048454,2602.226729854387
84,2445.2460388546515,2160.4140007748792
85,2140.442966653414,2043.5524864576262
86,2183.404829237226,2653.2386040535534
87,2425.2373936511117,2589.2450290107445
88,2975.6544899644696,2339.5503442983854
89,1968.261162003854,2263.2537572923243
90,1848.8779613791094,1555.3488782524635
91,2321.6470401035613,2133.677794195229
92,2102.04521882671,2893.3140761750324
93,2329.6976963763,3844.522833394086
94,2877.7225736438036,3703.784130845528
95,2575.8451392542947,3278.828087801424
96,1886.2250551759512,1486.8055824392295
97,2243.5087823544204,2509.3317818408254
98,3221.768388281495,2859.8533884879544
99,2159.5600504210574,2468.6948100486056
100,2291.7187920179376,1680.812314312988
101,3726.3180280567103,2367.7222676904676
102,3564.5914270858198,2174.754554660012
103,2338.179033535012,2256.050212651869
104,2035.6943763283507,2486.9971156302768
105,2694.017546759526,2035.6629962034574
106,2072.0270954997095,4839.929639851257
107,2126.7167088268543,1760.7128653062987
108,2839.5914883986698,2603.664672360108
109,2463.5465257682463,4455.806434927995
110,4272.199650216642,2289.08689311521
111,2522.2868596559947,2505.7582855144865
112,3493.0840172375433,2528.73600780141
113,3214.0842464910484,1497.6206617852872
114,2623.5743069303376,2503.500509329421
115,1769.4176994865304,2725.199414323223
116,2252.531522619152,2422.4025172671872
117,2493.639566845587,2391.085699971746
118,1741.0879697097184,2696.4245115170725
119,4071.4319223733864,2776.768867149317
120,1593.4990908881964,2076.094892389328
121,3118.0129813409444,2708.5402868614046
122,3145.2482995163236,3783.3267602491446
123,2551.945317025572,2449.3096299846447
124,3390.95540508884,2317.089343422601
125,2573.3186089409824,2108.6309788799
126,2330.933932156114,2750.069428491233
127,4983.3581389021965,2527.5393106383017
128,1763.012862221235,3984.274256012951
129,2282.2396062754283,3819.412584256547
130,1877.722631397846,1870.3513435228147
131,4604.116928885692,2932.3891332688927
132,2329.240750770332,3034.5972035391214
133,2357.1953101415106,2099.028279869153
134,2276.5149364563113,1564.7308456272033
135,2547.745384899603,2453.8774070494887
136,3063.4460363781614,2333.807241600053
137,3062.7847662355935,2844.3703235010203
138,2054.62981405813,1677.5363499623695
139,1719.2453453152061,2519.1824459065215
140,1912.858825945993,3912.523649616197
141,2716.373822159967,2172.652239388446
142,2699.2594575664257,2257.3187717595865
143,2496.8905991984398,2421.644305569269
144,2450.51861812554,1961.1615187606744
145,2580.4044526580115,3682.8605087888077
146,2303.5488346396637,2119.6901539320875
147,1689.7316101901142,4222.186754504889
148,1963.3098200465347,2703.782902108601
149,2328.731415357126,2522.4580588739827
150,2154.632835526657,3656.7230411056453
151,2031.4647759560694,2230.7311526382805
152,2873.503823527133,2813.501912201783
153,1618.4908075682295,1789.8522999239735
154,2416.852837590096,4850.38377899727
155,2033.8050791851456,3537.8913231962856
156,1879.357516492089,2385.965326820763
157,2683.838376480387,2489.286199087767
158,2019.8983767218538,2152.15653888618
159,1719.8276579540423,1822.9440093640703
160,2654.865909104528,3245.4412957500417
161,2491.028839562455,2301.0685737157323
162,2528.4870542018734,1959.4098104478212
163,1721.9957297588267,4950.772436635243
164,2174.1868963561587,2395.346715258229
165,2080.9510246661594,2136.432355026811
166,2006.2793039302574,1571.6121251421323
167,2661.677659745999,3644.6040072694063
168,2445.8293478908267,5157.115966228692
169,1820.24418646632,2031.3543638592441
170,2454.464381714387,3009.982521247943
171,2352.2066426013653,2551.0938653547505
172,1798.9362668730523,2433.9798849659956
173,1729.03907782175,3270.6763248409216
174,1958.1444422909276,1939.721518984624
175,2085.0495540629463,2470.5025798104034
176,1943.510980115771,3384.520289428382
177,1828.533553969928,4848.598163928507
178,2171.9782768086598,2069.993318428744
179,2294.1337830567127,3012.911167341229
180,1471.5286606333507,2449.7988689879953
181,2404.887348843071,2747.0813348369234
182,2536.150623188602,2467.243534732141
183,1922.850608866128,2523.8739038234826
184,2223.2409906608664,2611.317297421906
185,2716.38787206132,3438.1763477841137
186,2015.463289883568,2303.3031476747965
187,4047.8234283402658,2030.8475348171567
188,2410.5545648280995,2444.384390307427
189,2965.4777743389227,2342.9130142562744
190,2472.957786622757,2721.225935971229
191,3412.198836029372,2332.682129446429
192,2754.9111220467876,2626.6889794223803
193,2039.9348825716684,1996.8790709140376
194,2726.21138695395,2441.7400036919157
195,1925.222166272123,1842.9588116193172
196,2070.895321013357,2391.932539790568
197,2486.2534023364037,2344.9036856149155
198,1794.3647194156747,1962.495725266494
199,2487.4275254958075,2339.711469808567
200,1684.1991894447144,2302.492461231631
201,1731.3516543587975,6050.165960036053
202,2346.163899637265,2297.3565218187423
203,2420.476284534366,3813.7984102146934
204,2442.9991372819527,4477.057280552204
205,2576.5143265172737,3618.90261353331
206,2391.914643094705,2039.0732443009797
207,4224.910063545496,2242.251909109519
208,2155.5809552268006,2667.6117995048003
209,2601.9886271242294,2137.4815336066667
210,1880.1652666034875,3023.3619652912275
211,2170.2292139761967,2006.5408280171516
212,3803.1555122215573,2117.916254052818
213,3124.637024759338,3723.3925497430696
214,2549.407681994468,3154.002420802995
215,2267.9919685232962,2251.500277864709
216,2058.2136943329233,2791.5035932803503
217,2323.812063748825,2722.2703472910594
218,2318.5336059499496,3978.507476448157
219,2804.153334464897,1501.1824057639774
220,1814.8557417087432,2231.3536294026794
221,2299.7339055538255,2051.865626293629
222,2121.2900400798508,3096.760872151795
223,3495.254942626897,2142.390519641125
224,2289.51035619805,2290.8825352996155
225,2274.0427248575224,3220.2972561768565
226,3586.6712861989904,3951.122164712297
227,1801.2211143865188,2658.761108191511
228,1969.589838918065,2144.9470128441
229,2584.8454232459076,1352.2649470356462
230,3809.2282111812146,3686.984228033244
231,2654.23620616207,3390.688045844199
232,1976.8235300562587,1857.470882882752
233,1907.8889260649946,2606.0178557357353
234,5976.965452524476,2869.304049353648
235,1835.8448596112646,1888.3828276407555
236,2343.905964007486,2348.3239866404097
237,2035.3665594349968,2055.8206468639664
238,2771.456151755731,2334.02954458442
239,2440.5992004021996,6151.257395234485
240,2258.7077916569197,2274.641418709908
241,2870.9542843837057,2052.1387329753034
242,2350.564407786642,2229.4624474508632
243,2565.717418876823,1510.5095281159527
244,2918.723608042712,2401.014035616616
245,2095.659013116519,4265.873680032523
246,3403.9986152592887,2854.728006533055
247,2054.6101052547297,2285.5298163197112
248,2229.877479606906,2248.9998952618744
249,3560.1265053383413,2935.251438749881
250,1835.4510247010123,4762.8467787455775
251,2281.6219507653577,2219.751755285915
252,3191.1760040595964,1837.7855978949683
253,2439.6026193824787,3167.759033000434
254,1984.1138063494561,6556.531195244097
255,1962.4417110985696,2438.2517306232553
256,2349.542970194026,2652.7145557160047
257,2610.1963362561523,2016.9590843339167
258,2359.7709772015382,1820.781675852125
259,1859.5926612906987,2542.308861916682
260,1761.5743461700692,2047.7617052840483
261,2732.3543799035115,2004.8452138040416
262,2362.665467034237,2232.056849814521
263,2129.2676986448505,2811.0228078271716
264,1713.1854758053537,2511.010930534973
265,2032.9188801964215,2252.76341374598
266,3504.3024088290313,2115.499091856568
267,2035.9003641782988,3203.8555726648274
268,2218.939104773494,3667.985829786537
269,3225.1938854168275,2246.3802745328567
270,1812.049367559464,2555.092990631596
271,2664.587109238331,2241.9818124397434
272,2181.4034111335727,3369.3833010952344
273,3164.925582400319,2845.6164955502995
274,4508.951519937131,2437.857920200495
275,3348.254477239329,2385.5512769696597
276,2231.8399390316513,2191.0634135452683
277,2733.132011794657,3192.303331936954
278,2690.680023056611,1907.8472964047246
279,2589.0483468148245,1789.655204818333
280,2351.001149306196,2026.0725085929885
281,2518.5329023872623,3677.789539249347
282,1721.5403267644629,2072.0985657144874
283,2042.319860047388,1959.530180307554
284,2005.1724129660636,2109.8705990945737
285,2091.9040252768255,2029.977966640306
286,3007.525850321853,2088.091418281213
287,1774.231087945702,2058.1614678211718
288,2560.521200797918,2136.2940538277026
289,1746.40133743038,1652.8074101881261
290,1914.869761892579,3160.815892879306
291,3080.52069653585,2133.460288897025
292,4757.338953155122,1970.0119657928196
293,1580.2074918639973,2401.364772811252
294,1488.2561244446151,2534.961758514745
295,1856.511047318139,1937.1127184373283
296,3123.6950814956917,2529.4183279697886
297,3328.4278102725975,2753.2971779622285
298,1750.9146311959423,2073.782268270575
299,2576.859656021474,1975.057080865025
300,2266.5082579943128,2398.4763257542822
301,2251.014952489471,2966.9648111836286
302,2629.569246048067,4483.931974795893
303,2700.034220184269,2161.9975172354825
304,1984.8774339020665,3048.3489644305487
305,3531.4478186211945,3138.691634864887
306,1693.6962988126672,2039.0246976077256
307,2058.0408229419477,2847.5858986790504
308,4680.408071263243,3976.379666082607
309,1560.940360748218,3552.0734872649873
310,1846.029923048652,2513.222735080128
311,1874.3332489725171,1947.7211948667468
312,5524.393269283906,3641.465455643224
313,2230.912437659903,2079.124694244655
314,2674.336116444243,3434.3355385902455
315,2164.633845527491,4650.711519828718
316,2756.7362252020303,2226.719296010656
317,2236.083627964802,2059.132196892405
318,5238.5368356446525,3300.078151303312
319,2186.6311937794753,2884.023841934698
320,1691.6475401659675,3353.126395638683
321,5137.321295422216,2324.0103166141407
322,2611.279679355205,2796.102370204489
323,2632.000464068912,2069.962586014636
324,2400.677838093296,2461.5353792436154
325,2154.0857132309548,2301.463813554858
326,2663.62850134272,6681.23173558452
327,3381.2704979244245,1855.0571897259294
328,1580.6984320972513,3618.935299532499
329,2127.6174792410816,3471.0788407641653
330,2980.177696995763,1870.617271819729
331,2569.0924659923257,2405.9781795921504
332,2473.861634533943,3399.8695812768215
333,2341.246823481312,2916.2684994158503
334,2370.3004132437472,1951.1750830674216
335,3072.106151141178,2674.8223780560675
336,3045.4309546135105,3182.8796936873314
337,2471.1766508573537,2615.2313744070375
338,2459.3859621235547,1898.287793188393
339,2805.8867242813894,1967.0553270643172
340,2216.8859193786816,2375.622386760995
341,2137.9623079179573,2786.3303734410583
342,2007.6187492123815,2283.3105684043385
343,3516.738552115646,2283.152535153187
344,3211.7366290703126,2158.2434595123354
345,1849.716064958669,5185.783103193735
346,1871.2436448732342,2826.6819334061174
347,2243.8043674308783,2917.7948717009413
348,2292.9259773575213,3371.591064146271
349,3749.7756666261466,2367.327288091804
350,2244.704866004414,2068.668583070573
351,2355.8885719275086,2742.442491857041
352,2960.909299564567,1932.991090216763
353,3036.7644518803327,3193.433123486466
354,2212.8727759022986,2916.6421117517234
355,3035.4219758968643,2616.8548434101217
356,2545.971545075135,1736.1543859056371
357,2066.72215135262,2399.980178714213
358,1596.8789863299291,3186.841527818329
359,2872.2809155565506,2223.8288752791473
360,2272.3110125913267,6391.032622222193
361,1823.3403549856666,2623.517870273441
362,2433.405161027265,2321.4542084276386
363,3054.03365219304,4476.904054949944
364,2423.402759003591,2034.0647102565076
365,2287.903442032057,2234.6324270979717
366,1960.808729861061,2046.2860837937071
367,3330.720818373146,1745.399043208728
368,2573.334602270924,2176.415912481101
369,2506.6119559525614,2794.3697150962034
370,5796.8396122482845,2455.9943357662933
371,3211.2510337588833,2883.976736861516
372,2517.9721741888943,2078.5108970476513
373,2619.0098780969947,3030.695903506761
374,1592.2757343778915,5200.846595976957
375,3071.50703917293,2999.7140503664164
376,3613.512218662189,1976.1346367298313
377,1705.1821968237655,2145.5473849125133
378,4156.894256315014,1776.7297058704378
379,1643.3164231080832,1918.0176885779103
380,2388.510430471683,3595.614707352042
381,2232.0554126751545,2245.3057372392373
382,2097.7041744548565,1542.5471957024863
383,4456.986507519729,2839.2894507924493
384,2546.8005744696547,1911.059661424558
385,2279.445764940214,2113.2272982614895
386,1935.7223845654435,2360.4077947656288
387,2656.7119166000775,3172.5043970304296
388,2060.011355135396,3875.9651000825716
389,2447.355628734489,2159.542127167971
390,1784.4040768647571,2215.0530254432397
391,2772.5943226134677,2233.434405445749
392,2051.8370586800415,2193.0018061170863
393,1946.2103605601492,2619.751832438603
394,1801.1122176778158,1944.0944139305411
395,3330.183466314955,2155.8916132326026
396,3015.1170573271543,2862.8250740372832
397,2488.2573749485796,1542.5471957024863
398,2211.9647488954306,2080.7674021594007
399,2705.913689840724,2810.379679043731
400,1900.3617862195997,3080.554203870774
401,2877.7442661715363,3802.7892008438926
402,2280.1279184665314,1840.5815279705305
403,1977.2760528342114,2267.308473009712
404,2456.0792854904635,1983.584297669644
405,3337.230871958013,2096.683844809005
406,3038.0340267557017,2377.1743947636432
407,2128.050001059368,2461.1937564142327
408,4413.606968118731,1975.3838868558184
409,2432.607761614895,2000.6687369594795
410,1795.9168680406237,4648.888131506638
411,1761.6863669021402,2369.7826916847794
412,1949.4443815925429,2042.4994473205147
413,2227.400177363977,2567.041372370402
414,1675.0696978419749,2556.046264512634
415,2189.9180320045302,2219.9668256856685
416,1999.1045114310577,2431.4969011301246
417,2145.8877070871513,1791.3361057097325
418,2346.9743620743848,1920.1257674105686
419,2713.349521178115,5454.659640685121
420,1907.9179467686936,4740.910523779018
421,1870.1681189312685,3230.685731150642
422,1989.8481196978682,2784.5110584404147
423,3651.878019102177,1961.847508125486
424,2127.7631981533377,2219.9668256856685
425,2215.7827217618687,2385.4273147125227
426,1755.646802848287,2155.883777623826
427,3459.211606372936,2864.466532107171
428,4284.4114143148945,2668.433239996351
429,2501.8909162589425,1939.5993617668105
430,2224.6110866120794,3029.114047886274
431,2904.0706237053373,2347.268729826396
432,2095.060244732771,4436.282749776571
433,2447.70164084034,2542.5182876253307
434,1840.3556349645773,1744.6962486595864
435,1959.7705459580693,2797.3872793415535
436,3296.364444040294,3139.432992280673
437,4022.241402236781,2111.6850999924036
438,3201.9827526376557,2509.855041589185
439,2529.569008820228,2659.6767717257126
440,1882.1028288484645,2126.513603049754
441,2433.9952962850653,2006.170325928866
442,2067.674214743024,2244.035723459893
443,2652.798276988786,2135.9744144468737
444,2810.533277619064,2178.8696705328016
445,3265.9116918325503,4216.0533504380455
446,2015.0653646803478,2262.534763963481
447,1884.4948354697058,2646.160087949572
448,2441.5687227668614,1800.4055938270412
449,1852.4628586347858,2267.006312278401
450,2315.304967801352,2064.552039904278
451,2546.8167469673385,1624.9260659471834
452,2509.387549434459,2127.6589445387917
453,1818.7365689368987,2392.888488033083
454,3222.3277279441327,2659.0834264015143
455,2696.75059036933,2050.020065860598
456,2234.2426640587505,1961.2130159438093
457,2040.8040891291062,2782.338401138353
458,1996.937675543911,2143.153714132673
459,2166.147312091376,2445.427777449752
460,2962.446006886691,2040.7225733687678
461,4432.6104809286135,2163.8093042269443
462,1909.0387354766813,3935.5564097849297
463,2023.6340839817449,2147.824113347887
464,2487.0031074630997,3202.2454809491583
465,2219.6822415732718,2310.410645965526
466,2331.187498262216,2966.9131337093954
467,2060.87240418185,1515.1971135616086
468,2701.914772542422,1943.02551826672
469,2590.866326925267,2356.7362477579068
470,2066.691777342149,2922.421006419084
471,2834.189537823207,2490.0090970672013
472,2559.5322658563355,2657.360154627897
473,2036.5024559975022,3923.845468364446
474,2770.7789888772622,2094.70283734869
475,2703.3773651341207,5320.568224891528
476,2005.6932330331483,3588.364251054263
477,2643.609278983723,2149.9319112131607
478,2272.5314893667037,2405.9781795921504
479,1993.3660266264492,2899.6409972573138
480,2365.9810644216645,2516.5666280222345
481,2349.42839078999,3051.203890283987
482,2538.566839702948,1538.815139183368
483,3410.0700074967863,3019.5410961820025
484,2727.7770519420997,2176.6382667682415
485,2213.314399938423,3495.2042491932652
486,1538.0019982746762,3413.4936410508976
487,2840.076719188367,1749.766385593282
488,2506.272524480776,2771.7331332963963
489,2074.3641589612334,2141.28169826299
490,2103.231054064627,2441.9313060036607
491,2480.948960650231,2279.396790895
492,1953.1532090358348,2322.220768546501
493,2471.657479935996,3331.927567779231
494,1542.6727990742186,1897.5122577725251
495,2178.8443453913296,1821.7603807482526
496,2303.4198631811737,3090.8329183790956
497,2666.6289337428025,2702.1111195879375
498,2208.109795170112,1884.173485645563
499,2085.816007657011,2653.116232105536
500,2537.8627835325947,4441.306621461856
501,2457.7029042554013,1934.9205673274587
502,4206.171470634491,2587.376067252159
503,2176.187765162164,1648.9294662328036
504,2414.9922980494725,1933.77498331907
505,3751.2665439687694,2128.7755496744726
506,2195.158062901159,1726.4232873491687
507,2304.4430712192243,3325.136823403075
508,3411.3412987061224,2523.015135198375
509,1937.4738471623896,2664.846766555945
510,2171.8139293098457,3460.6069542592586
511,2720.944459155553,2245.2207914286637
512,2056.4371850816146,3376.9087658604353
513,2673.225413762322,2825.829424792345
514,2050.275191365778,2588.2485406195196
515,1763.6726441318763,2627.642712718643
516,3859.090830697146,3012.927985248508
517,1377.8783037748422,2916.315189102936
518,2163.5487434584725,1933.0998187139417
519,4127.885379102716,2289.885442007867
520,2393.248568793771,2156.3457755732916
521,3215.4294930066894,4251.325602511061
522,3283.8209253305636,1743.8041740929373
523,2018.1054753938593,3524.250350947144
524,2976.995121994833,2328.279827174556
525,2959.764231710103,2701.6726875351515
526,2364.9610719109596,2000.4876227329958
527,2201.417652602905,1824.1925659582216
528,1453.7308280634763,2570.280023824078
529,2112.2224525550514,2677.0899531039454
530,2879.256066672433,3653.7998313073053
531,5470.994782568752,3633.997188094933
532,2707.0751712779957,2156.48179864096
533,2155.905134535083,2376.100098086757
534,2691.9954660941,4450.590747262603
535,2106.7010647849756,2415.478456151227
536,2180.2237633862505,2807.5869596954108
537,2038.2850801439229,2931.145216557544
538,2362.548959947265,1662.2683482120988
539,2178.319806741349,3602.8801953259112
540,2362.8615324071943,3543.0399559287675
541,4466.437716205613,2253.640013257564
542,2743.398446586015,1644.5680450690973
543,1906.2586293297063,2719.717496125316
544,3863.3879578235665,3177.4734014755136
545,2965.1208091722374,1926.2285334926776
546,2247.198982318707,1907.2502172581565
547,2797.1362329446365,3341.119356330722
548,2043.6898592551267,2809.860149870429
549,2719.514041926693,2091.1617706531415
550,2192.687094008108,3140.7719067931275
551,1893.3121021534482,3780.9564811359232
552,2019.1055810016933,2865.0977570194264
553,2177.073237920802,2094.2342120256562
554,3315.257828985765,1903.5762651898906
555,1949.252210957873,1723.077593917614
556,2804.6143199911066,5442.444269498179
557,4984.721804577637,3735.751193133696
558,2325.4005052680004,2367.338427547141
559,4024.811533481942,2785.928541724269
560,2182.288004050956,3446.8322674683186
561,1803.2400260131728,1905.024700560492
562,4302.686829004024,1869.906957884589
563,1824.0379274477805,2818.43827768544
564,2408.3656041737877,2274.3505744064414
565,2102.0119087646526,2781.040985706025
566,2474.908234094892,2182.4717052219376
567,3212.419645181804,4343.264643653339
568,2434.033479526843,2989.653818119421
569,3298.534530288462,1987.896538667145
570,1884.6155052979425,3093.3352145331933
571,1986.1017079973558,2672.921902891628
572,1943.459735518347,4152.036211730851
573,2499.4093770251793,1789.804931566805
574,3430.767677626969,1815.56503086009
575,3095.8482002501914,2066.281984184752
576,3735.9986951259702,1974.5215331732602
577,1844.8374060778106,2220.8609185887467
578,2280.374569641759,2153.3819349741525
579,1488.488857317591,2473.7720970721643
580,2635.3621860914614,2293.6459454819387
581,2365.797999145591,2102.3314378869236
582,2404.1948238510754,2977.957611174051
583,2794.1014153442015,3928.984572532672
584,2941.1730999975957,2733.7272685603994
585,2447.3564175668585,2894.623331465118
586,2357.0726705478714,1925.3605284630285
587,1313.3756338886933,2837.005438572654
588,1982.3970503764208,2840.739929766211
589,3389.639109948526,2842.6920760895773
590,2305.272779886653,3187.675852976785
591,2754.491170540842,2214.7747340295728
592,3254.5019519656094,1697.2158644568103
593,2204.8862108655185,1785.8307212768264
594,4549.134288030384,2715.1402644987006
595,2030.3352898296948,2049.0085303958576
596,2056.8486836155516,3309.429148455469
597,2968.4077587389697,2772.528554737318
598,3302.2102488729884,3567.7665011322983
599,3227.0691388941955,3145.8037333548414
600,3443.212818207474,2209.536962092107
601,2181.773506795313,1749.965144176061
602,2316.58561536373,4367.154847929988
603,3725.203000269243,3085.994598778625
604,2378.9796106438494,2593.963548575356
605,2585.1719347094927,2326.452260489447
606,2432.4833008152004,2169.6190446202745
607,2717.422309719917,2039.3325354393528
608,2578.049092844421,2613.623897835891
609,2974.698793795596,2130.357896736922
610,1719.727114168922,2310.5380788945213
611,2909.076488247121,3058.876323774853
612,1387.5575803441814,2099.6912809579117
613,3652.586756445893,2309.0429566319863
614,4112.431469000958,2364.7756712740966
615,2260.9209156823304,3142.0619918302555
616,1900.5251657823494,2197.3127706631094
617,3247.8845449596633,2879.076357512752
618,2410.4989620964666,2955.938895609587
619,2355.500985184623,2625.3055236490545
620,2133.404462970655,3574.1544203262774
621,5511.991654327703,3379.3507839011736
622,3083.7208923698627,2298.7835034713526
623,2397.2928345821942,2169.4860917018896
624,2216.974224159323,2165.10580081872
625,1993.6585943696946,2062.836299580197
626,2609.6874036818945,2332.4049431597878
627,2315.784319909919,2512.1501274293355
628,2453.2697592766945,2444.964229994368
629,3053.4130579358343,2111.261617727546
630,1924.3914501532638,2600.2305929856716
631,1934.164579773102,2451.8081885586453
632,2613.3158652891443,3049.6738172027044
633,2581.6286985125225,3432.402583722765
634,2511.9783540581047,2657.3693183859164
635,3539.143389352431,2130.6228455983196
636,2248.7597994789658,2008.7799335868542
637,1905.4567869462833,3964.2691612665703
638,2825.1480004724995,2372.197896710501
639,2440.2979119382917,2357.467910557104
640,2356.913866608751,2357.467910557104
641,1842.2061603417303,2184.955122461237
642,1678.328735046556,2167.4883281128646
643,4095.968384150259,2834.9147010473507
644,1797.2638524678223,4691.137620273452
645,2309.074813123187,2262.0895140701564
646,1894.2241919109224,2640.226848694616
647,1866.9496363009805,2214.002371864544
648,2617.8855638744453,2667.9016873849423
649,2316.293880837318,1783.3946657099864
650,1733.6945527014661,2967.462622365845
651,2648.2853107610285,1962.7554481200136
652,2344.8179769924773,2424.679742765329
653,1752.35280925785,2465.747213825004
654,5840.677940965313,1749.510054946236
655,2343.253878125508,2356.724381265052
656,3195.134573718514,2247.3140011935448
657,1963.5285303728324,4656.492042495898
658,1703.0153830707854,2761.375725172973
659,1951.7965941241423,2633.2101640326073
660,1518.2575709546813,1815.922243810202
661,2674.6709371394045,1792.7464254148545
662,3164.779294366739,2195.1672153225545
663,2540.763317741846,2279.459522275995
664,2300.0148924458476,2186.478751921304
665,2460.511449949715,2790.090772168213
666,2573.2754256259877,2411.9558068663273
667,3072.0671821586066,2200.9123724824203
668,2437.8557980391174,2007.8370706336486
669,3445.9041207514333,5457.410021418374
670,2261.6510755737413,3464.3632348425585
671,1456.4965767380995,3902.9992744962096
672,2046.9202284745645,4354.9046819047
673,2536.115255087847,2233.2662522042497
674,2291.520648097656,2445.2663896462554
675,2550.745488669423,3287.4867260824817
676,1680.6954662756546,2469.617000535326
677,2031.0932652855395,2097.39573143247
678,2234.8714854975487,2882.334627861304
679,3396.0871420277235,3996.037553681511
680,2188.245301519292,2407.5650188386867
681,1961.7114428163409,3335.6253487569265
682,2070.8383417081004,2171.703412657003
683,1933.0906686988174,2302.074842556441
684,3509.4456617972814,2358.6349601234697
685,2246.782840895388,2646.377236108727
686,1822.8497117926815,4029.5903952831127
687,1977.058860329457,1821.0493483583182
688,5192.496919656585,2380.733617744091
689,2153.4398875357174,2230.2518915383835
690,1830.6282181407137,1906.901120795011
691,3097.2021700518585,2311.048114071552
692,2313.902590252441,3016.127358085682
693,1711.6806706368302,2371.7130343840026
694,3144.9633146912106,2934.3514593197033
695,1789.992010399798,1788.9619422966728
696,1897.6105993443318,2180.9225344239608
697,1916.6994934791164,1972.9673378197342
698,2735.2369400425596,2102.357564813506
699,3224.095344113169,2418.3551949725897
700,2571.859744825217,2347.8830162969834
701,2038.7776922080518,2193.434543374653
702,2718.251134737046,2287.398195261154
703,2642.263041829767,2722.272841667063
704,1597.4703627067559,2840.4672657591236
705,1599.7386883759018,2406.004633239862
706,2299.2792075327734,2015.987178381743
707,2350.96555701935,3656.5938578824635
708,3235.986778015301,2634.9234925736264
709,2212.080125393415,2383.891229317317
710,1657.652784779403,3256.304354447456
711,3582.912816805315,3025.9794735354367
712,1807.2131276812315,3103.4028164830543
713,2664.0030771473325,2001.8975374825598
714,2189.1835921357297,2345.5634179226668
715,2663.9622824242947,2552.2592525147675
716,3605.103044776036,2568.2138809952994
717,2144.149097835055,2249.60951351383
718,4345.522399987967,2634.3744593155266
719,2149.1131280286663,2481.716038947673
720,2942.423198717837,2513.7263532369434
721,3106.349816726265,2333.962854073821
722,2828.379262160976,2232.1400563274847
723,3649.8737659462095,3889.4669693629257
724,2900.34475571673,1762.3179063499513
725,2570.7702190368873,3149.794511237637
726,2573.19241576397,1978.62319188123
727,1370.551817771241,3639.9992536922136
728,5142.576673745393,3234.114595834574
729,2843.1119781663074,2439.402292345135
730,2598.4622280640283,3438.7460315086864
