,modelE_lgbm_train,modelE_lgbm_test
90,1880.798138304724,1603.9087907313456
91,2487.0254797893485,2027.9924987664465
92,2024.889287230876,3091.53927072978
93,2206.606740063914,3684.027171031629
94,2764.7964136906917,3600.885369906159
95,2585.432040066019,3084.2536041050653
96,1801.9284356992514,1629.9640915707564
97,2143.704103987411,2500.240614024312
98,3144.4988748196756,2810.2341709112925
99,2122.670582487427,2126.171808556634
100,2381.035534787851,1888.3163005537203
101,3624.2652097583614,2326.26653335854
102,3442.7564377633107,2187.940610896926
103,2287.281043875197,2278.0354606397514
104,2191.0868331836286,2439.8719384178826
105,2403.931214819666,1863.28387196677
106,2102.097356926412,4608.4724243429755
107,2459.1519371815075,1991.2980759239588
108,3088.904929159023,2530.5946157384305
109,2253.519360173708,4257.537140415007
110,4327.82734634409,2340.4099761202506
111,2447.133299229048,2320.745624285747
112,3398.004752738754,2650.461258345239
113,2750.688025881855,1736.870306304474
114,2461.430244230861,2640.5262985478466
115,1869.0078807001357,2569.8125122041683
116,2073.2263837335,2393.5896507126913
117,2407.6243853947744,2225.9038096694935
118,1788.0220737827922,2786.053315168304
119,3928.5889954712434,2871.65854396813
120,1581.6925932144686,2044.117115381337
121,3625.1980651962153,2574.774475776635
122,3004.593677905547,3605.0386111077505
123,3039.2798122751105,2368.1664802802293
124,3638.9834027509855,2252.592492426228
125,2428.4299920564777,2275.3071552079186
126,2170.4124844041576,2705.335071947954
127,4973.833286273358,2374.933479712867
128,1848.9312304120865,3838.288737320977
129,2830.1515426711653,3579.1260631549985
130,1873.96921759816,1976.655760438561
131,4335.882823481459,3007.9895207761706
132,2399.982220370976,3309.481613405888
133,2365.1242541751467,2201.474871669082
134,2284.2770390029646,1662.98213880489
135,2748.23819912847,2158.8990348434304
136,3252.7852758299246,2402.453974702415
137,2687.403035264369,2994.2355319357853
138,2069.727652696462,1588.6541291071885
139,1722.3182486856954,2466.5937238225747
140,1977.9612542435152,3634.174835881616
141,2455.9329634185074,2277.467470965633
142,2512.9190875378545,2351.912266305017
143,2495.636832444085,2746.2757779791195
144,2491.618015666987,1788.395339873152
145,2642.515328049486,3321.9730828434995
146,2496.5319033766627,2211.7262817121045
147,1688.5858041943955,3513.5081121607427
148,1951.46651541503,2711.4266787657057
149,2131.5962100261704,2449.8011209509996
150,2204.922036853623,3710.1347795252805
151,2072.563670232516,2236.9124284720865
152,3130.5530953750554,2666.355941177583
153,1731.12493244153,1916.5434822755615
154,2489.254254216057,5086.038304120683
155,2283.6830021454316,3606.7731117616336
156,1862.3079043657324,2391.7215831398
157,2722.8281657829684,2456.7578311683587
158,2138.947250916444,2414.918189311644
159,1834.2593665900283,1792.5758034085459
160,2680.1926695802367,2805.399745222475
161,2278.5937514511643,2344.685069025471
162,2589.1328665028973,2043.8965003760939
163,2054.731506886019,4878.389451789836
164,2161.053369612003,2382.153727459638
165,2063.2588540561633,2079.8727897131525
166,2157.934003141368,1554.5275452608835
167,2261.444830856808,3565.5911829065685
168,2653.431582330153,4763.592893223317
169,1802.9638848082263,2029.3504307216667
170,2302.8103199964967,3109.5384245296214
171,2213.7412531350224,2599.104862680485
172,1833.0295540034301,2554.122542368651
173,1639.7269577637824,3536.3270363634556
174,1909.4968321375252,1947.515017324773
175,2028.2917633224276,2380.4779334276996
176,1957.4255499306855,3489.5760365082015
177,1964.2682464592242,4779.494486581315
178,2127.4578334881726,2021.256512250593
179,2357.5713081873887,3005.090345976395
180,1513.0780730353085,2409.7645341720026
181,2303.5028128370245,2447.660802262432
182,2365.9822680360508,2380.6184366907323
183,1707.6047996321993,2500.1934642076067
184,2116.4034561989856,2654.675382032556
185,2906.9712478489946,3423.842415225111
186,2125.772675947283,2505.532366943089
187,3354.6568265547526,2147.024312173707
188,2181.151394776684,2309.729962908985
189,2697.255399202738,2356.927750570703
190,2399.4363898418624,2399.187172878896
191,3904.590080574316,2209.5238835358523
192,2904.631371204448,2168.0534914241953
193,2455.5683083736585,2064.857382486589
194,2709.2348383423523,2603.0530748166566
195,2111.2024207915624,1976.5366747727871
196,1950.0614852849083,2342.7254344088
197,2497.682228599258,2382.802140293295
198,1736.0763921404402,1918.0558519823746
199,2210.7312171526432,2229.98559254158
200,1689.7042842317762,2224.720160472979
201,1931.748527450378,5693.548735856748
202,2268.0623011660227,2452.2591103974382
203,2482.0716400658675,3577.7482293517337
204,2334.890860085896,4830.747198113277
205,2790.396233698446,3785.0989905894326
206,2333.890253054067,1921.962995775495
207,4455.473500949459,2376.376915047466
208,1958.771881297841,2691.565755788244
209,2526.025644455117,2086.6756401798516
210,1703.1121120418914,3458.453139625794
211,2583.4834360469804,2087.818470926481
212,3901.8890827444316,2262.4067253608746
213,2702.3025990304827,3444.8556766394067
214,2344.9569514746677,3025.4052924674875
215,2232.2478662464655,2118.9560246299907
216,2076.941221703572,2516.9227992698425
217,2546.8543307919435,2697.395653084417
218,2321.786065722833,3863.357235242306
219,3283.4170117137865,1645.7039029424675
220,1954.17658930389,2394.6566816563127
221,2570.799137001176,2102.4789242929537
222,2197.972267887135,3160.756344401928
223,3301.2963792256737,1952.6061679246118
224,2223.909407724651,2343.957204251345
225,2126.0855584773835,3329.1257233825672
226,3551.7959618504,3970.7221660501955
227,2069.5746525459735,2826.154337390184
228,2057.7914763339836,2172.1615630742513
229,2582.646534031952,1646.30477663972
230,4303.097584852646,3462.7917085897634
231,2666.452165648499,3493.201343619859
232,2219.3177521019834,1832.2724607156663
233,2083.6529245324373,2892.07836867048
234,6159.309267307452,2639.683314429133
235,1943.8450003187409,1930.8824926645993
236,2527.8079717106957,2297.122483840272
237,1996.5637006472803,1921.2742717278215
238,2572.6454610450924,2284.3711476302583
239,2518.8867360156055,6024.386535704334
240,2291.3941753536615,2477.592250517191
241,2861.645396054213,2043.1132899323002
242,2222.5960105337476,2265.04193282161
243,2559.736807192483,1574.8174022569196
244,3143.167768511922,2336.89586775551
245,2178.377995995786,4069.9119914291687
246,3827.9761415126454,2832.591736842041
247,2171.591766477012,2291.344712475252
248,2194.753243537661,2600.2117575967486
249,3516.3410077269195,2725.3705877592142
250,1855.7026489053062,5086.610578957001
251,2141.706347316759,2195.722577435199
252,2828.0866590117244,1994.4740497163189
253,2501.0952072567056,3229.5078597792462
254,2016.3791689682064,6378.424314714392
255,2011.8579169293591,2575.062818884372
256,2602.9336292320772,2650.05678336875
257,2429.4264012779213,2045.2995663567108
258,2133.13930791155,2023.8167905038536
259,1898.597852990294,2480.594432955334
260,1755.074526832334,2177.6194493738676
261,2497.7221199537184,1875.2578119387792
262,2353.339494550996,2124.1938439069913
263,2076.303043052762,2845.5456811843283
264,1922.3523656457073,2393.7477654058653
265,2382.5438166041868,2849.864867726226
266,3477.9180011564945,2211.158120475039
267,1900.819211055356,2663.7739199367848
268,2220.2698511727035,3847.1017947111163
269,3820.3302564617916,2315.3075611960858
270,1822.942769085694,2746.6989009296326
271,2448.7769994268183,2170.5317587552695
272,2637.5020291183273,3321.6991550890366
273,3392.9467423680544,3384.042679581241
274,4633.953247938257,2709.1977106837167
275,3527.782870104569,2523.478186421224
276,2271.5957501201374,2466.6045021815717
277,2745.6443750663825,3245.681802496602
278,2604.223401349688,1885.2127164680835
279,2755.4290948370003,1858.2113555578658
280,2509.6313609943086,1953.1524155607262
281,2391.214761701087,3428.866508515999
282,1717.8681988973217,2030.1385467649936
283,2095.1898232223302,2077.7760148451393
284,2040.4708618519494,2270.5133325128327
285,2331.0396021628185,2065.4747034534657
286,2665.3278244762837,2152.696000322069
287,2056.552581173276,2296.298008403978
288,2647.93457268153,2162.1677633517497
289,1735.6879110913144,1645.140858502516
290,2132.0269113874206,3182.1450506136734
291,3074.381306695667,2240.502166044628
292,3789.6197005410368,2109.8616040964034
293,1664.6525239361397,2471.509919334609
294,1829.0714776605307,2425.852610880135
295,2022.8996743504974,1989.2120784336155
296,3106.1321441754553,2666.6426094900667
297,3116.704510189809,2729.6635367237163
298,2013.3683970443283,2166.81863739606
299,2589.7137004725682,2083.0739697308395
300,2392.9686849159666,2445.1195719212074
301,2245.6630360986737,2969.638253265837
302,2617.78473055487,4360.206315951617
303,2733.8571441173253,1913.0674320570047
304,1985.5734368743585,3007.475058605161
305,3114.0414160436535,3165.9807487203116
306,1837.1242749578348,2009.7559763737013
307,2114.243532213479,2677.9019701721545
308,3888.318921979691,3698.4841797033355
309,1702.3302087798165,3382.548364039269
310,1832.7553231335207,2569.3893059598763
311,1965.6524085382553,1921.8636875103693
312,5851.8691394166,4043.8222790655504
313,2353.2523255106576,2154.304920849388
314,2534.144541763935,3302.255643565014
315,2389.3058598273547,4467.579231144282
316,2610.958528040297,2564.6655791087405
317,2208.0369767148113,2216.615973911825
318,4979.027366179608,3437.590479500689
319,2082.691835659216,2707.0061850520815
320,1805.982356782635,3154.1126487144616
321,5379.73405449561,2376.410064129124
322,2545.6367901856415,2580.222612188542
323,2515.0713689699537,2070.8178699940354
324,2234.334210536048,2608.707201603937
325,1876.5132770215055,2348.219132675843
326,2301.368596335231,6449.904110583059
327,3391.8815491844266,1879.5537638033325
328,1761.4227836464638,3288.7762750839147
329,2231.6677169152417,3601.4665517429203
330,2656.4462799715207,1910.1594248112451
331,2425.9283258463283,2710.317921252881
332,2475.5316134197087,3377.6160596857094
333,2486.9612019920505,3178.1688564600154
334,2250.1190506002267,1942.5275012558814
335,3079.130091725616,2697.299511869443
336,3719.1368743540306,3633.731180452084
337,2240.478015540821,2404.48970105175
338,1990.05926825485,1935.4717697065116
339,2614.098407778661,2003.9063986906644
340,2218.3240158113244,2330.3878824190806
341,2207.8175162773086,2908.5227338880113
342,1830.5546955351297,2567.1175918924937
343,3209.9064525472636,2406.3701805598525
344,3201.3456806807208,2174.6013118613278
345,1950.835032188587,5475.771701659005
346,1822.8144521383847,2870.008111791723
347,2092.187827061102,2983.813659106068
348,2088.8362993680867,3152.418785140173
349,3481.3112353844267,2354.2307465574468
350,2073.9913646608975,1956.891327683045
351,2506.69189142305,2610.265836134192
352,2972.9680946018893,1970.7548610773308
353,3015.3780090428236,3110.2737925260844
354,2228.7699519727125,2896.843838265291
355,2930.043154722537,2475.497747646146
356,2453.69120354692,1872.6585477181275
357,1906.6614216318214,2711.8175416709937
358,1502.4387943919728,3190.2792052835584
359,2964.3305326489103,2327.6751139162925
360,2471.5226561002933,6166.349859839929
361,2277.431073914812,2805.0140514027576
362,2797.2638543017792,2188.408619846762
363,2855.088945844878,4453.781322869561
364,2489.7254659975756,2225.869432684206
365,2215.296217357018,2293.6845079549157
366,2040.0364525981379,2052.2016030851905
367,2984.9135070189027,1820.8006131689592
368,2684.9832486180258,2322.518492833378
369,2614.381711408716,2568.115556270331
370,5854.316825329189,2353.1000037501462
371,3034.5219389165504,2955.2817719738705
372,2375.1820139978327,2253.2640892115974
373,2375.1820139978327,3026.2190277642153
374,1767.8096942569935,5333.696492577548
375,2927.214424895189,2656.9567300160065
376,3588.6961187205675,1979.059682202945
377,1933.88031512954,2203.527682277235
378,3925.5064560884794,1745.7145270867863
379,1885.198970214122,1846.6831633873833
380,2437.927798330262,3513.436036684827
381,2142.8446204517713,2396.20001523324
382,2291.4001748017085,1716.3977905476415
383,4035.3398209950683,2708.987993982427
384,2426.711547162458,2035.950165663211
385,2334.2687013652717,2095.8643705711747
386,2194.43322173386,2367.4653637878428
387,2578.094580108412,2910.2048866109863
388,2047.0823177238658,3864.3114596439204
389,2430.4108867481086,2193.5471710663683
390,1793.254818594965,2317.4923736354217
391,2831.6757685099333,2388.4332223500733
392,2097.1536620737093,2292.3535657809834
393,1984.7296059479258,2539.199207623149
394,1963.6863788258954,1847.3946513288806
395,3279.5925508709365,2256.99130860562
396,3031.398620234059,2471.229418039312
397,2421.4751233471166,1716.3977905476415
398,2700.480483074557,2111.3766613804232
399,2938.1243195909087,2799.6549826202945
400,2020.3868381692432,2978.4109977199505
401,3073.813345520754,3845.250788347076
402,2279.9648779981726,2008.4752168592247
403,2127.1735863552826,2365.1671802026763
404,2395.6287018555913,2010.4915411476454
405,3047.6539379668716,2418.9769794030412
406,2419.600686505005,2352.9299968618166
407,2276.9415909699746,2475.958660553043
408,4096.816636454934,1955.3959457781996
409,2398.0793653016894,2048.5086998617735
410,1710.775890593157,4761.971930652511
411,1719.6053210979862,2428.1669153734583
412,1983.6875497897959,2191.7395348852524
413,2237.798554521256,2405.919894488158
414,1809.6930677696673,2467.235644959642
415,2227.3286905510067,2384.2636220757945
416,1969.1302866413116,2517.604378725687
417,1884.7354611717585,1772.293880126362
418,2473.110859007548,2053.4898023390488
419,2357.5892437116554,5808.361623104769
420,2027.6681150850736,4453.118517311031
421,1944.869673971367,3050.3973484632265
422,1773.3357468819395,2554.488850074709
423,3931.0813260256537,1920.647989179791
424,2097.9801340303056,2384.2636220757945
425,2177.3484799824655,2456.515480329104
426,2067.6355548485176,2233.7939647001213
427,3184.7197043958204,2610.807646171027
428,4969.050294472798,2535.764655654827
429,2358.8313523010956,1811.832542004886
430,2187.8204826712013,2804.6103039566674
431,2843.4923542226484,2226.516756075021
432,2362.1045745726315,4557.828708242413
433,2572.1095866651,2395.5531149719795
434,2063.1549001040107,1992.0234243442524
435,2066.300785318246,2743.307129827787
436,3589.666007628341,3149.339540182329
437,4152.459583557954,2128.2842422596545
438,3004.341384635208,2718.819988979043
439,2423.325157174272,2864.3132313062674
440,1902.7749160833232,2269.3960153050607
441,2324.037233955222,2242.5664182539213
442,2059.946681369091,2226.5278877760115
443,2769.6818813805553,2162.4384538390223
444,2800.0276118529537,2241.9577252965128
445,3130.282996740498,4227.35666549945
446,2164.324270728057,2446.1374238750477
447,1938.8516404546908,2411.442737579141
448,2214.4920087523174,1764.7569197811717
449,2010.5068510091326,2121.7842346678276
450,2395.390253920265,1998.2202302659232
451,2949.044896910211,1790.4577825339202
452,2292.7840927261245,1961.995627671328
453,1883.3814047062078,2356.730975474576
454,3419.7710279520666,2715.2578004242464
455,2839.922331538476,2089.0213026039028
456,2041.9868160688948,2194.2630275578226
457,1977.1689036017613,2702.0812089750348
458,2197.4420666674887,2194.1703112356327
459,2027.9277695520288,2417.100921318509
460,2752.005259428198,1906.149709146161
461,4712.807725336215,2314.964155890789
462,2082.9322092907028,3856.3421893750383
463,2116.3977436320297,2381.5871040101615
464,2869.6400174865817,3110.730056757041
465,2399.5155675173205,2439.222401808018
466,2248.551500402084,3201.0173842857653
467,1948.8374331028526,1550.9709258219352
468,2415.7336538412173,2112.3776221275866
469,2819.0864008536673,2507.4707755617746
470,2045.538355576738,2812.3345695999233
471,2693.0772624311694,2730.472867128141
472,2946.0053458283637,2781.974069034776
473,2056.558638692679,4065.8312524885528
474,2644.0469846273922,2246.2917942742615
475,2284.032618112146,5623.849206758379
476,2143.9505899838077,3421.728076105049
477,2549.040573767636,2123.400481656102
478,2202.697221291849,2710.317921252881
479,2152.8383117247154,2980.43407345849
480,2316.7109290178587,2304.260816486609
481,2313.312242211051,2819.5159434004318
482,3267.586524922639,1737.542457653249
483,3158.2241075958977,3258.419034805883
484,2536.2348114097276,2230.9130440784807
485,2209.4893238078057,3617.523011520713
486,1423.8714870658368,3214.4484663916237
487,2780.313798374855,1647.8899052127715
488,2945.824722718659,2832.026958018672
489,2279.853700991909,2016.2315137191574
490,2145.1327567847306,2506.0322387091746
491,2625.215560784493,2507.47266758181
492,2042.5019689190813,2306.0529487127706
493,2433.049495245341,3371.3515588145556
494,1624.7200472098034,2075.281867823248
495,2024.1446790547604,1814.6118106278307
496,2205.8137614394263,3007.646666160488
497,2483.9903405157734,2948.835570298843
498,2101.3958169495695,1932.5737558009791
499,2089.8964559541682,2720.7069808154456
500,3342.619147235653,4291.906985528211
501,2212.072359494998,1971.7005095885906
502,4118.420160574596,2682.571887831074
503,2357.469777183915,1690.1142254786378
504,2266.639500294033,2042.5087592861819
505,3724.2735890918348,2066.4693731481852
506,1984.675594768697,1857.9639110001353
507,2941.5209758249343,3076.9696245768164
508,3219.8764631774447,2616.161612539706
509,1870.728419069137,2752.035067020869
510,2525.31348327663,3317.7676454973152
511,2634.312088722094,2310.6919624704246
512,2112.2866548388874,3513.138335318044
513,2530.7194305148273,3267.576689034868
514,2268.362492061994,2419.9100260852647
515,1900.5214939695381,2678.3876781372755
516,3982.149660126156,3037.263116746946
517,1419.500484153088,2996.3166546068464
518,2664.5517299894764,2030.094997172025
519,4302.764523678589,2256.521295865641
520,2122.8558035305236,2198.442450034467
521,3192.775492422653,4029.4934600219945
522,2944.597413415697,1749.5260554910733
523,2461.169537522873,3571.053821056007
524,2846.946386543028,2240.538833437492
525,2853.3175524052435,2737.5679814728587
526,2075.015856908257,2222.6763665625867
527,2540.838199914303,1975.753973769757
528,1886.1665829999092,2441.3608227920695
529,2594.043555483631,2575.7465281340133
530,2725.8713158328014,3765.2464062609606
531,5834.634926769673,3830.7801964270343
532,2397.9334473139247,2287.5326692718945
533,2234.452645455854,2228.7862276626156
534,3099.901632797855,4573.634289448528
535,2100.591195312217,2423.4783582756054
536,2071.1497034230747,2869.945092782472
537,2185.3913389103645,2782.6949932936323
538,2553.4462583019827,1613.016043792365
539,2246.8264699857573,3940.4854234142613
540,2145.6436643206375,3872.881134850195
541,4378.816057211024,2265.433502780532
542,2927.8799558053647,1742.5872415476945
543,2235.308463909028,2866.755860048944
544,3729.619759516732,2941.276581471953
545,2860.0780574427276,2036.5231774875951
546,1931.4813397208995,1741.1208337859157
547,2407.902250823566,3212.5735107209307
548,2293.8966449937907,2775.5940664051664
549,2586.9119538177747,2257.936275990948
550,2492.958226504866,3190.2800193389958
551,2485.741541783416,3512.599068583751
552,1978.9871876670225,2784.455403610245
553,2502.5782981360153,2115.634627160927
554,3301.4742316552633,1889.0672641454025
555,2052.878917537453,1716.2246294094493
556,2624.1647216323527,5347.001359002998
557,5419.719037809112,3548.5652729995754
558,2331.7616769062683,2328.762669730119
559,4005.585116504156,2779.35221587053
560,2344.7641681184514,3338.118861713363
561,1745.3394594920633,2151.6746482640606
562,4188.711037890261,1898.941351822159
563,1626.8173501575354,2855.652203510545
564,2431.110023110254,2334.4864119654835
565,2215.5273296895252,2619.7015263281455
566,2323.874884462747,2158.1782960598694
567,4099.869157465809,4292.363505672723
568,2377.0621890117304,2930.62397566989
569,3744.436185454422,2101.57813049666
570,1873.9252712622103,3026.6683344009625
571,1931.8662033028986,2656.324150333052
572,1770.3251632872234,4168.495788791827
573,2507.794414790489,1757.0358138808474
574,3540.0300490164614,1932.7555434724782
575,3179.269545756536,2161.6267825795176
576,4086.334935773148,1854.4839049300194
577,2122.457574982908,2264.4548210644375
578,2349.3920077211587,2122.33409122338
579,1587.916885013224,2595.5952505649234
580,2802.2396733626515,2444.2160384676185
581,2506.7048291629644,2069.8353265133346
582,2517.207320918989,2992.943275227031
583,2789.940476239903,3846.967063561346
584,2497.5943877033715,2604.1150881385693
585,2617.8932011299144,2875.669185254199
586,2365.1548723388146,2253.2330537015127
587,1473.1264020378162,2799.006614050166
588,1885.6301373641138,2711.033922613252
589,3171.2574149075485,2799.65817977749
590,2448.700805104261,3146.908268407683
591,2691.0660029300343,2326.3920210450074
592,3575.0535964490887,1901.7518668806356
593,2134.048675415802,1892.107395435694
594,4735.9317970062975,3244.014747225518
595,1785.0702607002024,2164.601820796114
596,2114.2038377265853,3203.6366163840735
597,3056.9963590151956,3055.4500983347402
598,3325.9598780616843,3492.029588930691
599,3378.1067354200827,3439.9788230227978
600,3203.7622176537307,2048.515264642842
601,1999.8552253100486,1771.0363862383542
602,2328.7853156184588,4056.8419985512883
603,3522.8909352837554,3427.979825889173
604,2456.4329942690606,2474.167890914012
605,2583.312408820543,2462.033283577094
606,2382.2077936905507,2329.3335644784047
607,2894.2711586246905,2050.571940145083
608,2404.2428709457654,2952.5224144773915
609,2459.2505376054596,2253.0927508916475
610,1699.4210844549336,2298.7459591006595
611,2874.5887331647214,3031.089902671595
612,1613.2701363828553,2078.2663747136457
613,3621.389895952351,2454.5303722308613
614,3903.873689840031,2646.450197119324
615,2044.1275065404086,3053.34818273233
616,1886.7401230160824,2343.2233267480906
617,3410.3626827167363,2801.3889948416727
618,2099.2350718295274,2824.8956930671416
619,2565.4038974745013,2530.2670179122524
620,2084.829260605469,3355.027359153054
621,5778.415278648195,3145.984418151271
622,3743.310296090358,2179.0132756070534
623,2358.9046792163795,2131.5429753294134
624,2132.022395931777,2275.7333988973355
625,2092.087386876378,2156.1216472175765
626,2631.835088656316,2408.1640732430214
627,2500.451651767144,2820.1947033317924
628,2568.990846439815,2574.0047241204575
629,3224.241297032416,1975.2331959789728
630,1774.1817939663226,2649.154592660971
631,1871.6835388248242,2518.449232877415
632,2616.6502336054923,3127.3612225238567
633,2135.2510455302004,3489.7226435838384
634,2715.341915692933,2427.8904299647875
635,3885.1729238555063,2080.069545200413
636,2387.682892576113,2056.7363971693762
637,2266.552322534652,4258.331149702934
638,2795.0546978057014,2572.3734874594525
639,2454.9328534675296,2455.3520364824712
640,2679.5182520367466,2455.3520364824712
641,1932.1594638305276,2388.9834971386977
642,1745.5643196682363,2313.1708838814125
643,3749.7354222478516,2730.0753306623424
644,1679.5308172469156,4796.127261630483
645,2803.4521754561238,2266.970885783636
646,1971.2631556998408,2639.3338675655905
647,1893.8442817351042,2273.793546324555
648,2419.461371632806,2815.817807952488
649,2618.187997971786,1849.810369804783
650,1822.0124587994485,2929.7724178163216
651,2517.8788901093867,2014.677517929894
652,2197.883926901094,2310.7936829997207
653,1892.058423981502,2584.905590224137
654,5845.563977038626,1721.8028860669915
655,2195.536837471347,2319.250199612972
656,2929.352500918474,2275.018009208289
657,2033.8013294861767,4690.010119516396
658,1930.4751046931647,2596.894024567817
659,2434.2536009121063,2779.7230156694445
660,1692.8396632097847,2045.4850374653536
661,2856.2386828460694,1981.2257073698554
662,2817.9882364841455,2288.9274419840935
663,2583.316141223018,2088.457178542846
664,2636.689296158645,2125.370169954867
665,2309.0234887066167,3039.890423022399
666,2401.2704568195322,2246.593059061447
667,3492.725582947528,2280.0073354843084
668,2608.4313615070896,2033.9128123651858
669,2590.916533283009,5673.666108989056
670,2366.139513001633,3481.271145370475
671,1649.2743070619683,4132.863247062698
672,2226.893723798736,4096.742767309978
673,2601.588367680629,2173.210589608149
674,2190.8899870324144,2442.302325770076
675,2400.441122530997,3336.0321282951277
676,1800.496606010253,2444.7083688742773
677,1975.481693196703,2212.0551874188814
678,2062.1990378419164,2742.051303853061
679,3357.4689385419924,4041.1686651697987
680,2532.9684127992177,2710.3604032024696
681,1715.7909868787942,3238.5428082675326
682,2482.92009591254,2233.7926426291706
683,2059.7120746946707,2316.0357620955583
684,3231.8693378073385,2483.1210326383384
685,2029.2147545005319,2599.0881808487557
686,1806.526375751827,4081.9620195785124
687,1929.6460647524862,1820.9840661208277
688,4980.901104201591,2550.4194590688267
689,2239.234506544267,2281.1398771871377
690,1818.8531557555903,2001.7500687110544
691,3464.644844556815,2393.3614081455544
692,2364.897858683506,3112.3488109133677
693,1778.1920287622775,2396.354432168784
694,3305.77115339066,2708.640579189366
695,2111.1084389925586,1993.1548128223367
696,1830.837129281034,2372.5652097647417
697,1959.9295074451845,2059.309349157188
698,3066.6834765993635,2135.8225228997185
699,2758.627710777533,2255.6731548650923
700,2378.533678132085,2456.7599006524733
701,2126.53348688292,2153.335986218368
702,2907.7405288207265,2410.3534948433926
703,2555.4777103697675,2520.923712175655
704,1736.7689402327194,3134.12730038255
705,1729.231086947052,2477.2990866224436
706,2250.0966306120486,1921.0199475019333
707,2434.604634654661,3513.339471487736
708,3232.880649646738,2651.767324184203
709,2309.4577328585688,2256.5053000312105
710,1859.67250318188,3287.7853097304987
711,3322.02030733165,3120.0563829992243
712,1811.6161716619984,3264.5113721904463
713,2728.0805492285604,2073.8928899681423
714,2303.2064325403157,2373.9813310330533
715,2807.8617559629442,2843.621133044947
716,3318.8837251016967,2598.1524978825064
717,2013.997671703414,2309.957068031005
718,3801.60866555146,2758.728258997481
719,2265.537816027692,2641.738730337685
720,3144.5185081044174,2666.480662431749
721,3309.2574987841326,2344.1699585332335
722,2452.7314361509934,2102.7013456759278
723,3815.7495866322456,4068.565352468657
724,2560.0568340439254,1863.1214340995562
725,2312.752365257984,2998.40146179061
726,2357.3967305815822,2099.14817753461
727,1545.9302940220675,3366.2352258461624
