,modelE_cat_train,modelE_cat_test
84,2437.944787697673,2056.5871884942326
85,2032.965922506295,1962.1405921691276
86,2015.129306289145,2526.672547451121
87,2313.526867542497,2520.4983860969087
88,2868.388601483333,2286.4406390590384
89,2134.0454679276518,2316.4530132943814
90,1980.529717341647,1539.9134568602244
91,2208.9978499571894,2040.5284921223065
92,2253.10374731538,3233.287610708618
93,2394.4378989298298,3799.380576761784
94,2690.2500490615234,3722.6061678327437
95,2589.886380746404,3227.3177063885983
96,1945.1562810648907,1427.3314056543843
97,2187.6789307106555,2516.8652452743045
98,3064.5104354080986,2780.2350579804347
99,2062.1361796974297,2468.938456719648
100,2662.42444137428,1677.059173611915
101,3704.0435426824474,2340.8603994239975
102,3504.8017485557198,2226.6737208250033
103,2426.9912510713207,2246.033491297313
104,2168.523825107873,2599.480364301341
105,2571.6664704327636,2016.6685075706598
106,1964.0480872813023,4858.868846545128
107,2363.0476412875064,1849.1979577989873
108,2793.9344158033728,2675.1671040166634
109,2423.366077310712,4351.289070840256
110,4318.353331202056,2304.567762614179
111,2348.1537714948618,2455.515140649339
112,3499.970292613271,2479.4572279631147
113,2914.2212057740226,1530.8676880690532
114,2564.4751844767716,2524.7147408967016
115,1880.7194339573703,2686.412348788743
116,2203.9523522882887,2310.5296991809746
117,2644.7112068913034,2356.8867929531434
118,1494.6400557648776,2807.1009573936435
119,3940.5988656552154,2761.033808494996
120,1721.1062415492186,2080.621935802359
121,3198.0676316946947,2650.7149494550576
122,3274.8116097889488,3616.193950859234
123,2605.148823328124,2401.2358375919853
124,3493.23363139919,2380.401447498513
125,2747.6941201972227,2182.0496129738162
126,2246.592888968037,2781.293841521495
127,5044.165672898733,2440.056317042203
128,1733.7839064957882,4123.282223782732
129,2357.9660611033287,3699.5134027672493
130,1828.4712150561736,1925.6306416644286
131,5083.001741682558,2932.355777921696
132,2299.3306314450506,3043.9388450967767
133,2321.9589907099453,2199.2383012068963
134,2371.452386649663,1654.1405789497142
135,2484.645589439371,2416.3014199071486
136,3128.6907702372287,2369.19379051148
137,3149.277831884774,2862.9309311968254
138,2260.285475556233,1541.5733540127258
139,1718.034437956331,2447.2038593246994
140,1977.5860994714812,3877.005725061489
141,2491.7741785601734,2223.996267077763
142,2435.6782155047463,2301.27564098766
143,2348.1509399781457,2522.310210431424
144,2408.338017428808,1840.9655905054406
145,2703.4647038289972,3651.9862112020464
146,2498.272070093977,2133.2869629910733
147,1570.456674253071,4235.3435501173235
148,1914.332695971833,2748.5459547592827
149,2211.652616213112,2435.6503297228865
150,2148.925617264933,3483.865816503093
151,1988.299032718894,2208.2974203965364
152,2746.624212373483,2753.328930917306
153,1812.0954163543731,1788.815832157943
154,2441.797475348768,4920.607723513664
155,2194.311600295429,3435.431758176327
156,1918.2514244274228,2452.3982166777723
157,2928.2233868745298,2418.6386040424136
158,2007.934695789305,2337.1440861290357
159,1776.6943454765774,1818.9905891580518
160,2725.2831217131943,3245.3394000872963
161,2788.2037557444123,2328.320369933196
162,2468.750057435832,1919.8196834221937
163,1872.882776307264,4925.426110880445
164,2127.4821763057066,2375.5192491987764
165,2151.3432642515863,2213.071713124655
166,1991.804925144388,1524.8715461199251
167,2547.078801144585,3582.3081299384576
168,2391.0900895965838,5063.242769064562
169,1810.1414898991397,2035.983245451474
170,2429.821444745595,2948.7107625952317
171,2456.1763511903982,2596.7573056431906
172,1804.5745296977784,2397.553415833344
173,1857.8160484037949,3282.561642679273
174,1849.719256019348,1994.6981516826113
175,2186.064338769396,2456.909035673508
176,1872.5435441251325,3241.600068537231
177,1962.8541459871335,4799.289704072592
178,2235.662036611509,2068.133420196845
179,2155.6129821738814,3034.4147340134346
180,1603.7012460102237,2463.4164089127894
181,2224.996385723301,2709.638938926747
182,2512.48371452028,2308.564123543766
183,1922.7477879227395,2508.7775130457676
184,2275.0596140626217,2532.418287056773
185,2484.029838564613,3307.0148236463947
186,2249.9187083512606,2280.8582182795562
187,3928.138656151913,1909.4295168843432
188,2214.5336413685404,2378.2240029594814
189,2840.0800713777962,2385.0820272679384
190,2518.258296949687,2544.2272901715364
191,3597.408592378399,2348.581656697145
192,3010.2233539705317,2447.9684124274745
193,2142.503084899937,2007.8737365159827
194,2823.718143352959,2580.245872864694
195,2007.9888767814346,1953.01302521376
196,1951.3748134052335,2344.0680118053097
197,2391.3009685912753,2360.7741951338976
198,1803.3472769627533,2001.8892924565814
199,2297.3704159378453,2256.4002493182093
200,1728.0247960952127,2102.6382100361025
201,1762.4465683562432,5962.656927885224
202,2320.3086435304203,2307.084738931235
203,2460.095534459778,3877.763000425986
204,2443.921298880589,4542.288207638185
205,2643.175509438186,3627.691718371914
206,2167.915528833103,1955.9432371629803
207,3916.257507556703,2260.711441440747
208,1997.8116724902695,2697.0407958512787
209,2528.553618034884,2164.8483361224844
210,1777.130904614576,2990.6570360331343
211,2186.9560753488045,2026.3099858650428
212,3818.7601510357626,2181.397982738107
213,2897.6636059683215,3652.4134581027115
214,2298.927117023033,3124.9038956005943
215,2015.7520963128768,2248.384487514381
216,2155.771426607642,2712.393647756509
217,2592.3724950892583,2707.717139415715
218,2316.7197828572034,3900.8471511797425
219,2957.1615509871517,1586.1020183821872
220,1869.3281288858052,2385.9242123980976
221,2558.8468430992466,2062.2379701201885
222,2310.8851403338263,2836.160843242977
223,3227.8837242008312,2124.4679976318157
224,2410.3599136988632,2445.7837400013877
225,2248.4231556671734,3278.3068724932964
226,3414.059161459884,3937.807312793843
227,1834.316120577124,2648.2397356913825
228,1941.9035879224896,2253.260843397136
229,2630.2022241327736,1439.427247063605
230,4302.332604525774,3712.6619033263714
231,2597.1001768981005,3445.5322691873457
232,2048.1005769118065,1815.6910739119144
233,2265.772913391338,2693.80181114714
234,5850.561835217028,2824.7981574293667
235,1925.5591625830164,1907.758599915843
236,2409.1236796391345,2392.4938230283005
237,2009.3404574727579,2036.536635239696
238,2772.1704596882923,2373.80224108654
239,2438.2621622399715,6147.329545494401
240,2397.198117422435,2394.335656265051
241,2451.8188012648416,2131.088079298709
242,2407.9095200292927,1968.9434413417016
243,2652.516179821333,1563.059329769794
244,2817.5278257285145,2446.2323258735614
245,1988.9389560644167,4158.536463134774
246,3449.193722170935,2816.840242351164
247,2176.2948937783244,2210.03060916358
248,2201.577775756078,2286.3366921961133
249,3638.038112694262,2940.2448071448043
250,1633.8705226943466,4761.172730982449
251,1960.8449503813308,2189.33686995665
252,2968.383349766624,1786.6152250103198
253,2534.4881713221916,3169.641141834067
254,1928.2654421204195,6576.8375990496015
255,1858.9891051040415,2473.0332295449434
256,2318.5118982093322,2612.5689503837257
257,2593.7581252890463,1995.4927497106776
258,2377.541538164404,1750.5527342053035
259,1823.8825109977245,2626.1043931326035
260,1826.281328292947,2049.74916392324
261,2749.211643475457,2028.3136703678524
262,2470.34266724691,2182.8123121270983
263,2220.766221196523,2744.2140629406645
264,1611.3963871681717,2541.9347801091812
265,2207.08749357594,2331.03206482051
266,3449.842961441009,2152.9165346130694
267,2140.68344653081,2969.120750301246
268,2278.213329727067,3745.5623700124443
269,2869.2290411724593,2373.8942606022383
270,1829.5163289644033,2641.602103099451
271,2871.610457007192,2185.0473141529974
272,2217.767719633924,3073.5223306424487
273,3380.405964967912,2878.6490097681494
274,4005.0346816057636,2577.175177696961
275,3348.639231867654,2388.429948310985
276,2089.4987553228593,2454.5841763892386
277,2777.068342688598,3112.921122054268
278,2609.186551314055,1921.6076517012978
279,3037.989937865287,1770.1847758993936
280,2186.3315253883006,2100.9942063407493
281,2219.7279841427153,3684.7736913331
282,1813.6559759041024,2084.16818903203
283,1893.946235156378,2078.2416519148596
284,1932.7472511702297,2192.9478148326803
285,2119.69097171214,2042.678718010779
286,3131.717866916869,2123.647488607834
287,1912.330847963601,2111.613013528337
288,2611.809302114297,2130.7076820671195
289,1781.5330177419241,1654.826804385136
290,1815.789425606346,3194.5786837914384
291,3053.322370751966,2215.0231155964416
292,4418.570552220867,1913.43397425464
293,1585.3306704642853,2404.602472002411
294,1562.322339466867,2550.4942241794397
295,1949.6042300451695,1922.6322453460639
296,3154.2260731909696,2466.9187010465494
297,3010.689319340909,2764.2960384226308
298,1864.731797820261,2136.0800448856317
299,2361.3977131553775,2002.949045276465
300,2489.638737933412,2411.179241689353
301,2216.0274832857335,3010.5755911640044
302,2801.6186690523014,4579.47116731204
303,2651.097938376554,2064.7645347167295
304,1721.7141619761267,2963.2841301857748
305,3873.0033553640405,3153.7864585729317
306,1664.8583915982558,2058.1897186103165
307,2136.435359771188,2792.287714017107
308,4380.253110058948,4035.635769073838
309,1818.3136457685903,3305.88537281341
310,1862.5473967259898,2494.6714585919613
311,1911.86711387601,1906.284632254998
312,5435.274256980336,3768.117585492056
313,2185.0264374730477,2067.132444381273
314,2498.693033980741,3366.825880309358
315,2182.853548204143,4688.91146415537
316,2831.8081493700365,2342.7632096614025
317,2132.2753431215647,2195.248907283729
318,5426.572161598955,3458.5871826378134
319,2147.6486485450796,2788.496299179281
320,1746.0398598264317,3297.6235381111283
321,5412.748274773031,2453.5766644142436
322,2567.5810524394647,2680.3367060034216
323,2502.9590251547006,2049.7405751504593
324,2295.3132904521894,2399.3512833236164
325,2117.3409267359652,2303.0008511808974
326,2640.2241996504054,6675.9978620595475
327,3650.222590833631,1868.604134337575
328,1535.535952148707,3505.8777358084176
329,2120.1177493195746,3515.2295706256896
330,2905.543766264131,1879.2748834250137
331,2522.3760636573056,2575.543574599968
332,2651.094499945131,3357.093500193428
333,2087.367257389876,2863.1009909460563
334,2334.737317084939,1926.4838603418725
335,2965.54391640182,2567.2075583393826
336,3301.4701000734563,3189.1431597730416
337,2489.0732621166703,2592.7086573965057
338,2246.7358801619425,1878.730465827003
339,2693.427210746587,1891.5440857727706
340,2220.7005276398986,2309.340336922964
341,2041.0189026150506,2662.6293292199034
342,1967.8021055454706,2361.2649520429395
343,3544.4449593907766,2332.8055440196886
344,3055.4090507561546,2211.4314323497856
345,1882.6166830549732,5138.763265895532
346,1946.753020914416,2772.529282190716
347,2118.6617702772073,3064.8604756245454
348,2035.9159236908658,3471.624062879774
349,3778.1429699420796,2266.3157687029156
350,2246.630335513567,2059.844996468099
351,2294.610139696736,2761.643250634462
352,3300.237618599296,1852.351732013282
353,3027.835345547802,3182.6782895578335
354,2204.713770506308,2867.0234682481746
355,2798.8832302141855,2521.5235205764793
356,2672.289820284873,1794.5537512864535
357,2001.1682559172264,2362.808121400561
358,1506.2099807090274,3175.2327492117342
359,2761.6276048436284,2246.6178259002927
360,2272.820468537766,6375.104887897953
361,2229.691839787992,2779.6711553204914
362,2531.7700455858762,2300.3326685053703
363,2865.735175404644,4363.32416248166
364,2629.517679123963,2047.7538506530364
365,2315.0363147702574,2277.171749053179
366,1980.9781556826547,2102.396002261178
367,2971.3466384606,1746.385019470362
368,2396.8238896869334,2168.6154967075454
369,2739.024391835974,2682.3867568573496
370,6498.542544418825,2433.6329786227116
371,3289.0199694175885,3018.7582779885574
372,2539.922363106492,2208.139049189119
373,2638.2479289059715,3054.043410217822
374,1832.4631122795176,5278.259298025934
375,2874.5352648860007,2852.8921381303135
376,3199.370748571031,1997.7693268164999
377,1789.853839026934,2160.1314537495614
378,3986.1473107015963,1855.8131104235592
379,1428.194097022779,1918.1470259706598
380,2437.104332255708,3515.340852428263
381,2172.539295926876,2205.8515828890763
382,2302.6210429083426,1509.9519979438405
383,4338.130124194435,2644.922878158162
384,2496.1620630833277,1954.3034617911176
385,2276.319578805721,2162.537371488359
386,2079.2221986845443,2355.4739748369507
387,2560.855202818275,3253.3590709265095
388,2022.7510815496782,3939.4487952491063
389,2457.262282933795,2172.2928171609283
390,1983.6006041933138,2092.759198504798
391,2851.780293913635,2272.5341043642784
392,2020.564332229896,2283.0102757963323
393,1838.660495657126,2515.1220823232115
394,1832.8841617266312,1900.1307375740278
395,3480.138204436702,2197.416214543509
396,3166.576662519124,2690.7486428821567
397,2688.0801376636427,1509.9519979438405
398,2227.764448041734,2068.820524973037
399,2558.2103806071304,2864.956647267906
400,1729.8992585612893,3179.3588945447177
401,3179.0230380204252,3669.3168112530648
402,2424.1658446373262,1930.3685695747583
403,2333.269955418454,2233.3463891995175
404,2434.014532926909,2077.274151581872
405,3712.134086911271,2130.8172277026397
406,2972.446856662253,2377.2673371619044
407,2204.4279363036735,2579.4356009016215
408,4399.853324424004,1982.30152540944
409,2197.811933701352,2014.8321855586848
410,1738.1230386974382,4626.44504963318
411,2089.085468630088,2289.41977298998
412,1782.3162130953992,1999.0202298503434
413,2213.0171703471187,2475.9935068168443
414,1770.6917926257777,2643.077004046223
415,2124.800492008073,2242.067902917924
416,1948.6993999496874,2384.503756566675
417,2021.745795598411,1731.8988683411771
418,2188.588407569183,1936.456546191151
419,2636.093228664217,5536.442667321076
420,1980.4404368545968,4772.824608365632
421,1980.4404368545968,3306.865862122013
422,2027.604018788415,2557.870723834815
423,3912.562512154962,1940.9135058351083
424,2093.8009896540743,2242.067902917924
425,2210.7757038581162,2401.666761743871
426,1893.6017945813485,2141.7951439908256
427,3566.9698239592494,2832.7380924552217
428,4588.134592064249,2668.3026831488696
429,2446.5365230381713,1997.5432928388332
430,2112.1846057755206,2862.7720899713
431,2709.660903580544,2335.7310900126513
432,2225.0424424727958,4529.716157816276
433,2454.736553755742,2557.0488923968514
434,1779.7170407951355,1776.3351785955645
435,2076.3111673078492,2791.049232436907
436,3547.7418286769303,3152.7923552916427
437,3716.0372025148704,2103.326288657308
438,3139.209611062801,2600.0536027263724
439,2662.786894084178,2673.622730209745
440,1941.0133128479683,2084.1290613890246
441,2277.470335645543,2001.0396456244748
442,2122.252267355378,2316.0003855381924
443,2740.713371723248,2021.4643589090842
444,2825.6664674122344,1955.7390530513203
445,2984.7820937776173,4317.8595964933675
446,1943.5110503023182,2296.1572213365403
447,1863.3744442361372,2783.0598411886594
448,2231.1138934303217,1781.4327714709484
449,1970.3958055131961,2219.646946243902
450,2405.442798669192,2077.4141676463846
451,2644.60198354791,1684.7101063416048
452,2364.0229615522676,2192.2607750309003
453,1903.5016147792342,2307.802076861962
454,2831.4695430419183,2700.2775522661545
455,2685.570072130484,1960.420850127114
456,2067.666488604464,2016.0411191698884
457,2106.0946564313494,2786.2180357064544
458,2050.3195441163484,2094.282981938566
459,2198.971297951606,2505.739641388333
460,2818.3193686124855,1953.8018735100388
461,4528.482363384528,2124.79760379848
462,1887.7139136938722,3936.3402497455563
463,1925.6635630681171,2118.8317971212114
464,2421.7694453334243,3220.8380659585764
465,2371.919454486955,2427.7307202016227
466,2240.2287452887326,3037.265407062977
467,2134.1810533669473,1546.7667006847164
468,2615.7879778749893,1937.9831136527778
469,2660.0004496266283,2334.1947222674253
470,1932.6499216198954,2930.0389303380744
471,2843.7561111884775,2472.370237263357
472,2525.08140996196,2714.6494666640892
473,2013.1329272712055,3943.744554019814
474,2593.302094608344,2156.05543233649
475,2536.8375500443312,5326.904363288019
476,2049.2541059614928,3598.981109193833
477,2709.3223394659126,2219.092771451042
478,2449.875969329101,2575.543574599968
479,2164.9411408088217,2824.2668755185978
480,2258.3749707740385,2451.160037184426
481,2293.3590429883698,3111.159510725636
482,2715.4797618674147,1483.6825519847214
483,3367.5681095653886,2939.5970248091353
484,2652.701413312056,2183.846251472843
485,2161.415039003843,3532.8093069167217
486,1615.045115040794,3361.251423620631
487,2576.263585278357,1736.3638524975347
488,2544.693768208855,2782.2564872807566
489,2204.8275455863845,2136.2395322225216
490,2321.1141096269944,2457.5203326651713
491,2736.779870034049,2296.0579582219675
492,2160.0354744746537,2429.946161567118
493,2452.2748544015003,3145.742421973371
494,1734.1176483360962,1783.829248101388
495,2183.3635048710294,1810.7095856775632
496,2332.5042422074666,3198.167874235133
497,2467.952965352906,2828.5536438609365
498,1895.8600102404134,1846.5828940121723
499,2026.6350259376563,2672.6837709701877
500,2620.718748013515,4402.3523980999325
501,2271.5755252049694,1973.1766448238645
502,4395.145729044661,2584.8142297014188
503,2005.6900917957648,1734.2128732477213
504,2464.8326616609747,1925.6091276362827
505,3871.124571925681,2070.4330217385896
506,2078.02786332299,1782.025197093911
507,2964.4607171176285,3399.3667123875503
508,3353.5664991479057,2342.265250407518
509,1957.1150926781424,2698.220693852415
510,2468.0156286352576,3429.5568574211493
511,3028.190397260416,2276.9080564107862
512,2060.988186250399,3310.838553322653
513,2719.321661540381,2914.843418841181
514,2066.6787572910116,2595.3322440304955
515,1809.6126612322505,2614.6420206986018
516,4042.292614036273,3032.9701321830953
517,1299.062440113557,2804.451508936463
518,2229.8407658316323,1925.2279721007048
519,4226.003985653439,2256.088659099083
520,2248.282398090923,2231.754243640867
521,3137.0972410820323,4214.379287429332
522,3413.621695932414,1747.943084191092
523,2287.7602424846514,3468.5215933080603
524,2766.4016660337234,2341.46779558295
525,3166.0580939708125,2805.4268346179388
526,2480.6732799337287,2017.0700574718587
527,2570.877475074532,1815.796496926274
528,1576.45046579636,2457.447484556787
529,2216.55605817684,2682.4878435266087
530,2670.9266462291735,3634.158491194886
531,5842.221589070223,3562.814829376292
532,2529.6295998477813,2290.6588691049674
533,2454.343773492069,2383.4928199359842
534,2873.2975324355216,4461.0094445923
535,2138.59015677378,2360.6302434470263
536,2266.433249113374,2712.766387372009
537,2034.490806430706,2981.41711408174
538,2260.451423208294,1566.6169475821416
539,2221.6989217719733,3531.970014440592
540,2441.937231290207,3532.03127370852
541,4389.914364557688,2262.411238117612
542,2644.5498275756913,1646.26947238599
543,1969.26139350306,2902.2337345185633
544,3886.393929559704,3148.1417386476446
545,2879.5288157922796,1879.5841758017225
546,2347.815966869347,1910.37128204592
547,2729.036233187892,3263.994368986909
548,1856.8320981135698,2838.910086257656
549,2662.362007995641,2134.4411123767873
550,2375.88185409045,3095.120273189015
551,2219.6138284714743,3830.918388756671
552,1989.6419944666284,2840.787769446878
553,2005.84874989116,2214.124137933638
554,3239.458109826244,1899.8458099670995
555,2006.9700773788502,1707.463554130643
556,2792.2127316225988,5290.890175655495
557,5126.220454810988,3758.0041104275733
558,2328.1797334745693,2208.6041969123303
559,4033.4506963437025,2764.742459030983
560,2256.5330202505525,3481.5321761380824
561,1806.1649622648674,2076.2981097787206
562,4476.316795932109,1843.2559039793625
563,2004.5221242138687,2887.917125365175
564,2426.6937258343833,2330.9322772956575
565,2039.1168987854396,2822.46877128205
566,2526.0622573932133,2188.5743640590836
567,3175.4140247963587,4279.2671543829765
568,2120.0839360111167,3082.8295444192236
569,3570.217723205186,1983.0600969215018
570,1918.7236671677606,3012.7912610958865
571,1866.4817394862612,2511.2738467496342
572,1904.528971709789,4157.440717125265
573,2392.09486771997,1731.376089412648
574,3402.3498538478134,1868.4679872922575
575,3494.8596234449756,2078.262997227584
576,3877.510340279431,1900.901945752321
577,1814.9131573371708,2102.21800169447
578,2150.9544810481907,2088.499134741367
579,1479.1828533026883,2586.183495102438
580,2556.1465068835028,2285.4921833714834
581,2361.4394721141666,2048.513574295949
582,2438.939716915442,3176.3460371329274
583,2821.6636567347355,3873.8051255144696
584,2596.9462064525414,2719.4861581767814
585,2576.8549795378854,2865.8826610062742
586,2396.4483897893506,2042.1457540116965
587,1320.2633055471263,2850.5579515521713
588,1868.9454045940824,2789.474407244588
589,3657.949412646809,2761.9599981296774
590,2312.7653040986074,3244.6219545626454
591,2302.0902034988567,2187.4750182624
592,3438.924325805034,1727.5853183308402
593,2173.2726721220884,1766.2714577648742
594,4366.207782237447,2928.5308483964177
595,1953.4765945595955,2171.3417350655036
596,2188.356248010559,3269.302057625073
597,3023.437012598091,2915.860451791411
598,3830.688310949191,3546.260506734807
599,3205.5778287278454,3272.2590850649785
600,3830.688310949191,2211.730614958199
601,2079.356141347442,1727.5052912829317
602,2319.0057070783546,4361.580327373374
603,3717.4346702881767,2990.0358447807475
604,2650.624689851146,2639.1576796231593
605,2452.9716084734964,2374.3946356964343
606,2268.7029076778863,2257.1660213496734
607,2382.802117870326,2091.9486983768666
608,2655.136687913944,2629.9016868888157
609,2970.7202693937334,2116.218072450126
610,1586.1344145918465,2324.773431599646
611,2785.1476592632143,2833.6395243242614
612,1408.5721235918288,2104.6184616361215
613,3555.436622939459,2281.520094655745
614,4248.801270710167,2560.7554917038633
615,2279.653497650378,3134.982318095956
616,1900.352668786344,2358.701405149268
617,3273.430590913804,2727.5162590895156
618,2245.273833108848,2878.67260862702
619,2314.574635112976,2653.204600174616
620,2019.9720204612718,3362.476821707928
621,5630.730262536588,3343.1779493880895
622,3001.143708693756,2276.154315278052
623,2645.2894882215915,2086.857225794302
624,2209.814105081358,2312.362916694742
625,2086.048920031523,2054.4250637734594
626,2570.424342877384,2387.257665373997
627,2191.062708339427,2555.0257511949903
628,2378.7111848791246,2469.295177255762
629,3178.19216378996,2040.8569404051912
630,2057.8423157707457,2564.259496661894
631,1865.7868501245057,2571.565642206234
632,2547.334751299038,3024.1373956556063
633,2208.715566012644,3316.5526681697993
634,2412.324255984953,2560.0004567329906
635,3568.0121190747846,2145.239913506385
636,2172.260645793413,2063.0403883999766
637,1937.8231240789967,4151.273942862236
638,2659.2948042297894,2269.3132040641567
639,2509.28754342282,2329.249326489605
640,2189.2627229145646,2329.249326489605
641,1786.2092847210633,2161.87005613531
642,1763.1047363889907,2162.701547911003
643,3774.179418348681,2762.6507393343268
644,1911.8007584518464,4624.568770553886
645,1952.3946233552838,2233.06905498246
646,1810.7975550094307,2682.9233013568664
647,1812.9254947319696,2251.821759455345
648,2491.9023002553045,2815.3128936490275
649,2363.932366031593,1728.6673459228434
650,1804.3058720800818,3089.631477364018
651,2591.731578853976,2037.3862246239837
652,2657.054758635266,2295.9385114439524
653,1712.8682784229916,2445.5442201392225
654,5345.034375663088,1875.838352743355
655,2325.035886996394,2447.1933428420866
656,3194.1165407971107,2239.9683985825914
657,1925.4282937159514,4592.506837441329
658,1707.4533953316231,2827.825750265957
659,2120.212056395445,2546.243127096272
660,1552.6549105415447,1825.2004899227256
661,2766.9871713976186,1830.1732440740482
662,3107.7397976220973,2221.619107516291
663,2507.061395085687,2306.1261222127537
664,2514.679391172128,2233.481842221745
665,2366.5052003863966,2881.049979931915
666,2479.600347347268,2418.7006573618532
667,3363.247285561918,2096.1776536091884
668,2376.236143405526,2065.8667960892512
669,3087.118157858265,5607.86416675786
670,2451.759683923808,3546.0881815630864
671,1448.188251559118,3945.6214964701912
672,2090.4106957289946,4210.924004641116
673,2490.3120829271384,2272.0034433969513
674,2462.856407300329,2493.8722668273576
675,2490.8984921910605,3138.182455541958
676,1819.3445261614575,2535.9830544222395
677,1965.2037834567577,2055.464264431338
678,2353.726045136963,2891.0780321368948
679,3240.7998256112332,4155.901534245914
680,2214.7594872900136,2424.5397440011357
681,1900.717286135698,3292.893032184481
682,2263.7506846021433,2135.5100728361895
683,2059.7355071463153,2343.0262303770432
684,3267.7751645519393,2318.7736093985914
685,2268.209150296908,2604.9654520031377
686,1686.8498579932539,4025.0149780115726
687,1983.9579093419914,1749.9507881438362
688,4813.932970987356,2500.9147056680877
689,2088.272516615323,2280.213855282335
690,1860.4263257243965,1842.8477969778116
691,3046.936192379633,2258.6264059657315
692,2350.0118289210795,3129.218800716789
693,1725.061419085469,2392.624064822926
694,3047.0610743189773,2907.9141945071806
695,2086.706310790786,1722.4158186777906
696,1963.9891018881133,2220.9722097340805
697,1841.4594535597594,2045.4152220700555
698,2831.3312320365226,2076.10466942345
699,3027.1315874569914,2446.4015129444388
700,2482.692779810466,2371.650161595831
701,2053.5707767746385,2212.1890546430227
702,2702.554420449629,2319.745795181813
703,2779.138424000499,2684.328954604596
704,1646.3379103805821,2951.6831960291356
705,1792.2320200828135,2456.4512803246307
706,2003.6718666237969,2040.99826643874
707,2287.631608541046,3670.023487869984
708,3338.047765552559,2665.138322036888
709,2388.023628851702,2288.5445676613685
710,1707.3995404282002,3312.220673033029
711,3443.3762010929913,3152.0042037239828
712,1667.1021691265523,2990.317344875616
713,2621.9194669789626,2000.2614601506007
714,2231.512517135351,2465.745391236971
715,2718.1016115355173,2671.675086226769
716,3547.0773126931826,2630.603880123242
717,1905.9224216445318,2231.8827576557446
718,3866.997646884748,2676.0816881681812
719,2101.4460639412046,2617.036542420799
720,2659.938759955604,2521.769945081355
721,2659.938759955604,2420.8362152384425
722,2520.6425723973653,2220.277249507227
723,3727.8611574513793,3914.6428061826837
724,3225.706498687019,1746.038849654665
725,2363.4838282528367,3130.7975293340137
726,2344.799946775992,1998.681375332429
727,1461.7386598434096,3665.119659109028
728,5178.239922552931,3141.623535981779
