,modelC_lgbm_train,modelC_lgbm_test
114,2454.4215074804356,2426.776645043707
115,1712.8315479119367,2363.1702225327454
116,2471.595025467966,2586.6390339854856
117,2380.60601699929,2433.2416879847924
118,1666.9972626534259,2825.1673387848955
119,3665.1764072939027,2819.230741887698
120,1970.6669647712595,1980.2718445282608
121,3742.2617621913973,2693.2558201958955
122,3367.621966730435,3744.877058500965
123,2464.318718655162,2409.1149486479067
124,3576.2464426642427,2365.1340588116827
125,2294.9705506979503,2249.9036037108617
126,2877.14284162919,2648.4955133924204
127,5205.012405789891,2309.7715622419373
128,1736.4916695365919,4163.505014958313
129,2252.849548533409,4261.0012597940995
130,1698.8275751770393,1904.5154201558348
131,4633.378740343064,3072.4685677513744
132,2708.686152858182,3336.5258906374124
133,2672.433576844435,2123.833412727176
134,1986.9020231572044,1540.0153031906425
135,2366.7096346826816,2271.307797693079
136,2616.6905053737464,2325.2736124323114
137,2746.0231146768883,2802.8396196484573
138,2347.4229786760807,1662.9303973332685
139,1897.9694239971495,3180.6959038248633
140,2137.443480957252,3511.8671819882097
141,2900.783921564141,2084.329750287403
142,2385.175135234999,2352.30796611603
143,2158.538803759819,2379.7106025342136
144,2227.8363452410313,2100.8285078726667
145,2286.8543154119848,3804.2167224493824
146,2651.829899882336,1990.3022541830512
147,1769.3372873544938,3739.479811604302
148,1922.6650068497217,2462.6142798658557
149,2252.5779552644262,2442.519390409806
150,2291.12976967044,3732.7825879371003
151,2082.31292330374,2200.8126919860597
152,2988.6174979655952,2891.7372023549224
153,1891.0171715201363,1959.2344660953859
154,2194.3557083834235,4497.361273877793
155,2247.299713321977,3460.183931541304
156,1903.2205864182577,2153.3461104946373
157,2795.082861924371,2211.6007509821557
158,2111.8031366041687,2097.1237033835555
159,1727.385922872243,1833.7672121248438
160,2404.584515136418,2877.293465170496
161,2426.2223394013477,2469.95394342756
162,2462.6759447179215,2054.9958152026134
163,1916.4064388079962,4922.820036238906
164,2093.4597357664343,2247.2932365213533
165,2030.1231808544317,1988.9855873565994
166,2219.878283034102,1703.9134402782079
167,2842.218507549004,4401.902272167405
168,2453.949908733678,5123.992190481187
169,1803.8799369551718,2103.551469865215
170,2364.539721174378,3210.9286986899997
171,2393.6897567366323,2532.331893959923
172,2345.3246105165344,2329.120259262481
173,1896.2361121287106,3363.4864125520426
174,2145.134491266803,2334.7079352525325
175,2404.1833933723096,2470.7190035864724
176,2277.332644205871,3146.477712798991
177,1965.2577810633009,4897.709071986613
178,2595.490225873098,2173.9030035400674
179,2488.0783476646343,2822.90928904476
180,1652.7618669065805,2283.801786102619
181,2277.409426796757,2884.373851509123
182,2425.015165599495,2316.7724160424505
183,1865.3057079687044,2400.958732479293
184,2212.2655352682546,2289.2360083939807
185,2606.146849918507,3051.883340008279
186,2071.3667088836482,2378.9330824433714
187,3598.400108913007,2305.3153087403125
188,2290.984663770506,2569.264032838176
189,3156.355045663025,2197.450180501586
190,2575.1887755252687,2210.940102201383
191,3443.052428642651,2299.1260302975606
192,2779.875218320202,2817.9791540987435
193,2181.9821883555287,2211.75111382826
194,2507.6951881011755,2482.7592439589125
195,2221.0374413929685,2055.3628798866516
196,2038.8656080201642,2439.2357174070844
197,2684.5322936570865,2397.6096773790728
198,2185.183039956871,2003.2732684843074
199,2238.3417801203,2253.6172066945264
200,1478.0754258843306,2188.4040828242423
201,1909.897642168112,5507.212539076167
202,1968.5598660730936,2070.4150582120806
203,2525.290672915686,4031.5138482343186
204,2148.912497060086,4778.262628078998
205,2342.77616467944,3928.94871755722
206,2275.7729944751577,2419.766405532621
207,3800.950410272868,2111.882140542876
208,2401.1337765523763,2600.9178066776203
209,2365.632216395238,2166.0802896493483
210,2041.2703662915103,3597.310265688381
211,2312.4727340497925,2246.309463572962
212,4008.879557472823,2297.2209035754104
213,3294.2560838026884,3597.717667899901
214,2412.986225790811,2921.184674165731
215,2194.994550874078,2574.691244047752
216,2277.274393542184,2949.7312776500626
217,2730.096754083956,2723.635032879036
218,2520.049415900805,3749.325143609286
219,3041.128631646991,1607.443279245137
220,1946.2323688622994,2292.5613243072244
221,2373.2793576434424,2057.8568658782015
222,2330.9721280002823,2922.055366485979
223,3446.4801380475515,2000.6114958861835
224,2292.2821136236266,2114.41547100355
225,2231.4506630657156,3438.3515107225817
226,3427.5712633879443,3233.6560235247225
227,2139.356375711836,2551.2277971723233
228,1764.6839056723688,2123.712274649599
229,2327.6878120680262,1601.2525223185596
230,3190.4636105710892,3319.070788511571
231,2816.075366154819,3326.351109205191
232,2003.073638377841,1924.7665264061384
233,1845.38681035433,2929.6856070574754
234,5556.433541650188,2884.5181171332106
235,1945.0266730629019,1999.5323285900824
236,2212.369730173454,2315.494791130107
237,2203.6956401962457,1777.3178626059175
238,2804.1256537491895,2643.306024715245
239,2519.2537497095086,5815.242540268098
240,2264.969397042108,2295.0721190935133
241,2327.5762059766407,2079.277978427257
242,2197.8667858528424,2110.083199588963
243,2623.9664701190486,1592.222608157728
244,2784.3007308871897,2605.107943864155
245,2269.588095995929,4011.2770774794553
246,3778.8993856282314,2708.1993665766354
247,2070.236984711001,2467.346340487738
248,2221.919330384661,2367.129262468167
249,3409.823134342561,2661.3686188887345
250,2186.2758463142895,4748.634332589136
251,2424.490193924629,2337.5999793473543
252,3190.0471649665246,1953.0897366774043
253,2613.7528445629086,3150.214752094204
254,2127.206357362082,6204.068794729237
255,1812.0076867622709,2544.899679786361
256,2325.16765618728,2568.616323308241
257,2293.9744474188365,1964.376453272668
258,2466.3253778757826,2135.373730075312
259,1932.7262989743979,2278.708642791741
260,1645.5598728378218,2052.8751450030604
261,2994.491434417746,2006.1191247075349
262,2106.863869405775,2200.3528850126413
263,1936.5665633213093,2728.326240241884
264,1811.8410066958256,2592.025864548683
265,2526.9306437173295,2254.111031739958
266,3615.1288429486904,2384.4584602452715
267,2287.076081364186,3258.8244283251342
268,2470.7755160264774,3728.4512984199805
269,3090.3701726531644,2196.468626730866
270,1793.7238515518736,2379.1696544140723
271,2656.112674672099,2397.07848096296
272,2541.743339883152,3202.12958337133
273,2889.4631865498263,2820.3911547880916
274,5211.247361419541,2649.0172288872213
275,2870.960938919121,2841.5093629240228
276,2319.1815985824705,2373.9054747935743
277,2534.7401108706936,2924.8797330006696
278,2683.434294296537,1828.1459689473127
279,2558.7491455603977,1913.5059232346607
280,2141.6678061209077,2089.94453377217
281,2513.7272444581154,3999.2413908347053
282,1710.9262164182048,2059.4171186744957
283,2230.7384102210863,2064.657817531769
284,2256.269809272858,2240.2241017304536
285,2301.9852820495375,1941.212961294526
286,2868.1517558978308,2132.8390137078422
287,2278.390942350155,2029.8048327351075
288,2511.032978887158,2323.328999216885
289,1892.1041071213233,2212.1498180660815
290,2155.521657434929,2802.2262844367588
291,3208.7524025771245,2125.3569928180063
292,4266.309096356059,2022.4849413233665
293,1419.3324449658921,2599.3929122499985
294,1921.2582895094913,2590.4562720637505
295,1649.9224089386241,2162.339114347536
296,2919.165051438344,2776.6106129469845
297,3268.5239396563,3064.3196400359116
298,1862.2524241511153,2169.408479050956
299,2452.0579517768924,1939.8268964777242
300,2589.810502556263,2536.194873572238
301,2253.992207008191,2838.33395752013
302,2409.2844506606457,4846.653063714902
303,2666.3675469837785,2494.2715293029496
304,2025.8161445106766,2969.6638775105102
305,3860.4335932322942,3392.185812721601
306,1607.6155261440238,2045.4224726507232
307,1992.7028647406403,3038.622314711651
308,4220.230939497307,3737.7293542130656
309,1501.4167920036275,3467.9947106722852
310,1865.4175640701058,2487.3071625760012
311,2019.531281494339,2215.9386965966974
312,5217.245024892619,3569.158259843808
313,2490.0951456129296,2346.9965570513164
314,2601.002433595064,3134.0404567210717
315,2177.019635164987,4480.8339194477285
316,2647.007165020368,2289.479853224625
317,2198.3966689929107,2397.3847325360052
318,4722.0763178491,3080.360182152751
319,2131.9510797909807,2611.488817372329
320,1739.2149515914532,3174.2490677360774
321,4637.443806384736,2419.5585967753523
322,2856.5090413836583,2455.4865552127762
323,2456.304288147982,2241.906096045224
324,2147.894974904396,2785.1651159242874
325,1822.8005402599072,2423.4811020756447
326,2519.723463779502,5366.5695468132
327,3215.999877017058,2017.1214268418632
328,1703.1483371237669,3406.7696499124177
329,2483.1821083309055,3231.156757057071
330,2949.7901886146064,1779.4857380349276
331,2218.603715833195,2608.556625848537
332,2699.2684890446653,3135.4127446145167
333,2515.591386322163,3403.729944567726
334,2274.663005470307,1927.477365224764
335,2491.8259876389648,2564.668957489559
336,3599.3447789920738,3215.9133213919677
337,2587.942792514879,2495.8555701329665
338,2451.1268089280993,1960.7169577124805
339,3189.435697928843,2029.4127132659785
340,2543.573120787024,2403.9864246409625
341,2068.4343378018834,3010.2395020343147
342,2310.1522787924005,1998.6201639366059
343,3446.1368121542373,2415.0318769528194
344,3036.696019298728,2226.8655709910863
345,1990.5701878925295,5225.6779582914005
346,1897.1586403590513,3191.3119473425327
347,2113.101536924156,2925.316599246343
348,2202.7476891540337,3298.4924345518607
349,3743.5235352935797,2325.4481499403314
350,2381.2625477214406,1827.2515172402782
351,2391.123971685746,2724.3741413694725
352,3024.4671723932493,1980.252814442841
353,2986.712157232462,2907.4736905705204
354,2084.82156679504,2901.1952435058092
355,3821.6658650519034,2670.1237983664473
356,2738.2307821267023,1994.3911219146823
357,1826.86352919093,2184.6288264555983
358,1826.86352919093,3010.5716832262915
359,2622.0558942167977,2442.766529791027
360,2150.4789429489756,5718.865826106845
361,2036.5039784983842,3287.5701612754174
362,2364.8824581249346,2119.615921000642
363,2901.2259731069234,4279.134481703042
364,2190.429103872617,1956.8118402443997
365,2400.1649857390403,2243.0901410453725
366,1936.1052019990334,1964.511087235374
367,3439.2922991034725,1883.3385806617957
368,2569.2366287541536,2375.820267146464
369,2578.329495586723,2691.323705762955
370,5760.36565989055,2208.7901098416137
371,2735.4419749726203,2721.5324829242163
372,2513.223659105707,2254.5561938127603
373,2733.3913399013068,3056.331949686075
374,1999.5220597174607,5454.569042118187
375,2959.008031498741,2707.3914002098804
376,3437.187562471452,1914.444594356338
377,1893.3263550040804,2149.8101134819613
378,4310.060122161202,1851.4793879696467
379,1712.3089433431496,2017.28396558651
380,2868.1145455571373,3206.259211089223
381,2011.3679960290099,2332.4673225866113
382,2291.6265072953115,1624.1291812626482
383,4239.527420852083,2896.025759224413
384,2515.246523465443,1937.6736712005702
385,2665.0402892096954,2169.8842647216625
386,2343.407821075737,2448.761096891316
387,2506.1252584583835,2969.6303764420577
388,1938.8664340556156,3610.4004930931997
389,2279.856288537524,2278.8393123807173
390,1612.3695932745084,2382.239276699529
391,2971.2545454918973,2091.2059916024864
392,2117.1728142610036,2358.5939764977034
393,2045.2925859800423,2699.5151865302264
394,2333.5163740653525,1983.103108946496
395,3204.360268437732,2007.7206004712934
396,3255.959731162988,3190.770699364227
397,2555.164100770261,1624.1291812626482
398,2189.3715578616407,2227.020610275838
399,2931.272185517988,2515.0134759637176
400,1834.095147508908,3285.318816756743
401,3223.8334374706114,3924.6580810311025
402,2094.6892193459585,1968.0524944614194
403,2142.006982718784,2294.07513075467
404,2283.3992644575033,2189.8051714287544
405,3731.63484458136,2276.3400192513895
406,3163.032418449381,2358.1475622076537
407,1794.776416852042,2693.6271154650376
408,3771.843854786757,1964.7420245254154
409,2619.685825183475,2564.0372343102304
410,1837.5466970383725,4830.943069719249
411,1932.5623431246702,2350.5152732325523
412,2336.6244321364566,2073.2614727084733
413,2656.779531623887,2519.8193494961915
414,1847.3629035026424,2450.824616661429
415,2095.6179473898774,2221.419126573327
416,2474.4335525320844,2292.093376000779
417,2369.6348625243145,1822.5624918726055
418,2243.2853209056334,2159.1789150080754
419,2661.439718654814,5517.294023512949
420,2035.0363097205507,4732.478339840871
421,2009.8971671572683,2949.5141579253677
422,2224.9839622459676,2573.8646367877027
423,4586.303076339862,1871.7294569293815
424,2104.8397135991645,2221.419126573327
425,2464.034573550736,2313.958005719777
426,1912.9371622588576,2154.5414223668613
427,3175.7696171822927,2889.037645040787
428,5020.781074355716,2621.734007711288
429,2582.292751362098,1815.3903802847194
430,2518.3499460303674,2944.8082099955186
431,2836.972519646266,2345.279055335109
432,2086.4304248871413,4664.473646432556
433,2381.1181397734513,2439.992485987808
434,1806.4607064828133,2046.7577213399156
435,1931.7246054447983,3006.189670451146
436,3599.8415002382176,3126.5334644835825
437,3821.1830423294655,2056.4222584034096
438,3390.8783835477507,2213.6081414278224
439,2678.152453965171,2702.6194936580846
440,1857.6388375315894,2270.519680166309
441,2339.4994657630045,2223.3506906268485
442,2332.766149634762,2219.8438211728408
443,2776.7736798604733,2265.8132975597487
444,3122.1305293798223,2156.85593191168
445,3535.130519440001,4243.377957269269
446,2140.341224610861,2326.9825137831535
447,2131.703240794913,2497.475267444356
448,1950.5573200538884,2061.7294558325266
449,2140.0296901681986,1971.1069630492002
450,2160.40526042405,2109.506415028524
451,2327.0992465978265,1885.502601783121
452,2335.742885624012,2087.862063050564
453,1858.0317253644414,2632.658234948912
454,2958.699626290135,2748.4550729768166
455,2784.7299632149766,2287.731235003443
456,2315.0997738806273,1998.3995362907233
457,1992.0833129878858,2629.109626251892
458,1811.2096598120975,2385.9645661081413
459,2250.501015460095,2311.7482656264156
460,3164.523138151239,2268.335109664452
461,4740.8915331107555,2795.1025281025304
462,2150.1972460004386,3904.158167325816
463,1889.6266252147577,2269.450988226823
464,2837.513648509354,3390.2795559121687
465,2385.837088875466,2256.622765428924
466,2149.490098276714,3078.4135897590418
467,2025.9722271462185,2078.0647000126314
468,2762.633938439941,2084.378131519069
469,2814.6361945375124,2268.7911685240506
470,2026.2086825767433,2451.4755790940017
471,2563.391876920718,2780.3866279682234
472,2663.3540099549327,2668.6030086240835
473,1988.6642677760246,3961.4616039961097
474,2611.891006083076,1962.920100411788
475,2317.332009296667,5440.115058628012
476,2212.490941543181,3425.331403741802
477,2697.366064748652,2368.568555388529
478,2035.0843594720593,2608.556625848537
479,2110.8815407994944,3195.5726200520985
480,2198.278365103371,2449.124400271548
481,2289.228483840678,2875.579996863325
482,2779.8782542701115,1752.6959922119931
483,3160.619956275382,3119.407723397228
484,2483.701586926484,2025.1949509403962
485,2161.365389094058,3550.9991190918745
486,2240.670944049615,3209.782278258289
487,2860.271215924025,1751.2485147494197
488,2437.4790986362013,3033.208178872435
489,2526.313563323734,2626.634929954449
490,2104.111413208325,2634.2183358641187
491,2533.8457961308995,2248.2206248536227
492,1976.9266645610016,2343.2351559496306
493,2266.2507034167634,3294.6239674544877
494,1642.0638026597526,2129.2367465386174
495,2250.3183890158107,1859.9753785175878
496,2433.903972717363,2809.030287395005
497,2668.0731534609918,3147.9611269809693
498,2430.0779433194757,1859.087425299939
499,2131.5882739927756,2858.5082595948966
500,3062.349337033771,4150.309270727988
501,2042.3445356070235,2028.268857198938
502,3849.0690738986004,2819.3256843412737
503,2134.8579789548758,1793.128197752066
504,2240.850519908278,2230.696031971997
505,3202.447347887496,2423.198072303277
506,2328.844241858206,1901.2823331257464
507,2591.476697577117,3321.2433153514567
508,3373.3963057521805,2517.7559501688206
509,2032.4992326253696,2599.8741866909963
510,2679.8161079250694,3359.2396218829417
511,2973.0844204594514,2283.869652956853
512,2130.5709694784205,3218.7133278324604
513,1969.5808373468226,2954.4097024343546
514,1937.9101970750567,2381.5746738894386
515,1896.6778818237835,2394.4166071126356
516,4038.0692143561514,3176.530691130709
517,1642.7414860599288,3025.9547222111837
518,2657.751421444875,1983.8844865913106
519,3816.347901476014,2312.173769432697
520,2313.1609673431717,2002.7718388031772
521,2999.6570630170204,4159.603492906466
522,3605.2179390838355,1940.7193421796153
523,2888.3769803382515,3423.316135363532
524,2525.5208582771543,2524.3162035481714
525,3016.8635114613217,2800.9796354100463
526,2850.6879473530903,1960.1905410395022
527,2402.534016365714,2005.7170749718232
528,1724.8832360180807,2719.471764061723
529,1775.5692168298085,2360.2363818587996
530,2198.3854845973933,3388.354309954422
531,5833.7056599180605,3789.156746695548
532,2581.891274585991,2200.413885072162
533,2305.839907947532,2424.7203008720544
534,2762.419725425793,4428.2906615546435
535,2448.4334994494907,2576.8239493839055
536,2132.5239848056212,2438.8046186161055
537,2002.718817604012,2536.3437629652876
538,2640.946259004478,1908.124500906244
539,2468.076041908727,3509.003582816483
540,2138.560125549319,3530.196873100097
541,4521.531474698587,2623.0289969092537
542,2280.3711659805963,1757.6135291187852
543,2148.5008014988625,2940.5961861701244
544,3443.187656973138,2983.716772521489
545,2843.0756570576896,2190.918808611759
546,2487.820816292837,1863.3241069317796
547,2974.39400080744,3366.9987432111607
548,2438.130850011064,2799.0209475098472
549,2456.6011268032603,1965.7605179311897
550,2590.5341149195365,3153.6455629192646
551,2249.379582555073,3520.267697702893
552,1791.5492332520644,2767.133726844097
553,2065.857439997751,2182.6259156841966
554,3450.3743651405885,1844.8678129280313
555,2005.2010283575771,1686.079804713223
556,2521.259169815626,5503.979823174962
557,5165.181454501401,3825.047092255211
558,1879.4722924431644,2219.688624208941
559,4056.3928237125065,2403.630806720949
560,2305.270202953506,3429.692601060045
561,1848.4779004173126,2019.0931463550435
562,4509.453761386385,2007.2123468253296
563,1721.0125440193683,2992.7988121052376
564,2310.206818961297,2243.1119486958705
565,2314.450516135307,2811.4354374369136
566,2693.9900894930015,2183.5121709080604
567,3494.02811064918,3900.1091888259966
568,2496.0197141425383,2868.6217731950646
569,3344.641697433084,2044.1932654639163
570,1733.6295667573247,3283.101967007448
571,2037.3846723849758,2632.30022859891
572,2012.5124237182627,4658.65860891998
573,2229.0083923277816,1837.6423388402297
574,2662.225882493436,2023.1777042128567
575,3172.501101669415,2471.0234730776933
576,4100.760585821411,2017.0134150866554
577,2003.8140878478391,2152.785425526799
578,2288.910991064344,2202.9384979741762
579,1668.0024529032214,2303.988113252522
580,1902.1515162861772,2387.067356381216
581,2195.7004211478447,2005.4116173862058
582,2352.199885230253,2905.143185670895
583,2670.973613472987,3783.910444550723
584,2785.62746722364,2756.129282064071
585,2581.8678859009788,2981.0267643250213
586,2409.1792404183225,2006.8258519480544
587,1779.5026386497889,2535.1339956068355
588,1918.7217474521483,2821.6123132762577
589,3062.166252631092,3017.8537935553995
590,2280.5038308997414,3367.61947627522
591,2632.218333300287,2203.650975151141
592,3005.205802200304,1728.669892061118
593,2087.558916769031,1837.6841839570575
594,3756.5854634449197,3405.100410662219
595,2296.115870506033,2286.112583793409
596,2110.537962140861,3450.850575281539
597,2783.44730186687,2627.715026113092
598,3741.4004501311374,3480.7889203528503
599,3314.0720129455367,3243.2289374353195
600,3741.4004501311374,2310.8216235965065
601,2365.038303896501,1806.5323676459561
602,2398.9237590496464,4039.1167176592594
603,3274.690922822176,3216.223714597468
604,2522.9789415175296,2454.4790480921206
605,2819.333426855038,2294.4972878548238
606,2157.9083540759902,2140.6673842628325
607,2523.4053787930056,2035.7108435254409
608,2344.8331264490002,2513.363988445803
609,3100.484711725247,2126.9533651727675
610,1814.7126208315337,2336.60681487706
611,2520.7920624798485,3070.5384420203327
612,1772.078158144852,2199.5697744564095
613,3783.5093546529024,2384.808679668434
614,4034.127876295362,2589.0455611912653
615,2121.1545414879433,3170.856886668895
616,1821.6323982554597,2205.255845096778
617,3776.0274769126313,2944.3741665108723
618,2176.645462680372,3121.8072507880634
619,2399.1141619181603,2798.0525961812514
620,2418.5393380516275,3614.1522933735696
621,5510.9203114493475,3009.682503178154
622,3168.152314422854,2057.7611152833515
623,2301.803318404662,2046.3710547756884
624,2416.0682643454797,2250.699684931643
625,2088.164346611812,2254.8614312017335
626,2859.0877961381007,2368.717793412338
627,2191.800566049046,2344.6756576227854
628,2112.1955967768636,2479.2878524019084
629,3151.3347567000947,2205.494713007617
630,1797.2319340929996,2407.6264218570045
631,2029.0102545502248,2649.7465130380747
632,2785.4512809170096,3111.4009731354
633,2346.704651505837,3375.03011481481
634,2872.8076213933473,2825.962004480668
635,3575.226605164332,2129.5001564086897
636,2268.6065658701705,2029.2564538784209
637,1995.8072413959042,4375.583674916847
638,2834.5121304065797,2389.444365804761
639,2394.72452936539,2416.9842793362427
640,2743.4941861300094,2416.9842793362427
641,1756.9809348829542,2350.8857052491176
642,2020.224161134525,2542.0407954088814
643,3121.332769087073,2631.8862416390984
644,1962.0541490144703,4816.6900147604265
645,2332.9699317145732,2166.638348996974
646,2066.817784942281,2372.4362267006036
647,2449.3274747348037,2006.817561503966
648,2532.604885213004,2819.4878009228314
649,2682.008382761483,1867.929354813273
650,1807.8434658064034,2469.525524709924
651,2393.337057228021,1859.360772777137
652,2480.919606737313,2306.156583737654
653,2018.5375605819897,2701.9600519360847
654,4908.963213504912,1866.3904591169328
655,2502.198280140285,2182.5594150420707
656,2905.8444540897517,2116.602167359443
657,1911.1169104566031,4874.301248157656
658,2042.5299640079127,2503.354167611592
659,2513.7720045338783,2431.800236622094
660,1626.9406658872103,1960.1633550990803
661,2797.8290562308316,1770.8611551505414
662,3007.219420471333,2102.4182185084273
663,2590.003269434806,2291.4893037341017
664,2218.807911496881,2191.574902917914
665,2452.4829572961717,2983.701815863407
666,2373.6476366702814,2215.9355712352503
667,3031.112901783887,2751.860026424641
668,2375.4731636340257,2195.1989605125154
669,2689.1219198974204,5498.799135111095
670,2406.7757583296698,3149.9686571559073
671,1625.6784660128465,3722.460208419199
672,2396.5228637546393,3827.6039524708513
673,2311.815627294164,2263.1469082930294
674,2376.5007457593215,2395.6659912437467
675,2328.19293522382,3084.8419014802175
676,2244.913117051461,2376.182684165415
677,2191.023576647866,2214.1775678054432
678,2278.8141857753667,2784.8802898839613
679,2831.9314303007577,3583.677530933889
680,2193.4371593722185,2365.361269562019
681,1865.5359502617887,3516.8772720661254
682,2142.0658382447896,2155.249525380358
683,2062.5026452250045,2157.196655480336
684,3176.652949709991,2324.4156602442195
685,2159.326567638138,2642.3758425792093
686,1713.8749013773229,3746.0934778875717
687,2224.145362727303,1803.7442235260046
688,5050.329521642,2681.3561769244848
689,2046.9011950432498,2015.2242323073533
690,1779.7557469659703,2038.9377079243418
691,3269.657633010445,2339.306262109465
692,1818.457467032861,3141.256360019699
693,1565.8388049405507,2273.599631030651
694,2752.1737312845903,2714.7251901706345
695,2022.8363631261539,2036.4879075780987
696,1989.4534458123421,2118.708706357761
697,2145.513474750666,1974.8671367799557
698,3083.3393656694566,2065.0978742097204
699,3373.236038540571,2308.411638087252
700,2506.339254313915,2226.1468247529438
701,2016.9060676610334,2271.336363798307
702,2463.840326001991,2290.8983788088326
703,2895.58812408367,2706.1796849257726
704,1614.1978713957353,2787.812438024956
705,1749.1168989198006,2569.9393521189036
706,2717.832284803586,2123.9048928885286
707,2572.787524495812,3397.375871069408
708,3288.1927672934835,2613.860302195014
709,2416.5866777532665,2304.354202565314
710,1755.341568341006,3542.4104537439534
711,3307.687560009789,3267.240024481678
712,1829.961764519892,3090.765232750123
713,2752.7814085940095,2075.739394538543
714,2428.6809127521797,2390.7255431598896
715,2539.9679158851077,2955.5335526900735
716,3596.039561495847,2292.4774628172704
717,2042.7649277687094,2312.599603787814
718,3844.7606719503947,2666.90619306747
719,2324.3206703997143,2675.6991060574496
720,3106.863953844424,2827.3729940852118
721,2649.810609541273,2642.918794391645
722,2562.757905481871,2504.411068115187
723,3458.224263094885,4048.2148559577095
724,2800.1508373140905,1856.2150847623957
725,2055.8420308243158,2872.144048827183
726,2245.436666531673,1868.333879658503
727,1686.4104267454131,3679.972420345529
