,modelA_lgbm_train,modelA_lgbm_test
96,1929.6731197675817,1597.8003826742533
97,2135.900288136038,2435.2395723350974
98,3204.2567971174567,2734.3008553041955
99,2128.8843499772925,2336.0196303663424
100,2236.4034728938245,1904.3906719838335
101,3883.5197925772923,2308.2032458817926
102,3362.824549988697,2163.8559440409863
103,2114.9596896898815,2287.9026737200716
104,2178.6915450102633,2468.718377472883
105,2536.01323579629,1740.9366805378638
106,2435.728988281427,4473.9425226415315
107,2448.3989992098996,2008.8965948370346
108,2856.847591505232,2600.3870836569613
109,2132.7987836923685,4269.198673579083
110,4013.1174306930657,2280.2471255051373
111,2770.969778260254,2388.0272149011976
112,3543.017217461222,2634.8741176835256
113,2994.0572363085844,1709.441705767496
114,2437.4475321485484,2518.7957224412703
115,1760.3531826999656,2568.4641399735583
116,1980.953125440688,2494.3695641812183
117,2226.0521494230284,2339.2844016801096
118,1763.035381406082,2609.168132986232
119,3797.105126968434,2907.910789666662
120,1664.130344311016,2112.043259242033
121,3320.813526561089,2655.1070315830884
122,3121.3518068122944,3590.805037486024
123,2731.63515216034,2337.444529287736
124,3589.936347207986,2161.552806642777
125,2400.0222406972534,2251.2478224337196
126,2330.826086543373,2709.306237843669
127,5253.196009733973,2414.9686531451193
128,1724.0673039010649,3706.6676063807436
129,2168.0345936004906,3624.1355273865347
130,1843.7714370320127,1927.4088082649312
131,4890.3727742708525,2846.6012431775107
132,2323.905041684963,3240.389142331539
133,2191.11523852634,2159.1425920808024
134,2337.49837811382,1676.9653141485026
135,2649.680006928221,2203.789320922141
136,3183.5502285812527,2355.784631992721
137,2487.6314058208827,2976.0808959678584
138,2075.256247850102,1625.6636539498747
139,1720.8025805350421,2516.1979127684117
140,1940.2333988885669,3680.411028174328
141,2400.346977055525,2250.9525101669597
142,2265.7188617201455,2250.507460660358
143,2545.2252124677766,2837.18001620202
144,2560.5123631270803,1842.2828506541082
145,2470.5685263030923,3516.6996616617535
146,2366.9343418248386,2114.7884829167297
147,1670.1721681440595,3424.6055274772907
148,1904.3677397049516,2750.2901129115007
149,2130.812768183167,2486.6465958585527
150,2189.385589022281,3802.313926054626
151,2003.1393020224873,2253.9782372167338
152,2697.117072454578,2668.977352332008
153,1983.4828023615732,1945.1688340843946
154,2445.3450945638374,4984.290463275526
155,2126.048540561669,3649.887004695337
156,1932.1606237701988,2329.445570150696
157,2984.939219833027,2448.841556293393
158,2154.839954391015,2457.430980016004
159,1753.9168371300711,1810.4075389161044
160,2597.971289890798,2813.3243498558504
161,2524.3348965566784,2341.455936068668
162,2613.5039209569964,2044.9608089653386
163,2025.4788260309608,4813.057788658274
164,2134.4535345691447,2350.0488023167436
165,2009.2270798584832,2053.153746757643
166,2214.1283442113177,1544.8651200921797
167,2370.4509478827645,3529.5910932834477
168,2498.785592964911,4923.910266022617
169,1535.9133311846217,1969.0920263680741
170,2589.3561809363173,3429.204935426984
171,2156.7810636057457,2480.5428094200856
172,1971.7086933641162,2566.3466521007667
173,1811.2637905685483,3221.859377129295
174,2061.115503222185,1975.0689822344862
175,2346.7159711604772,2496.185867470708
176,2214.4836282609385,3348.524845597116
177,1884.3196699273353,4807.363634377312
178,2215.240205173063,2063.839607283674
179,2156.9702306681083,3131.266578633663
180,1588.8430383669884,2194.1866123612085
181,2398.9613938298494,2530.616710645868
182,2424.5208865828517,2386.8713186476225
183,1822.2046685874948,2424.835114000093
184,1922.0446416179157,2621.1670639363288
185,2641.069317471668,3460.01678739209
186,2302.601857750304,2395.1820839196116
187,3491.393182566977,2227.7040709871208
188,2268.620402665326,2393.255559002853
189,2815.7666997198717,2404.5354857569887
190,2390.8889397919797,2369.190849250785
191,3516.849451684435,2258.707407573358
192,2918.6060073893004,2239.5615353921407
193,2161.1810926446947,2096.792813538444
194,2755.5508665688358,2487.891620332376
195,2149.680422040352,2069.5372320241504
196,1737.0691030446176,2322.341079273572
197,2710.3164067075068,2351.6164304029844
198,1617.5248173612947,1957.303881774526
199,2325.168249932842,2187.2789273375574
200,1625.2432043788458,2325.0821133081363
201,1964.1075848480657,6061.926192351298
202,2258.8005167066535,2306.06899212792
203,2517.1477209374716,3736.9319162436486
204,2265.913754429644,4683.779319623575
205,2489.471967532633,3684.245199220236
206,2377.2103224392617,1973.648887549033
207,3995.1559202889152,2335.5836190093096
208,1988.9325839468172,2716.8192503749788
209,2585.5136029340583,2101.1607771216136
210,1772.1863343231298,3249.4142644126587
211,2281.225320185909,2049.366176771634
212,3980.573704304459,2159.439849537456
213,2842.559008307311,3699.8146736990034
214,2201.6018721172645,3145.3737588146446
215,2281.4394852106684,2194.1247904764873
216,2209.3159785162848,2631.6022733461396
217,2265.776374797637,2690.2034178263
218,2279.5234336146136,3630.375649148071
219,2959.9676682109275,1648.2933782792393
220,1985.6826942606026,2413.8029635340686
221,2672.2243170386655,2157.8036713683823
222,2310.2861666915474,2961.4589695516293
223,3271.042076919196,1870.3855385084116
224,2357.7019462719422,2287.2944226277496
225,2216.0222091398628,3496.889609939261
226,3412.2098027540346,3903.0788459326154
227,2257.8203109371484,2707.140523838207
228,1918.9365391224253,2146.727799376503
229,2650.8334607661145,1628.6555228610446
230,3962.3589678966537,3451.2499796728453
231,2933.4731015871275,3551.0621708194776
232,2211.7970809201042,1845.581672530569
233,2123.493944888222,2892.926012551417
234,6120.46715022862,2694.7085409696515
235,1847.0675597508596,1899.057328905561
236,2419.7800321657305,2236.269334440324
237,1940.015436872163,1909.2941046592873
238,2852.802534730592,2396.499303391311
239,2438.263644206024,6108.425590699737
240,2276.3788188667318,2454.989453091071
241,2957.350794136199,2086.9096531829905
242,2306.8020216074133,2336.627942997319
243,2521.561946889135,1615.6876491596881
244,3114.1102032255394,2465.0377290297
245,2185.8371728262855,3943.582922342563
246,3837.651583239624,2845.7737761273756
247,2153.991900885396,2352.6673475938537
248,2407.608176650379,2577.1520977618957
249,3885.489993546696,2835.1116905072745
250,1841.8149014449893,5027.943745413804
251,2094.4791530419375,2277.4607491984984
252,2715.7986547443147,1890.9181992906165
253,2732.7180939734303,3208.538020040173
254,1987.7828618440753,6104.929602670031
255,1964.388191242148,2572.5719247207294
256,2870.9074454873953,2578.6619102995587
257,2443.0075261008587,2061.1110425944776
258,2282.9545119818445,2032.5045146651119
259,1760.7195532614285,2612.0210041344426
260,1653.3887800379312,2187.2718557565304
261,2507.6234099292465,1893.8645728927095
262,2322.197219820732,2135.8496829960377
263,2155.838015081414,2762.400854376979
264,2045.543341400505,2457.1487325211815
265,2323.5794434464806,2626.4085539575035
266,3427.8339034882433,2308.7674912001116
267,2020.6771597711754,2845.862904364543
268,2255.265156719733,3846.486526459591
269,3305.854265330031,2311.744454345798
270,1840.4247505488268,2679.048655900905
271,2559.352610894902,2242.9667265387375
272,2439.4141969930906,3332.6873362851775
273,3392.323380075474,3037.043600242395
274,4544.322440215759,2602.2702137868064
275,3432.486707686097,2588.428242659257
276,2206.4387323661676,2347.5846816421154
277,2466.999153921458,3232.8425031180586
278,2601.8805199632225,1895.9767747371789
279,3251.088026581991,1785.5829350646811
280,2346.7820077835345,1972.6551111615604
281,2335.3455592539117,3570.3415221478926
282,1766.7463321834123,1951.7603017191675
283,2007.5604234941977,2068.8774766620872
284,2109.749236443343,2212.9754197173147
285,2300.660565811845,2094.781897415444
286,3051.20491151263,2167.1229248725213
287,2346.844623693666,2116.8371321576465
288,2638.907554143653,2220.9795141451636
289,1760.2859306774799,1688.695311354136
290,2063.2578554074266,3125.1222699061764
291,3137.799971513892,2289.1911861645103
292,4167.971336410851,2112.9363928549824
293,1702.7777460130549,2422.8027857051156
294,1825.2485937157082,2532.825342619133
295,1968.066597826929,1980.4245188835962
296,2964.886121524704,2628.554693263277
297,3230.3728427860847,2710.511827437523
298,1871.0012025684086,2119.8413133167583
299,2640.551459818261,2052.96603404813
300,2334.5247179632065,2338.8641253681462
301,2209.52709464652,2944.6112351649576
302,2546.3827464021497,4325.716442958667
303,2729.416172734149,2090.6582127727092
304,1927.5745139316705,3109.0518905803597
305,3177.942126059862,3193.0423072422723
306,1762.5693717558001,1963.405836407288
307,2137.531456397053,2649.7453016466325
308,4122.287004787857,3692.4117835324696
309,1685.8071783765693,3361.5145174950785
310,1861.048888305549,2556.401243836083
311,1918.0792232920946,1872.6043694370935
312,5811.530046360165,3868.9963887452445
313,2690.6061027298,2108.4321517090043
314,3480.207519674216,3565.356450578449
315,2300.8428781283756,4472.538540227597
316,2745.815194173122,2508.5764240171243
317,2094.4449104129267,2275.794785511718
318,5816.267378347113,3315.6009668357015
319,2048.5622111737885,2759.7103510512547
320,1601.9741649020093,3355.1338875961796
321,5652.604253186032,2351.169140788209
322,2717.542691532576,2478.0998607866395
323,2293.6529032909107,2049.1048963904586
324,2409.1316180392237,2635.864956110765
325,2112.9873480651927,2345.0678040322136
326,2493.9799528677313,6216.974421901044
327,3151.392853343449,1882.828851021651
328,1810.525364035452,3313.5588345996575
329,2277.1430209676823,3420.4607041760487
330,2791.855641696785,2019.396275630789
331,2309.848351345297,2480.9832452345186
332,2321.8195819112902,3256.2681343921704
333,2390.0077202462053,3160.573274252114
334,2251.6147641706666,1809.469275928867
335,2953.5269362700624,2702.046287970121
336,3753.009866286562,3548.1503675567737
337,2831.1162081208267,2591.3080770083307
338,2086.147031509191,2016.1886156118792
339,2865.5615090944957,1983.2540712859031
340,2279.5322785605017,2455.286314671734
341,2168.527218391971,3052.1486002197307
342,1912.0028795569483,2312.499246480328
343,3811.32233556277,2348.8099618168803
344,3126.6767971184827,2123.805833576914
345,1878.534146010001,5197.271138779994
346,1873.6570697346397,2848.961218533736
347,2107.8888621145456,2895.9439864845986
348,2250.150593250973,3166.293490535401
349,3536.363905280839,2443.84538311191
350,2300.588632908321,2014.1213859579343
351,2469.9715982210973,2587.008650117994
352,3038.4826078032493,1900.0126142669687
353,2775.7695447404353,3098.2073279905803
354,2200.8857863138683,2901.5158632940793
355,2980.096260468549,2386.9497126062665
356,2445.302350133097,1827.4266601948716
357,1894.2292750038232,2730.1590697127176
358,1475.8004682978885,3221.9815842819967
359,2655.0571872434416,2273.564063127257
360,2396.661800188873,6173.9998100655885
361,2469.912473160364,2745.3299919226138
362,2657.2751351050847,2221.057030162522
363,2945.645101657281,4439.876850690971
364,2355.6646361804487,2247.686939204711
365,2275.3461823574175,2337.7130180937147
366,2026.0316233632896,1993.068055796442
367,3059.8370186531974,1802.6786367515779
368,2534.3199482020514,2264.558139947254
369,2579.059525043635,2501.1262109004533
370,5955.078558790836,2251.405596830945
371,3397.927797031935,2987.3577937652876
372,2390.1474962336683,2216.4189249010446
373,2390.1474962336683,2955.0219849569376
374,1756.605258467467,5565.76068109973
375,3066.026575573583,2851.034373333555
376,3569.769828361737,1912.2926188390334
377,1972.8596491748172,2224.0945413786026
378,3734.9994644499025,1651.9201321530695
379,1856.337226907957,1886.2885738706423
380,2371.2480001963922,3509.6252187319687
381,2224.9956250657483,2356.5381692072465
382,2301.624193070961,1628.0416087429257
383,4555.7009511916185,2795.132604195687
384,2481.1687809675896,2083.4320141162607
385,2220.070770228582,2113.024563523935
386,2310.689407895728,2265.834045534256
387,2710.073776253552,2850.1943560426394
388,1946.0882838477212,3641.432715558151
389,2406.31069163833,2209.0183352209506
390,1813.848108757133,2544.657649735588
391,2872.2374823822206,2399.334462417593
392,2116.9091929681417,2293.650495945071
393,2018.9636818338279,2461.0600095766486
394,2001.5406360632421,1845.3491242161672
395,2946.740937268269,2247.3599534478794
396,3240.4181525399867,2507.480716406596
397,2379.4824694445533,1628.0416087429257
398,2518.0145229429895,2106.751405239554
399,2821.4175087592,2953.4291371071167
400,2061.4722686367436,2971.254008370563
401,3204.6426293704017,3914.299558482055
402,2231.1801676858527,1965.945590704451
403,2074.4888994255,2274.7950444136977
404,2249.2437138606992,1948.2243903573478
405,3433.6907391836735,2450.7226793574177
406,2686.5197812156207,2317.1571933442624
407,2442.74592776496,2377.7698054485527
408,4391.211599696157,1892.0996590104944
409,2764.2312084593746,2032.294973619279
410,1619.7608707389193,4572.676452508434
411,1769.1971979173525,2348.390828639104
412,2372.4190511180786,2251.551813550018
413,2227.1147609039012,2346.5368885441744
414,1831.3599982056412,2406.800858145381
415,2207.407453823288,2276.1291508777713
416,2011.9434131203504,2473.465486111085
417,2087.5340243133833,1757.111617863963
418,2359.7953306819654,2064.806549489793
419,2506.9772262609877,5610.765619219424
420,1923.8209595032124,4525.930053095559
421,2012.4394564204176,3089.471982552826
422,1865.369018893737,2571.5270247599346
423,4789.779581656446,1923.8759475550228
424,1999.473295474629,2276.1291508777713
425,2450.0894346588193,2483.025103866317
426,1932.4063605338208,2197.512184910932
427,3130.810640635326,2724.5619582298946
428,4433.219337720764,2611.132317342418
429,2363.371166505677,1839.4836478610323
430,2439.795491970824,3315.577331975151
431,2861.0912093440993,2264.8899865124545
432,2314.3373311764335,4452.2794600583165
433,2531.721808611614,2441.9551427871047
434,1885.0768398226435,1955.0137541453216
435,1905.2518400895697,2752.316670576895
436,3481.1076076327627,3212.0175856855776
437,4045.2506134060955,2131.920997211582
438,3044.9335361399235,2777.2915544093253
439,2470.8495797167297,2669.4440741405583
440,1886.7382311008944,2220.7664528606256
441,2239.61841256285,2218.106778318611
442,2019.230785665743,2230.272076204929
443,2614.545454638945,2161.7963666230767
444,3044.2460738820096,2269.2347096725193
445,3435.8582315873273,4367.954145816883
446,2209.002431582939,2408.5997910108476
447,1962.2391451760866,2431.861391887751
448,2227.2095193639507,1747.270871861867
449,2001.1713618632969,2099.1505861644664
450,2375.720661929541,1995.1896250172947
451,2598.0131625603144,1770.2295405124896
452,2460.5130514424745,1856.8735230191228
453,1888.6459574751368,2531.7278550848578
454,3377.857576089526,2665.355578110662
455,2974.7160487207043,2227.4183010749134
456,2118.1321984298534,2119.4727863397266
457,1978.603578181662,2630.462003252538
458,2017.3301407022932,2178.186965398868
459,1977.2877035569593,2423.228471700838
460,2841.984636360386,1887.624280765159
461,4601.6749662451875,2228.633006775554
462,1891.4151295840747,3910.979709123979
463,2267.7372363727864,2218.2297317462735
464,3012.1865211815807,3208.278066206509
465,2323.7267835160383,2421.667280576454
466,2316.809833428596,3138.7120450696298
467,1995.4920819885165,1549.6761743997115
468,2485.991614644868,2098.249512042871
469,2820.9982965820986,2479.2515217014516
470,2034.6812129345706,2846.6232068991008
471,2884.4631626482314,2875.388835470477
472,2670.5768205379013,2730.352967639247
473,1943.1696499722455,3824.3638777183405
474,2705.7249295390898,2247.895507545712
475,2448.825763849859,5528.219675232255
476,2004.705960733577,3436.009737499999
477,2780.126869754042,2070.6132843337546
478,2444.5678181415124,2480.9832452345186
479,2377.489102390437,3014.7138287298285
480,2267.958629471314,2450.286210808995
481,2474.084153271865,2937.49206403858
482,3038.285242898685,1718.682740200075
483,2918.045133653106,3274.251884292964
484,2347.7788105778086,2165.2807099491024
485,2183.7140675551736,3692.9997203751445
486,1574.6532346545225,3329.066026320956
487,3019.4283470232535,1698.8720821002505
488,2714.500592512506,2828.4217301118615
489,2072.8283994798408,2054.911885510105
490,2075.709116177378,2550.8841237331194
491,2425.3749002636396,2322.8391026064646
492,1989.7641210298314,2355.940012167738
493,2363.198685416582,3308.4911552153853
494,1591.1464059303462,2039.6860966948248
495,2205.6248108360182,1793.1538217799175
496,2276.137345023998,3156.5629393196277
497,2446.0343859695226,3023.988741647065
498,2013.176531959135,2012.872844393488
499,2157.465938860414,2702.130714101409
500,2662.1513383507513,4580.016528562037
501,2337.532021665457,1956.8902116668335
502,4432.678234949848,2619.2043051186097
503,2359.551596703804,1674.2611762616475
504,2347.1794931814043,1980.4399203923956
505,3057.018296123127,2119.4489006871963
506,2138.0466925240426,1837.558359059341
507,2860.1486769746816,3170.2361379979143
508,3290.3377752611736,2387.0512021025
509,1893.2427284685623,2689.298874014127
510,2238.1285093420092,3273.4965925049996
511,2747.9044372367466,2361.7986042887624
512,2184.907268863082,3643.4171516189044
513,2436.1374815183212,3016.7908101708526
514,2263.4498034105304,2375.079297951973
515,1862.3321758466016,2600.104748890323
516,4081.151322570962,2968.171326044722
517,1433.1276745284479,2924.763670098377
518,2288.77209778796,1913.5722602847436
519,4049.3245574989664,2281.6164757427955
520,2032.3348485775714,2195.6981682031046
521,3163.201764542955,4044.1682601464295
522,2932.065434200365,1809.1897706157183
523,2486.572618538907,3425.4244737043846
524,2972.2665190763855,2203.703772257243
525,3138.627195642089,2736.026574147608
526,2257.4718176856804,2239.598851386375
527,2268.612466189803,1978.2511549460935
528,1745.6306068341783,2462.5323259338907
529,2398.2461677196075,2571.6847200694933
530,2764.8616254906374,3601.0115058284596
531,5995.975408288984,3852.568082557613
532,2429.2979097646194,2257.484814376632
533,2253.679009671562,2119.1353823599366
534,2717.057533593269,4328.522799126034
535,2162.2368243663777,2475.7549406952103
536,2064.9160022816013,2852.2691811286577
537,1898.9648676538036,2793.3469898071357
538,2315.487528099851,1610.0812983914086
539,2200.805805368946,3564.894002517448
540,2219.611914511274,3735.232520521423
541,4476.053277887002,2282.9434387043466
542,2542.370293422135,1743.814946633834
543,2044.1677701180083,2802.737563240077
544,3948.727822504283,3064.104132985785
545,2865.0619081686505,1919.7302569201515
546,2018.2841321281544,1793.2747655018197
547,2740.7697872474223,3142.2143798767147
548,2287.767465631547,2864.14640490304
549,2474.698729528245,2158.359478710624
550,2288.966556524784,3105.5238155611123
551,1974.9920827047513,3556.0337766208263
552,1892.4351840244385,2728.1949694912405
553,2192.226829873558,2171.577080836336
554,3239.0843301339833,1921.8567528450433
555,2070.0187223130383,1680.1812082417277
556,2627.4989079097713,5583.210605758956
557,5220.570528630771,3450.0547632704897
558,2560.9862965593543,2243.804774145344
559,4177.148447680974,2735.3662997563274
560,2331.968767910182,3378.161550860179
561,1900.233160211858,2125.304526359592
562,4740.895238480092,1862.5433246123164
563,1601.8687946281348,2894.2357226861827
564,2530.452468240054,2238.796048455998
565,2210.455157214316,2985.6512761157574
566,2511.638166957092,2132.049399814767
567,3727.0015746120607,4362.383739667412
568,2373.3135470800225,2824.0873837544173
569,3211.5710959099097,1958.9679916449775
570,1998.2880295300347,3156.681384914877
571,1802.4274021281258,2478.62921757389
572,2007.2982885671634,4208.503469510484
573,2421.7371584945477,1774.5086207214129
574,2801.1106570680336,1874.298884340805
575,3134.263718402993,2180.7033376473464
576,3431.0285820006106,1878.4460637107336
577,1958.6380109175295,2287.0710425339935
578,2304.8004567706353,2047.4379508662216
579,1609.6819628530218,2510.042850214172
580,2507.306634099226,2375.5765876690202
581,2332.3549006443736,2126.15204067037
582,2452.2587519080807,2948.564144551733
583,2755.318880818939,3899.3266030584828
584,2587.541293660876,2606.73323846517
585,2595.467474507738,3009.0046666159774
586,2220.6356572805216,2110.3952848904455
587,1409.2317635072427,2696.6502429251987
588,1996.5850067581878,2728.251275342751
589,3262.49267387382,2869.50276535001
590,2393.0045566594918,3143.8424126508835
591,2530.678000110316,2249.753104185505
592,3441.1361098285915,1884.937206648866
593,2076.250804553658,1909.7307658706402
594,4472.678088566534,3084.5011953952117
595,2028.2656115081436,2087.0103377641053
596,2426.1268122525908,3053.7075990714857
597,2629.935477525863,3016.9929123004467
598,3102.149781622158,3457.873823803514
599,2956.445541486502,3195.769496877188
600,3126.301963709118,1972.5700136992648
601,2010.2079095216304,1845.920786368238
602,2296.935225115137,4127.114242460613
603,3725.062465588936,3239.1229963954356
604,2581.1156205128464,2439.2380189544538
605,2625.310753697079,2366.633052395071
606,2343.1175671773995,2410.2651133700065
607,2473.4415897414865,1990.5256502373195
608,2642.0186883124898,3056.798238238608
609,2603.585179652385,2234.8621539420883
610,1554.248195625623,2334.7780280199386
611,2506.002229011952,3052.858174850923
612,1613.1165128366536,2051.922356586951
613,3434.643728542518,2356.9282735918223
614,4228.711589585953,2412.381926940191
615,2056.0763970825315,3041.8646026025776
616,1875.5237148869178,2356.166536342357
617,3159.6600215986496,2817.502981456105
618,1754.1985613440525,2761.369798187564
619,2385.6867948880313,2609.4230427537195
620,2066.834688988945,3377.263314420414
621,5852.25663826447,3343.8570058707605
622,2865.487303780173,2234.7356885949657
623,2545.7854634445985,2237.639051518599
624,2450.883038438516,2234.3615412863724
625,1961.100088895498,2151.959269743308
626,2636.6815254556377,2364.1521299816404
627,2422.227529340768,2697.8428778901143
628,2276.9799505583537,2420.9581036924
629,2824.154599114667,2016.311934585368
630,2186.934337414095,2538.004565728657
631,1862.824178903745,2534.7018591752376
632,2790.4461861318678,3079.0771729165367
633,2430.2843265666843,3445.4666546719986
634,2540.2487076728444,2466.724321614941
635,4138.1940169923955,2066.837939243469
636,2361.7032965174503,2061.0403663810453
637,2002.6764634461051,4185.069061455861
638,3205.859140591024,2339.3310976500356
639,2456.645907287678,2392.7691382458297
640,2407.6736143371572,2392.7691382458297
641,2196.1342589908363,2335.4813715579444
642,1773.764286390714,2265.5192215481943
643,3982.872953289323,2932.878261569959
644,1701.772123714449,4817.559910562644
645,2640.3681947445025,2319.8961872401005
646,2009.8430228278532,2898.9518152374426
647,1906.1572453768827,2170.943251766142
648,2577.9664421148036,2822.1716843393315
649,2912.9871095106596,1844.5437832125222
650,1836.4170856897874,2976.282586774506
651,2471.959025411885,2038.5728528952736
652,2733.1834739079145,2363.6969749920872
653,1935.1820461611,2525.455697384469
654,5093.911593040729,1743.792590437984
655,2268.634524249607,2354.7906052241938
656,2801.802875577512,2249.7613690034677
657,1901.492085565267,4756.202264788715
658,1666.3245308767075,2608.075572933195
659,2317.7719077067,2716.20254568633
660,1572.0658601634448,2025.7866195215288
661,2814.695150699489,1868.5422770686414
662,3123.2666403021194,2296.610021278304
663,2632.7201359589503,2105.2082142302243
664,2511.039211273874,2167.2489328838337
665,2357.417283959299,2965.5899722170902
666,2397.031880531028,2355.947926799436
667,2939.140527718912,2197.6112768929042
668,2498.0681632998667,1951.7097236862542
669,2770.166497362004,5643.0366738250395
670,2351.3275206228527,3646.594921518323
671,1674.7423469703372,4209.0542061988
672,2023.603374878801,4226.439327361169
673,2415.6362129203144,2191.663435324936
674,2678.5890947851253,2564.0292907446938
675,2507.53469861095,3390.7913758921613
676,1675.7074485188432,2406.728145143594
677,2036.7296575678217,2088.665310242082
678,2279.4425754724793,2726.438117442004
679,3311.796199728007,3935.3830167022215
680,2398.4788732270868,2661.880905774591
681,1766.6819040669054,3183.662705247313
682,2108.6996004549983,2208.0112537013724
683,1988.199519284075,2316.7470122806426
684,3205.661131601326,2512.9805123721476
685,1869.8461224197267,2602.5017343365557
686,1654.2758032994993,4055.0509500109124
687,1954.6098058111302,1821.7010286920136
688,5420.210860322777,2404.6145296947593
689,1886.296249952431,2267.255228457103
690,1838.0159692944771,2043.011488551833
691,3444.8876418385694,2412.209484406183
692,2371.6641617545556,3026.6650021271535
693,1663.1992969020823,2312.3204450504795
694,3344.4739785629263,2635.1957943760053
695,2097.9472959880904,2103.8913872539647
696,2064.7189406407174,2355.4047758107995
697,1997.9574745367966,2093.657267481037
698,2761.7964037462507,2141.837613173297
699,2717.5141018718728,2337.758552841624
700,2460.202261479709,2360.4864430462076
701,2136.7159393650863,2122.051505321239
702,2844.9250953278824,2427.8735271387295
703,2849.9127293546526,2558.897961685182
704,1813.749614888563,3273.728718534695
705,1707.264185246715,2444.6282393109223
706,2406.9578294638427,1860.992031591354
707,2702.9746473076298,3666.8431172510473
708,3500.4233889029692,2685.303218579839
709,2230.5565034844212,2279.232697028057
710,1778.7661849025951,3312.0901649828725
711,3619.4656331079036,2929.785747838273
712,1516.0658936408247,3262.013733487962
713,2871.39420690408,2060.149555805705
714,2298.893572363129,2313.0886335948667
715,2722.386918203207,2607.2236949414278
716,3733.5354997051636,2597.569602636012
717,1968.2467986826316,2259.2987249691887
718,3957.2226451211955,2711.6543606031055
719,2216.542916825389,2607.765598695533
720,3288.041790306524,2647.081271727127
721,2809.461838802726,2320.284699499455
722,2557.6367802157097,2178.701797266657
723,3497.043363219431,4222.17220917355
724,2358.9375004348703,1746.7211309147272
725,2308.904367892347,2928.798930471658
726,2409.859103386689,2248.8178324589217
727,1537.9661679691042,3461.895193572822
